14	search.yahoo.com				
Sun Jan 31 11:34:06 2010	Oklahoma City, OK	22	Cloudy	37	31
Sun Jan 31 11:34:07 2010	Nashville, TN	15	Fair	34	12
Sun Jan 31 11:34:07 2010	Fort Worth, TX	29	Cloudy	46	34
Sun Jan 31 11:34:09 2010	Phoenix, AZ	50	Fair	71	50
Sun Jan 31 11:34:10 2010	Chicago, IL	19	Mostly Cloudy	25	19
Sun Jan 31 11:34:10 2010	Portland, OR	43	Light Rain	51	41
Sun Jan 31 11:34:11 2010	Indianapolis, IN	9	Partly Cloudy	28	17
Sun Jan 31 11:34:11 2010	San Antonio, TX	32	Fair	56	42
Sun Jan 31 11:34:12 2010	Boston, MA	14	Mostly Cloudy	28	18
Sun Jan 31 11:34:13 2010	Columbus, OH	9	Fair	28	16
Sun Jan 31 11:34:13 2010	Jacksonville, FL	44	Cloudy	53	45
Sun Jan 31 11:34:14 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 11:34:15 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 11:34:15 2010	Houston, TX	34	Cloudy	54	40
Sun Jan 31 11:34:16 2010	Milwaukee, WI	16	Partly Cloudy	22	12
Sun Jan 31 11:34:16 2010	Detroit, MI	13	Fair	27	15
Sun Jan 31 11:34:17 2010	Philadelphia, PA	16	Partly Cloudy	33	22
Sun Jan 31 12:17:42 2010	Charlotte, NC	16	Fair	37	12
Sun Jan 31 12:17:42 2010	San Jose, CA	50	Cloudy	60	43
Sun Jan 31 12:17:43 2010	San Diego, CA	50	Cloudy	64	45
Sun Jan 31 12:17:44 2010	Memphis, TN	21	Fair	36	23
Sun Jan 31 12:17:44 2010	Denver, CO	27	Fair	44	27
Sun Jan 31 12:17:45 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 12:17:45 2010	Los Angeles, CA	52	Fair	64	45
Sun Jan 31 12:17:46 2010	Baltimore, MD	16	Partly Cloudy	32	22
Sun Jan 31 12:17:46 2010	New York, NY	15	Fair	32	22
Sun Jan 31 12:17:47 2010	Washington, DC	17	Mostly Cloudy	33	19
Sun Jan 31 12:17:47 2010	Las Vegas, NV	40	Fair	61	39
Sun Jan 31 12:17:48 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 12:17:48 2010	San Francisco, CA	47	Mostly Cloudy	56	47
Sun Jan 31 12:17:49 2010	Nashville, TN	14	Fair	34	12
Sun Jan 31 12:17:49 2010	Oklahoma City, OK	21	Cloudy	37	31
Sun Jan 31 12:17:50 2010	Fort Worth, TX	29	Cloudy	46	34
Sun Jan 31 12:17:50 2010	Phoenix, AZ	51	Fair	71	50
Sun Jan 31 12:17:51 2010	Chicago, IL	18	Mostly Cloudy	25	19
Sun Jan 31 12:17:51 2010	Portland, OR	43	Cloudy	51	41
Sun Jan 31 12:17:52 2010	Indianapolis, IN	10	Partly Cloudy	28	17
Sun Jan 31 12:17:52 2010	San Antonio, TX	32	Cloudy	56	42
Sun Jan 31 12:17:53 2010	Boston, MA	14	Mostly Cloudy	28	18
Sun Jan 31 12:17:53 2010	Columbus, OH	9	Fair	28	16
Sun Jan 31 12:17:53 2010	Jacksonville, FL	44	Cloudy	53	45
Sun Jan 31 12:17:54 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 12:17:54 2010	Houston, TX	32	Cloudy	54	40
Sun Jan 31 12:17:55 2010	Milwaukee, WI	15	Partly Cloudy	22	12
Sun Jan 31 12:17:55 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 12:17:56 2010	Detroit, MI	11	Fair	27	15
Sun Jan 31 12:17:56 2010	Philadelphia, PA	15	Partly Cloudy	33	22
Sun Jan 31 13:00:50 2010	Charlotte, NC	16	Fair	37	12
Sun Jan 31 13:00:50 2010	San Jose, CA	50	Cloudy	60	43
Sun Jan 31 13:00:51 2010	San Diego, CA	50	Cloudy	64	45
Sun Jan 31 13:00:52 2010	Memphis, TN	21	Fair	36	23
Sun Jan 31 13:00:52 2010	Denver, CO	27	Fair	44	27
Sun Jan 31 13:00:53 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 13:00:53 2010	Los Angeles, CA	52	Fair	64	45
Sun Jan 31 13:00:54 2010	New York, NY	15	Fair	32	22
Sun Jan 31 13:00:55 2010	Baltimore, MD	16	Partly Cloudy	32	22
Sun Jan 31 13:00:55 2010	Las Vegas, NV	40	Fair	61	39
Sun Jan 31 13:00:56 2010	Washington, DC	17	Mostly Cloudy	33	19
Sun Jan 31 13:00:56 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 13:00:57 2010	San Francisco, CA	47	Mostly Cloudy	56	47
Sun Jan 31 13:00:58 2010	Nashville, TN	14	Fair	34	12
Sun Jan 31 13:00:58 2010	Oklahoma City, OK	19	Light Freezing Rain	37	31
Sun Jan 31 13:00:59 2010	Fort Worth, TX	29	Cloudy	46	34
Sun Jan 31 13:00:59 2010	Phoenix, AZ	51	Fair	71	50
Sun Jan 31 13:01:00 2010	Portland, OR	43	Cloudy	51	41
Sun Jan 31 13:01:01 2010	Chicago, IL	18	Mostly Cloudy	25	19
Sun Jan 31 13:01:01 2010	San Antonio, TX	32	Cloudy	56	42
Sun Jan 31 13:01:02 2010	Boston, MA	14	Mostly Cloudy	27	18
Sun Jan 31 13:01:02 2010	Indianapolis, IN	10	Partly Cloudy	28	17
Sun Jan 31 13:01:03 2010	Jacksonville, FL	44	Cloudy	53	45
Sun Jan 31 13:01:04 2010	Columbus, OH	8	Fair	28	16
Sun Jan 31 13:01:04 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 13:01:05 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 13:01:05 2010	Houston, TX	32	Cloudy	54	40
Sun Jan 31 13:01:08 2010	Philadelphia, PA	15	Partly Cloudy	33	22
Sun Jan 31 13:44:48 2010	San Jose, CA	50	Cloudy	60	43
Sun Jan 31 13:44:49 2010	Charlotte, NC	16	Fair	37	12
Sun Jan 31 13:44:50 2010	Denver, CO	27	Partly Cloudy	44	27
Sun Jan 31 13:44:50 2010	San Diego, CA	48	Partly Cloudy	64	45
Sun Jan 31 13:44:51 2010	Memphis, TN	20	Fair	36	23
Sun Jan 31 13:44:51 2010	Los Angeles, CA	50	Fair	64	45
Sun Jan 31 13:44:52 2010	New York, NY	14	Fair	32	22
Sun Jan 31 13:44:52 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 13:44:53 2010	Baltimore, MD	10	Partly Cloudy	32	22
Sun Jan 31 13:44:53 2010	Las Vegas, NV	38	Partly Cloudy	61	39
Sun Jan 31 13:44:54 2010	Washington, DC	16	Mostly Cloudy	33	19
Sun Jan 31 13:44:55 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 13:44:55 2010	San Francisco, CA	47	Cloudy	56	47
Sun Jan 31 13:44:56 2010	Nashville, TN	15	Fair	34	12
Sun Jan 31 13:44:56 2010	Oklahoma City, OK	19	Light Freezing Rain	37	31
Sun Jan 31 13:44:57 2010	Fort Worth, TX	29	Cloudy	46	34
Sun Jan 31 13:44:57 2010	Phoenix, AZ	50	Partly Cloudy	71	50
Sun Jan 31 13:44:58 2010	Chicago, IL	17	Partly Cloudy	25	19
Sun Jan 31 13:44:58 2010	Portland, OR	43	Cloudy	51	41
Sun Jan 31 13:44:59 2010	Indianapolis, IN	10	Partly Cloudy	28	17
Sun Jan 31 13:44:59 2010	San Antonio, TX	32	Cloudy	56	42
Sun Jan 31 13:45:00 2010	Boston, MA	13	Partly Cloudy	27	18
Sun Jan 31 13:45:00 2010	Jacksonville, FL	42	Cloudy	53	45
Sun Jan 31 13:45:01 2010	Columbus, OH	8	Fair	28	16
Sun Jan 31 13:45:01 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 13:45:01 2010	Houston, TX	32	Cloudy	54	40
Sun Jan 31 13:45:02 2010	Milwaukee, WI	14	Mostly Cloudy	22	12
Sun Jan 31 13:45:02 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 13:45:03 2010	Detroit, MI	13	Cloudy	28	15
Sun Jan 31 13:45:03 2010	Philadelphia, PA	14	Partly Cloudy	33	22
Sun Jan 31 14:27:36 2010	Charlotte, NC	17	Fair	37	12
Sun Jan 31 14:27:36 2010	San Jose, CA	50	Cloudy	60	43
Sun Jan 31 14:27:37 2010	Denver, CO	28	Mostly Cloudy	44	27
Sun Jan 31 14:27:37 2010	San Diego, CA	46	Partly Cloudy	64	45
Sun Jan 31 14:27:38 2010	Memphis, TN	20	Fair	36	23
Sun Jan 31 14:27:39 2010	Los Angeles, CA	49	Fair	64	45
Sun Jan 31 14:27:42 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 14:27:43 2010	New York, NY	14	Fair	32	22
Sun Jan 31 14:27:44 2010	Baltimore, MD	12	Partly Cloudy	32	22
Sun Jan 31 14:27:44 2010	Las Vegas, NV	40	Cloudy	61	39
Sun Jan 31 14:27:45 2010	Washington, DC	17	Mostly Cloudy	33	19
Sun Jan 31 14:27:46 2010	Austin, TX	30	Cloudy	52	38
Sun Jan 31 14:27:46 2010	San Francisco, CA	48	Cloudy	56	47
Sun Jan 31 14:27:47 2010	Oklahoma City, OK	19	Light Snow	37	31
Sun Jan 31 14:27:48 2010	Nashville, TN	12	Fair	34	12
Sun Jan 31 14:27:48 2010	Fort Worth, TX	28	Cloudy	46	34
Sun Jan 31 14:27:49 2010	Phoenix, AZ	48	Partly Cloudy	71	50
Sun Jan 31 14:27:50 2010	Chicago, IL	16	Fair	25	19
Sun Jan 31 14:27:50 2010	Portland, OR	45	Cloudy	51	41
Sun Jan 31 14:27:51 2010	San Antonio, TX	33	Cloudy	56	42
Sun Jan 31 14:27:52 2010	Boston, MA	13	Partly Cloudy	27	18
Sun Jan 31 14:27:52 2010	Indianapolis, IN	8	Partly Cloudy	28	17
Sun Jan 31 14:27:53 2010	Jacksonville, FL	41	Mostly Cloudy	53	45
Sun Jan 31 14:27:54 2010	Columbus, OH	8	Fair	28	16
Sun Jan 31 14:27:54 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 14:27:55 2010	Houston, TX	32	Cloudy	54	40
Sun Jan 31 14:27:56 2010	Milwaukee, WI	14	Mostly Cloudy	22	12
Sun Jan 31 14:27:56 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 14:27:57 2010	Detroit, MI	14	Cloudy	28	15
Sun Jan 31 14:27:58 2010	Philadelphia, PA	15	Partly Cloudy	33	22
Sun Jan 31 15:11:22 2010	San Jose, CA	50	Cloudy	60	43
Sun Jan 31 15:11:23 2010	Charlotte, NC	22	Fair	37	12
Sun Jan 31 15:11:24 2010	Denver, CO	28	Mostly Cloudy	44	27
Sun Jan 31 15:11:24 2010	San Diego, CA	46	Partly Cloudy	64	45
Sun Jan 31 15:11:25 2010	Memphis, TN	20	Fair	36	23
Sun Jan 31 15:11:25 2010	Los Angeles, CA	48	Fair	64	45
Sun Jan 31 15:11:26 2010	New York, NY	15	Fair	32	22
Sun Jan 31 15:11:26 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 15:11:27 2010	Baltimore, MD	12	Partly Cloudy	32	22
Sun Jan 31 15:11:27 2010	Las Vegas, NV	40	Cloudy	61	39
Sun Jan 31 15:11:28 2010	Washington, DC	19	Partly Cloudy	33	19
Sun Jan 31 15:11:28 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 15:11:29 2010	Oklahoma City, OK	21	Light Freezing Rain	37	31
Sun Jan 31 15:11:29 2010	San Francisco, CA	48	Cloudy	56	47
Sun Jan 31 15:11:30 2010	Nashville, TN	12	Fair	34	12
Sun Jan 31 15:11:30 2010	Fort Worth, TX	28	Cloudy	46	34
Sun Jan 31 15:11:31 2010	Chicago, IL	16	Partly Cloudy	25	19
Sun Jan 31 15:11:31 2010	Portland, OR	45	Fog	51	41
Sun Jan 31 15:11:31 2010	Phoenix, AZ	48	Mostly Cloudy	71	50
Sun Jan 31 15:11:32 2010	Indianapolis, IN	8	Partly Cloudy	28	17
Sun Jan 31 15:11:32 2010	San Antonio, TX	33	Cloudy	56	42
Sun Jan 31 15:11:33 2010	Boston, MA	13	Partly Cloudy	27	18
Sun Jan 31 15:11:33 2010	Jacksonville, FL	41	Mostly Cloudy	53	45
Sun Jan 31 15:11:34 2010	Columbus, OH	11	Fair	28	16
Sun Jan 31 15:11:34 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 15:11:35 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 15:11:35 2010	Houston, TX	34	Cloudy	54	40
Sun Jan 31 15:11:36 2010	Milwaukee, WI	14	Mostly Cloudy	22	12
Sun Jan 31 15:11:36 2010	Detroit, MI	14	Cloudy	28	15
Sun Jan 31 15:11:37 2010	Philadelphia, PA	15	Partly Cloudy	33	22
Sun Jan 31 15:54:59 2010	Charlotte, NC	22	Fair	37	12
Sun Jan 31 15:54:59 2010	San Jose, CA	49	Cloudy	60	43
Sun Jan 31 15:55:00 2010	San Diego, CA	47	Partly Cloudy	64	45
Sun Jan 31 15:55:01 2010	Memphis, TN	22	Fair	36	23
Sun Jan 31 15:55:01 2010	Denver, CO	27	Mostly Cloudy	44	27
Sun Jan 31 15:55:02 2010	Los Angeles, CA	48	Fair	64	45
Sun Jan 31 15:55:03 2010	New York, NY	15	Fair	32	22
Sun Jan 31 15:55:03 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 15:55:04 2010	Baltimore, MD	18	Sunny	32	22
Sun Jan 31 15:55:05 2010	Washington, DC	19	Partly Cloudy	33	19
Sun Jan 31 15:55:05 2010	Las Vegas, NV	38	Mostly Cloudy	61	39
Sun Jan 31 15:55:06 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 15:55:06 2010	San Francisco, CA	48	Cloudy	55	47
Sun Jan 31 15:55:07 2010	Oklahoma City, OK	20	Light Freezing Rain	37	31
Sun Jan 31 15:55:08 2010	Nashville, TN	14	Fair	34	12
Sun Jan 31 15:55:08 2010	Fort Worth, TX	29	Cloudy	46	34
Sun Jan 31 15:55:09 2010	Phoenix, AZ	48	Mostly Cloudy	71	50
Sun Jan 31 15:55:10 2010	Chicago, IL	16	Partly Cloudy	26	19
Sun Jan 31 15:55:10 2010	Portland, OR	43	Fog	51	41
Sun Jan 31 15:55:11 2010	Indianapolis, IN	12	Fair	28	17
Sun Jan 31 15:55:11 2010	San Antonio, TX	32	Cloudy	56	42
Sun Jan 31 15:55:12 2010	Boston, MA	15	Partly Cloudy	27	18
Sun Jan 31 15:55:13 2010	Columbus, OH	13	Partly Cloudy	28	16
Sun Jan 31 15:55:13 2010	Jacksonville, FL	42	Mostly Cloudy	53	45
Sun Jan 31 15:55:14 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 15:55:14 2010	Houston, TX	34	Cloudy	54	40
Sun Jan 31 15:55:15 2010	Seattle, WA	47	Light Rain	51	40
Sun Jan 31 15:55:16 2010	Milwaukee, WI	14	Mostly Cloudy	22	12
Sun Jan 31 15:55:16 2010	Detroit, MI	16	Cloudy	28	15
Sun Jan 31 15:55:17 2010	Philadelphia, PA	16	Partly Cloudy	33	22
Sun Jan 31 16:44:40 2010	San Jose, CA	48	Cloudy	60	43
Sun Jan 31 16:44:41 2010	Charlotte, NC	27	Partly Cloudy	37	12
Sun Jan 31 16:44:42 2010	Denver, CO	27	Mostly Cloudy	44	27
Sun Jan 31 16:44:42 2010	San Diego, CA	46	Fog	64	45
Sun Jan 31 16:44:43 2010	Memphis, TN	25	Fair	36	23
Sun Jan 31 16:44:44 2010	El Paso, TX	39	Cloudy	58	39
Sun Jan 31 16:44:44 2010	Los Angeles, CA	47	Fair	64	45
Sun Jan 31 16:44:45 2010	New York, NY	17	Fair	32	22
Sun Jan 31 16:44:46 2010	Baltimore, MD	21	Sunny	32	22
Sun Jan 31 16:44:46 2010	Las Vegas, NV	39	Partly Cloudy	61	39
Sun Jan 31 16:44:47 2010	Washington, DC	22	Fair	33	19
Sun Jan 31 16:44:47 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 16:44:48 2010	Oklahoma City, OK	21	Light Freezing Rain	37	31
Sun Jan 31 16:44:48 2010	San Francisco, CA	49	Cloudy	55	47
Sun Jan 31 16:44:49 2010	Nashville, TN	18	Fair	34	12
Sun Jan 31 16:44:49 2010	Fort Worth, TX	30	Cloudy	46	34
Sun Jan 31 16:44:50 2010	Portland, OR	45	Fog	51	41
Sun Jan 31 16:44:50 2010	Phoenix, AZ	49	Mostly Cloudy	71	50
Sun Jan 31 16:44:51 2010	Chicago, IL	18	Partly Cloudy	26	19
Sun Jan 31 16:44:51 2010	San Antonio, TX	33	Cloudy	56	42
Sun Jan 31 16:44:52 2010	Boston, MA	18	Mostly Cloudy	27	18
Sun Jan 31 16:44:52 2010	Indianapolis, IN	15	Fair	28	17
Sun Jan 31 16:44:53 2010	Columbus, OH	17	Fair	28	16
Sun Jan 31 16:44:53 2010	Jacksonville, FL	42	Mostly Cloudy	53	45
Sun Jan 31 16:44:54 2010	Dallas, TX	31	Cloudy	47	36
Sun Jan 31 16:44:54 2010	Houston, TX	36	Cloudy	54	40
Sun Jan 31 16:44:55 2010	Milwaukee, WI	16	Partly Cloudy	22	12
Sun Jan 31 16:44:55 2010	Seattle, WA	47	Cloudy	51	40
Sun Jan 31 16:44:56 2010	Detroit, MI	18	Cloudy	28	15
Sun Jan 31 16:44:56 2010	Philadelphia, PA	19	Partly Cloudy	33	22
Sun Jan 31 17:28:37 2010	Charlotte, NC	31	Partly Cloudy	37	12
Sun Jan 31 17:28:37 2010	San Jose, CA	46	Cloudy	59	43
Sun Jan 31 17:28:38 2010	Denver, CO	28	Mostly Cloudy	43	27
Sun Jan 31 17:28:38 2010	San Diego, CA	49	Fog	64	45
Sun Jan 31 17:28:39 2010	Memphis, TN	29	Fair	36	23
Sun Jan 31 17:28:40 2010	El Paso, TX	41	Cloudy	58	39
Sun Jan 31 17:28:40 2010	Los Angeles, CA	49	Haze	64	45
Sun Jan 31 17:28:41 2010	Baltimore, MD	21	Sunny	31	22
Sun Jan 31 17:28:41 2010	New York, NY	20	Fair	31	22
Sun Jan 31 17:28:42 2010	Las Vegas, NV	39	Partly Cloudy	61	39
Sun Jan 31 17:28:43 2010	Washington, DC	24	Fair	32	19
Sun Jan 31 17:28:43 2010	Austin, TX	31	Cloudy	52	38
Sun Jan 31 17:28:44 2010	Oklahoma City, OK	23	Fog	37	31
Sun Jan 31 17:28:44 2010	San Francisco, CA	49	Cloudy	55	47
Sun Jan 31 17:28:45 2010	Nashville, TN	24	Fair	34	12
Sun Jan 31 17:28:46 2010	Fort Worth, TX	31	Cloudy	46	34
Sun Jan 31 17:28:46 2010	Phoenix, AZ	51	Mostly Cloudy	71	50
Sun Jan 31 17:28:47 2010	Chicago, IL	20	Partly Cloudy	25	19
Sun Jan 31 17:28:47 2010	Portland, OR	44	Fog	51	41
Sun Jan 31 17:28:48 2010	San Antonio, TX	33	Cloudy	56	42
Sun Jan 31 17:28:49 2010	Boston, MA	22	Partly Cloudy	27	18
Sun Jan 31 17:28:49 2010	Indianapolis, IN	20	Fair	28	17
Sun Jan 31 17:28:50 2010	Columbus, OH	21	Fair	27	16
Sun Jan 31 17:28:50 2010	Jacksonville, FL	43	Mostly Cloudy	53	45
Sun Jan 31 17:28:51 2010	Dallas, TX	32	Cloudy	46	36
Sun Jan 31 17:28:52 2010	Seattle, WA	47	Cloudy	51	40
Sun Jan 31 17:28:52 2010	Houston, TX	36	Cloudy	54	40
Sun Jan 31 17:28:53 2010	Milwaukee, WI	18	Partly Cloudy	22	12
Sun Jan 31 17:28:53 2010	Detroit, MI	19	Cloudy	28	15
Sun Jan 31 17:28:54 2010	Philadelphia, PA	21	Fair	33	22
Sun Jan 31 18:12:59 2010	San Jose, CA	46	Cloudy	59	43
Sun Jan 31 18:13:00 2010	Charlotte, NC	32	Partly Cloudy	37	12
Sun Jan 31 18:13:00 2010	San Diego, CA	48	Fog	64	45
Sun Jan 31 18:13:01 2010	Denver, CO	28	Mostly Cloudy	43	27
Sun Jan 31 18:13:02 2010	Memphis, TN	31	Partly Cloudy	36	23
Sun Jan 31 18:13:02 2010	Los Angeles, CA	52	Fair	64	45
Sun Jan 31 18:13:03 2010	New York, NY	22	Fair	31	22
Sun Jan 31 18:13:03 2010	El Paso, TX	44	Cloudy	58	39
Sun Jan 31 18:13:04 2010	Baltimore, MD	21	Sunny	30	22
Sun Jan 31 18:13:04 2010	Las Vegas, NV	39	Partly Cloudy	61	39
Sun Jan 31 18:13:05 2010	Washington, DC	25	Fair	32	19
Sun Jan 31 18:13:05 2010	Austin, TX	32	Cloudy	52	38
Sun Jan 31 18:13:06 2010	Oklahoma City, OK	23	Fog	37	31
Sun Jan 31 18:13:06 2010	San Francisco, CA	49	Cloudy	56	47
Sun Jan 31 18:13:07 2010	Nashville, TN	28	Fair	35	12
Sun Jan 31 18:13:07 2010	Fort Worth, TX	31	Cloudy	46	34
Sun Jan 31 18:13:08 2010	Portland, OR	45	Cloudy	51	41
Sun Jan 31 18:13:08 2010	Phoenix, AZ	56	Mostly Cloudy	71	50
Sun Jan 31 18:13:09 2010	Chicago, IL	20	Partly Cloudy	25	19
Sun Jan 31 18:13:09 2010	San Antonio, TX	33	Cloudy	56	42
Sun Jan 31 18:13:10 2010	Boston, MA	25	Partly Cloudy	27	18
Sun Jan 31 18:13:10 2010	Indianapolis, IN	23	Fair	27	17
Sun Jan 31 18:13:11 2010	Columbus, OH	24	Fair	28	16
Sun Jan 31 18:13:11 2010	Jacksonville, FL	45	Mostly Cloudy	53	45
Sun Jan 31 18:13:12 2010	Dallas, TX	32	Cloudy	46	36
Sun Jan 31 18:13:12 2010	Houston, TX	36	Cloudy	54	40
Sun Jan 31 18:13:13 2010	Seattle, WA	47	Cloudy	51	40
Sun Jan 31 18:13:14 2010	Milwaukee, WI	18	Partly Cloudy	22	12
Sun Jan 31 18:13:14 2010	Detroit, MI	21	Cloudy	26	15
Sun Jan 31 18:13:15 2010	Philadelphia, PA	24	Fair	33	22
Sun Jan 31 18:57:02 2010	Charlotte, NC	32	Partly Cloudy	37	12
Sun Jan 31 18:57:02 2010	San Jose, CA	48	Mostly Cloudy	59	43
Sun Jan 31 18:57:03 2010	San Diego, CA	50	Partly Cloudy	64	45
Sun Jan 31 18:57:04 2010	Memphis, TN	31	Partly Cloudy	35	23
Sun Jan 31 18:57:04 2010	Denver, CO	32	Mostly Cloudy	42	27
Sun Jan 31 18:57:05 2010	Los Angeles, CA	52	Fair	64	45
Sun Jan 31 18:57:06 2010	New York, NY	22	Fair	31	22
Sun Jan 31 18:57:06 2010	El Paso, TX	44	Cloudy	58	39
Sun Jan 31 18:57:07 2010	Baltimore, MD	27	Sunny	30	22
Sun Jan 31 18:57:08 2010	Washington, DC	25	Fair	31	19
Sun Jan 31 18:57:08 2010	Las Vegas, NV	44	Fair	61	39
Sun Jan 31 18:57:09 2010	Austin, TX	32	Cloudy	52	38
Sun Jan 31 18:57:09 2010	San Francisco, CA	50	Cloudy	55	47
Sun Jan 31 18:57:10 2010	Oklahoma City, OK	25	Light Snow	36	31
Sun Jan 31 18:57:11 2010	Nashville, TN	28	Fair	32	12
Sun Jan 31 18:57:11 2010	Fort Worth, TX	31	Cloudy	46	34
Sun Jan 31 18:57:12 2010	Phoenix, AZ	56	Mostly Cloudy	71	50
Sun Jan 31 18:57:13 2010	Chicago, IL	24	Partly Cloudy	26	19
Sun Jan 31 18:57:13 2010	Portland, OR	46	Mostly Cloudy	51	41
Sun Jan 31 18:57:14 2010	San Antonio, TX	34	Cloudy	56	42
Sun Jan 31 18:57:15 2010	Boston, MA	25	Partly Cloudy	26	18
Sun Jan 31 18:57:15 2010	Indianapolis, IN	23	Fair	26	17
Sun Jan 31 18:57:16 2010	Jacksonville, FL	45	Mostly Cloudy	52	45
Sun Jan 31 18:57:17 2010	Columbus, OH	27	Fair	25	16
Sun Jan 31 18:57:17 2010	Dallas, TX	32	Cloudy	46	36
Sun Jan 31 18:57:18 2010	Houston, TX	37	Cloudy	54	40
Sun Jan 31 18:57:19 2010	Milwaukee, WI	20	Partly Cloudy	22	12
Sun Jan 31 18:57:19 2010	Seattle, WA	47	Cloudy	51	40
Sun Jan 31 18:57:20 2010	Detroit, MI	21	Cloudy	26	15
Sun Jan 31 18:57:21 2010	Philadelphia, PA	24	Fair	32	22
Sun Jan 31 19:42:39 2010	San Jose, CA	52	Mostly Cloudy	59	43
Sun Jan 31 19:42:40 2010	Charlotte, NC	36	Fair	35	12
Sun Jan 31 19:42:41 2010	Denver, CO	34	Mostly Cloudy	42	27
Sun Jan 31 19:42:41 2010	San Diego, CA	55	Partly Cloudy	63	45
Sun Jan 31 19:42:42 2010	Memphis, TN	32	Partly Cloudy	35	23
Sun Jan 31 19:42:42 2010	Los Angeles, CA	57	Fair	64	45
Sun Jan 31 19:42:43 2010	El Paso, TX	48	Mostly Cloudy	58	39
Sun Jan 31 19:42:44 2010	Baltimore, MD	27	Sunny	30	22
Sun Jan 31 19:42:44 2010	New York, NY	25	Fair	30	22
Sun Jan 31 19:42:45 2010	Washington, DC	28	Fair	31	19
Sun Jan 31 19:42:45 2010	Las Vegas, NV	51	Fair	61	39
Sun Jan 31 19:42:46 2010	Austin, TX	32	Cloudy	52	38
Sun Jan 31 19:42:46 2010	San Francisco, CA	51	Mostly Cloudy	55	47
Sun Jan 31 19:42:47 2010	Nashville, TN	32	Fair	32	12
Sun Jan 31 19:42:47 2010	Oklahoma City, OK	25	Fog	36	31
Sun Jan 31 19:42:48 2010	Fort Worth, TX	31	Cloudy	46	34
Sun Jan 31 19:42:48 2010	Phoenix, AZ	61	Mostly Cloudy	71	50
Sun Jan 31 19:42:49 2010	Chicago, IL	26	Partly Cloudy	26	19
Sun Jan 31 19:42:49 2010	Portland, OR	47	Mostly Cloudy	51	41
Sun Jan 31 19:42:50 2010	Indianapolis, IN	25	Fair	26	17
Sun Jan 31 19:42:50 2010	San Antonio, TX	34	Cloudy	56	42
Sun Jan 31 19:42:51 2010	Columbus, OH	29	Fair	25	16
Sun Jan 31 19:42:51 2010	Boston, MA	26	Partly Cloudy	26	18
Sun Jan 31 19:42:51 2010	Jacksonville, FL	45	Mostly Cloudy	52	45
Sun Jan 31 19:42:52 2010	Dallas, TX	34	Cloudy	46	36
Sun Jan 31 19:42:53 2010	Milwaukee, WI	23	Partly Cloudy	21	12
Sun Jan 31 19:42:53 2010	Seattle, WA	48	Cloudy	51	40
Sun Jan 31 19:42:53 2010	Houston, TX	37	Cloudy	54	40
Sun Jan 31 19:42:54 2010	Detroit, MI	22	Cloudy	26	15
Sun Jan 31 19:42:54 2010	Philadelphia, PA	25	Partly Cloudy	31	22
Sun Jan 31 20:25:40 2010	San Jose, CA	55	Mostly Cloudy	60	43
Sun Jan 31 20:25:41 2010	Charlotte, NC	36	Partly Cloudy	35	12
Sun Jan 31 20:25:41 2010	San Diego, CA	59	Partly Cloudy	61	45
Sun Jan 31 20:25:42 2010	Denver, CO	37	Mostly Cloudy	40	28
Sun Jan 31 20:25:43 2010	Memphis, TN	34	Partly Cloudy	35	23
Sun Jan 31 20:25:43 2010	Los Angeles, CA	62	Fair	64	45
Sun Jan 31 20:25:44 2010	New York, NY	28	Partly Cloudy	30	22
Sun Jan 31 20:25:44 2010	El Paso, TX	52	Mostly Cloudy	58	39
Sun Jan 31 20:25:45 2010	Baltimore, MD	28	Sunny	30	23
Sun Jan 31 20:25:46 2010	Washington, DC	30	Fair	31	21
Sun Jan 31 20:25:46 2010	Las Vegas, NV	54	Fair	59	39
Sun Jan 31 20:25:47 2010	Austin, TX	33	Cloudy	52	38
