8	weather.msn.com											
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F)	Feels like (°F)	Barometer (in)	Dewpoint (°)	Humidity (%)	Visibility (miles)	Precip last hr (in)	Precip last 24 hrs (in)	(Wind Speed)	Wind (mph)
Sun Jan 31 16:04:27 2010	Austin, TX (78701) 	Fog	30	25	30.3	28	93	6	NA	NA	6	NNE
Sun Jan 31 16:04:28 2010	San Francisco, CA (94109) 	Mostly Cloudy	45	45	30	43	93	10	NA	NA	3	ENE
Sun Jan 31 16:04:29 2010	Nashville, TN (37203) 	Special weather statementClear	14	14	30.3	12	92	10	NA	NA	0	
Sun Jan 31 16:04:29 2010	Oklahoma City, OK (73102) 	Weather WarningsFog	23	16	30.2	23	100	0	NA	NA	6	S
Sun Jan 31 16:04:30 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	28	28	30.3	25	86	10	NA	NA	0	
Sun Jan 31 16:04:31 2010	Portland, OR (97205) 	Fog	43	43	30	43	100	1	NA	0.07	0	
Sun Jan 31 16:04:31 2010	Phoenix, AZ (85004) 	Mostly Cloudy	48	48	29.9	39	71	10	NA	NA	5	E
Sun Jan 31 16:04:32 2010	Chicago, IL (60610) 	Mostly Sunny	16	7	30.2	10	79	9	NA	NA	6	SW
Sun Jan 31 16:04:33 2010	San Antonio, TX (78207) 	Cloudy	32	23	30.2	30	93	10	NA	NA	10	NE
Sun Jan 31 16:04:34 2010	Indianapolis, IN (46204) 	Clear	12	12	30.2	10	92	7	NA	NA	0	
Sun Jan 31 16:04:35 2010	Jacksonville, FL (32202) 	Cloudy	39	32	NA	32	75	10	NA	0.14	14	N
Sun Jan 31 16:04:36 2010	Columbus, OH (43215) 	Partly Cloudy	12	7	30.3	9	85	10	NA	NA	3	W
Sun Jan 31 16:04:37 2010	Dallas, TX (75201) 	Short term forecastCloudy	30	27	30.3	27	86	7	NA	NA	3	E
Sun Jan 31 16:04:37 2010	Houston, TX (77003) 	Cloudy	34	27	30.3	28	80	9	NA	NA	10	NNE
Sun Jan 31 16:04:38 2010	Milwaukee, WI (53202) 	Mostly Cloudy	16	7	30.1	3	57	8	NA	0.02	7	W
Sun Jan 31 16:04:38 2010	Seattle, WA (98104) 	Rain	46	46	30	45	93	10	0	0.18	5	SE
Sun Jan 31 16:04:39 2010	Detroit, MI (48226) 	Cloudy	16	5	30.2	9	73	10	NA	NA	9	SW
Sun Jan 31 16:04:40 2010	Philadelphia, PA (19107) 	Special weather statementMostly Sunny	16	1	30.2	0	48	10	NA	0.02	14	NNW
Sun Jan 31 16:54:05 2010	Charlotte, NC (28202) 	Winter Weather AdvisoryMostly Sunny	27	27	30.3	21	80	10	NA	0.18	0	
Sun Jan 31 16:54:05 2010	San Jose, CA (95112) 	Cloudy	50	50	30	45	81	10	NA	NA	3	ENE
Sun Jan 31 16:54:06 2010	San Diego, CA (92102) 	Dense fog advisoryFog	50	50	30	46	87	4	NA	NA	0	
Sun Jan 31 16:54:07 2010	Memphis, TN (38103) 	Clear	25	25	30.4	21	86	10	NA	NA	0	
Sun Jan 31 16:54:07 2010	Denver, CO (80203) 	Mostly Cloudy	25	21	29.8	19	80	Unlimited	NA	NA	3	SW
Sun Jan 31 16:54:08 2010	Los Angeles, CA (90012) 	Coastal Flood StatementFog	46	46	29.9	43	87	5	NA	NA	0	
Sun Jan 31 16:54:09 2010	El Paso, TX (79901) 	Cloudy	39	36	30	34	81	10	NA	NA	6	NNE
Sun Jan 31 16:54:10 2010	New York, NY (10038) 	Clear	18	7	30.1	0	45	10	NA	NA	9	WNW
Sun Jan 31 16:54:10 2010	Baltimore, MD (21201) 	Mostly Sunny	19	9	30.2	0	42	10	NA	0.24	8	NW
Sun Jan 31 16:54:11 2010	Las Vegas, NV (89106) 	Mostly Sunny	43	43	30	34	70	10	NA	NA	3	W
Sun Jan 31 16:54:12 2010	Washington, DC (20001) 	Clear	21	12	30.2	1	42	10	NA	0.13	8	NW
Sun Jan 31 16:54:12 2010	Austin, TX (78701) 	Fog	30	23	30.3	27	86	6	NA	NA	7	N
Sun Jan 31 16:54:12 2010	San Francisco, CA (94109) 	Mostly Cloudy	43	43	30	43	100	10	NA	NA	0	
Sun Jan 31 16:54:13 2010	Oklahoma City, OK (73102) 	Weather WarningsFog	23	16	30.3	23	100	0	NA	NA	6	S
Sun Jan 31 16:54:14 2010	Nashville, TN (37203) 	Special weather statementClear	18	18	30.3	18	100	9	NA	NA	0	
Sun Jan 31 16:54:14 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	30	30	30.3	25	80	10	NA	NA	0	
Sun Jan 31 16:54:15 2010	Phoenix, AZ (85004) 	Mostly Cloudy	48	48	29.9	43	81	10	NA	NA	0	
Sun Jan 31 16:54:16 2010	Chicago, IL (60610) 	Mostly Sunny	18	5	30.2	10	73	10	NA	NA	10	WSW
Sun Jan 31 16:54:16 2010	Portland, OR (97205) 	Fog	45	45	30	45	100	2	NA	0.07	0	
Sun Jan 31 16:54:17 2010	Indianapolis, IN (46204) 	Clear	16	16	30.3	12	86	8	NA	NA	0	
Sun Jan 31 16:54:17 2010	San Antonio, TX (78207) 	Cloudy	32	25	30.3	30	93	8	NA	NA	7	E
Sun Jan 31 16:54:22 2010	Columbus, OH (43215) 	Mostly Sunny	16	16	30.2	10	79	10	NA	NA	0	
Sun Jan 31 16:54:22 2010	Jacksonville, FL (32202) 	Cloudy	41	41	30.2	34	75	10	NA	0.14	9	N
Sun Jan 31 16:54:23 2010	Dallas, TX (75201) 	Short term forecastCloudy	30	23	30.3	27	86	7	NA	NA	8	SE
Sun Jan 31 16:54:23 2010	Houston, TX (77003) 	Cloudy	36	28	30.3	28	75	8	NA	NA	11	NNE
Sun Jan 31 16:54:24 2010	Milwaukee, WI (53202) 	Mostly Sunny	16	5	30.2	5	62	8	NA	0.02	9	W
Sun Jan 31 16:54:24 2010	Seattle, WA (98104) 	Cloudy	46	46	30	45	93	10	0	0.18	0	
Sun Jan 31 16:54:25 2010	Detroit, MI (48226) 	Cloudy	19	7	30.1	9	63	10	0	NA	11	WSW
Sun Jan 31 16:54:26 2010	Philadelphia, PA (19107) 	Special weather statementMostly Sunny	19	9	30.2	0	42	10	NA	0.02	9	NNW
Sun Jan 31 17:37:37 2010	Charlotte, NC (28202) 	Winter Weather AdvisoryMostly Sunny	30	27	30.3	21	69	10	NA	0.18	3	NW
Sun Jan 31 17:37:37 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	30	43	81	10	NA	NA	0	
Sun Jan 31 17:37:38 2010	San Diego, CA (92102) 	Dense fog advisoryFog	52	52	30	46	82	4	NA	NA	0	
Sun Jan 31 17:37:40 2010	Memphis, TN (38103) 	Clear	28	25	30.4	23	80	10	NA	NA	3	NE
Sun Jan 31 17:37:40 2010	Denver, CO (80203) 	Mostly Cloudy	28	23	29.8	19	69	Unlimited	NA	NA	5	WNW
Sun Jan 31 17:37:43 2010	Los Angeles, CA (90012) 	Coastal Flood StatementHaze	48	48	30	45	87	4	NA	NA	0	
Sun Jan 31 17:37:44 2010	New York, NY (10038) 	Clear	19	12	30.1	0	42	10	NA	NA	6	
Sun Jan 31 17:37:44 2010	El Paso, TX (79901) 	Cloudy	41	41	30	34	75	10	NA	NA	6	N
Sun Jan 31 17:37:45 2010	Baltimore, MD (21201) 	Mostly Sunny	23	14	30.2	-2	33	10	NA	0.24	8	NW
Sun Jan 31 17:37:46 2010	Washington, DC (20001) 	Clear	25	14	30.3	0	33	10	NA	0.13	13	NW
Sun Jan 31 17:37:46 2010	Las Vegas, NV (89106) 	Clear	46	46	30	34	61	10	NA	NA	5	N
Sun Jan 31 17:37:47 2010	Austin, TX (78701) 	Cloudy	30	25	30.3	28	93	7	NA	NA	5	NE
Sun Jan 31 17:37:47 2010	San Francisco, CA (94109) 	Mostly Cloudy	45	45	30	43	93	10	NA	NA	3	NE
Sun Jan 31 17:37:48 2010	Nashville, TN (37203) 	Special weather statementClear	25	25	30.3	18	74	9	NA	NA	0	
Sun Jan 31 17:37:48 2010	Oklahoma City, OK (73102) 	Weather WarningsFog	25	18	30.3	23	93	0	NA	NA	6	SSE
Sun Jan 31 17:37:49 2010	Fort Worth, TX (76102) 	Short term forecastCloudy	30	25	30.3	27	86	9	NA	NA	6	S
Sun Jan 31 17:37:50 2010	Phoenix, AZ (85004) 	Mostly Cloudy	52	52	29.9	41	66	10	NA	NA	0	
Sun Jan 31 17:37:51 2010	Chicago, IL (60610) 	Mostly Sunny	19	7	30.2	9	63	10	NA	NA	11	W
Sun Jan 31 17:37:51 2010	Portland, OR (97205) 	Fog	45	45	30	43	93	2	NA	0.07	0	
Sun Jan 31 17:37:52 2010	San Antonio, TX (78207) 	Fog	32	25	30.3	30	93	6	NA	NA	8	E
Sun Jan 31 17:37:53 2010	Indianapolis, IN (46204) 	Clear	19	12	30.3	14	79	10	NA	NA	6	SW
Sun Jan 31 17:37:54 2010	Columbus, OH (43215) 	Mostly Sunny	21	12	30.2	10	63	10	NA	NA	8	SW
Sun Jan 31 17:37:54 2010	Jacksonville, FL (32202) 	Cloudy	43	43	NA	34	70	10	NA	0.14	11	NE
Sun Jan 31 17:37:55 2010	Dallas, TX (75201) 	Short term forecastFog	32	28	30.3	27	80	6	NA	NA	3	SE
Sun Jan 31 17:37:55 2010	Houston, TX (77003) 	Cloudy	36	28	30.3	30	80	9	NA	NA	8	NE
Sun Jan 31 17:37:56 2010	Seattle, WA (98104) 	Cloudy	46	46	30	43	87	10	NA	0.18	0	
Sun Jan 31 17:37:57 2010	Milwaukee, WI (53202) 	Partly Cloudy	18	7	30.2	3	53	9	NA	0.02	9	W
Sun Jan 31 17:37:57 2010	Detroit, MI (48226) 	Cloudy	19	7	30.1	10	68	9	0	NA	14	WSW
Sun Jan 31 17:37:59 2010	Philadelphia, PA (19107) 	Special weather statementClear	21	10	30.2	-2	35	10	NA	0.02	9	NNW
Sun Jan 31 18:22:39 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	30	45	87	10	NA	NA	0	
Sun Jan 31 18:22:40 2010	Charlotte, NC (28202) 	Mostly Sunny	32	32	30.3	19	59	10	NA	0.18	0	
Sun Jan 31 18:22:40 2010	San Diego, CA (92102) 	Haze	54	54	30	46	76	4	NA	NA	0	
Sun Jan 31 18:22:42 2010	Memphis, TN (38103) 	Mostly Sunny	30	27	30.4	25	80	10	NA	NA	3	ENE
Sun Jan 31 18:22:42 2010	Denver, CO (80203) 	Mostly Cloudy	30	21	29.8	19	64	Unlimited	NA	NA	9	NNW
Sun Jan 31 18:22:43 2010	El Paso, TX (79901) 	Cloudy	45	45	30	36	70	10	NA	NA	3	NNW
Sun Jan 31 18:22:43 2010	Los Angeles, CA (90012) 	Coastal Flood StatementHaze	52	52	30	45	76	6	NA	NA	0	
Sun Jan 31 18:22:44 2010	New York, NY (10038) 	Clear	21	14	30.1	0	38	10	NA	NA	6	
Sun Jan 31 18:22:45 2010	Baltimore, MD (21201) 	Clear	25	14	30.2	0	33	10	NA	0.24	13	W
Sun Jan 31 18:22:45 2010	Las Vegas, NV (89106) 	Clear	50	50	30	34	53	10	NA	NA	5	N
Sun Jan 31 18:22:46 2010	Washington, DC (20001) 	Clear	25	14	30.2	1	36	10	NA	0.13	13	NNW
Sun Jan 31 18:22:46 2010	Austin, TX (78701) 	Cloudy	32	28	30.3	28	86	7	NA	NA	3	
Sun Jan 31 18:22:48 2010	Oklahoma City, OK (73102) 	Weather WarningsFog	25	18	30.3	25	100	0	NA	NA	6	S
Sun Jan 31 18:22:48 2010	San Francisco, CA (94109) 	Mostly Cloudy	48	48	30	46	93	10	NA	NA	5	ENE
Sun Jan 31 18:22:49 2010	Nashville, TN (37203) 	Special weather statementClear	28	28	30.3	19	69	10	NA	NA	0	
Sun Jan 31 18:22:49 2010	Fort Worth, TX (76102) 	Cloudy	30	25	30.3	27	86	10	NA	NA	6	ESE
Sun Jan 31 18:22:50 2010	Phoenix, AZ (85004) 	Mostly Cloudy	55	55	29.9	41	58	10	NA	NA	3	E
Sun Jan 31 18:22:51 2010	Chicago, IL (60610) 	Mostly Sunny	25	14	30.2	7	46	10	NA	NA	11	W
Sun Jan 31 18:22:51 2010	Portland, OR (97205) 	Fog	45	45	30	45	100	3	NA	0.07	0	
Sun Jan 31 18:22:52 2010	San Antonio, TX (78207) 	Cloudy	32	27	30.3	30	93	8	NA	NA	6	ESE
Sun Jan 31 18:22:53 2010	Indianapolis, IN (46204) 	Clear	23	14	30.3	14	68	10	NA	NA	7	SW
Sun Jan 31 18:22:53 2010	Jacksonville, FL (32202) 	Cloudy	43	43	30.2	34	70	10	NA	0.14	11	N
Sun Jan 31 18:22:54 2010	Columbus, OH (43215) 	Mostly Sunny	23	12	30.2	10	58	10	NA	NA	10	SW
Sun Jan 31 18:22:55 2010	Dallas, TX (75201) 	Fog	32	27	30.3	27	80	6	NA	NA	6	S
Sun Jan 31 18:22:55 2010	Houston, TX (77003) 	Cloudy	37	32	30.3	30	75	9	NA	NA	7	ENE
Sun Jan 31 18:22:56 2010	Milwaukee, WI (53202) 	Mostly Sunny	19	7	30.2	5	53	9	NA	0.02	13	WNW
Sun Jan 31 18:22:56 2010	Seattle, WA (98104) 	Cloudy	46	46	30	43	87	10	NA	0.18	0	
Sun Jan 31 18:22:57 2010	Detroit, MI (48226) 	Cloudy	21	9	30.1	12	68	10	NA	NA	15	SW
Sun Jan 31 18:22:58 2010	Philadelphia, PA (19107) 	Clear	25	16	30.2	0	33	10	NA	0.02	9	NNW
Sun Jan 31 19:06:27 2010	Charlotte, NC (28202) 	Mostly Sunny	32	32	30.3	19	59	10	NA	0.18	0	
Sun Jan 31 19:06:27 2010	San Jose, CA (95112) 	Mostly Cloudy	48	48	30	45	87	10	NA	NA	0	
Sun Jan 31 19:06:28 2010	San Diego, CA (92102) 	Haze	54	54	30	46	76	4	NA	NA	0	
Sun Jan 31 19:06:29 2010	Memphis, TN (38103) 	Mostly Sunny	30	27	30.4	25	80	10	NA	NA	3	ENE
Sun Jan 31 19:06:29 2010	Denver, CO (80203) 	Mostly Cloudy	30	21	29.8	19	64	Unlimited	NA	NA	9	NNW
Sun Jan 31 19:06:30 2010	Los Angeles, CA (90012) 	Coastal Flood StatementHaze	57	57	30	45	62	6	NA	NA	0	
Sun Jan 31 19:06:31 2010	El Paso, TX (79901) 	Cloudy	45	45	30	36	70	10	NA	NA	3	NNW
Sun Jan 31 19:06:32 2010	New York, NY (10038) 	Clear	21	14	30.1	0	38	10	NA	NA	6	
Sun Jan 31 19:06:32 2010	Baltimore, MD (21201) 	Clear	25	14	30.2	0	33	10	NA	0.24	13	W
Sun Jan 31 19:06:33 2010	Washington, DC (20001) 	Clear	25	14	30.2	1	36	10	NA	0.13	13	NNW
Sun Jan 31 19:06:33 2010	Las Vegas, NV (89106) 	Clear	50	50	30	34	53	10	NA	NA	5	N
Sun Jan 31 19:06:34 2010	Austin, TX (78701) 	Cloudy	32	28	30.3	28	86	7	NA	NA	3	
Sun Jan 31 19:06:35 2010	Oklahoma City, OK (73102) 	Fog	25	18	30.3	25	100	0	NA	NA	6	S
Sun Jan 31 19:06:35 2010	San Francisco, CA (94109) 	Mostly Cloudy	48	48	30	46	93	10	NA	NA	5	ENE
Sun Jan 31 19:06:36 2010	Nashville, TN (37203) 	Special weather statementClear	28	28	30.3	19	69	10	NA	NA	0	
Sun Jan 31 19:06:36 2010	Fort Worth, TX (76102) 	Cloudy	30	25	30.3	27	86	10	NA	NA	6	ESE
Sun Jan 31 19:06:37 2010	Phoenix, AZ (85004) 	Mostly Cloudy	55	55	29.9	41	58	10	NA	NA	3	E
Sun Jan 31 19:06:38 2010	Chicago, IL (60610) 	Mostly Sunny	25	14	30.2	7	46	10	NA	NA	11	W
Sun Jan 31 19:06:38 2010	Portland, OR (97205) 	Fog	46	46	30	45	93	5	NA	0.07	3	E
Sun Jan 31 19:06:39 2010	San Antonio, TX (78207) 	Cloudy	34	28	30.3	30	86	8	NA	NA	6	ESE
Sun Jan 31 19:06:40 2010	Indianapolis, IN (46204) 	Clear	23	14	30.3	14	68	10	NA	NA	7	SW
Sun Jan 31 19:06:40 2010	Jacksonville, FL (32202) 	Cloudy	43	43	NA	34	70	10	NA	0.14	11	N
Sun Jan 31 19:06:41 2010	Columbus, OH (43215) 	Mostly Sunny	23	12	30.2	10	58	10	NA	NA	10	SW
Sun Jan 31 19:06:41 2010	Dallas, TX (75201) 	Fog	32	27	30.3	27	80	6	NA	NA	6	S
Sun Jan 31 19:06:42 2010	Houston, TX (77003) 	Cloudy	37	32	30.3	30	75	8	NA	NA	6	NNE
Sun Jan 31 19:06:43 2010	Milwaukee, WI (53202) 	Mostly Sunny	19	7	30.2	5	53	9	NA	0.02	13	WNW
Sun Jan 31 19:06:43 2010	Seattle, WA (98104) 	Cloudy	46	46	30	43	87	10	NA	0.18	0	
Sun Jan 31 19:06:44 2010	Detroit, MI (48226) 	Cloudy	21	9	30.1	12	68	10	NA	NA	15	SW
Sun Jan 31 19:06:45 2010	Philadelphia, PA (19107) 	Clear	25	16	30.2	0	33	10	NA	0.02	9	NNW
Sun Jan 31 19:51:54 2010	San Jose, CA (95112) 	Mostly Cloudy	52	52	30	45	76	10	NA	NA	0	
Sun Jan 31 19:51:55 2010	Charlotte, NC (28202) 	Clear	36	30	30.2	18	48	10	NA	0.18	7	ENE
Sun Jan 31 19:51:55 2010	San Diego, CA (92102) 	Haze	57	57	30	48	72	6	NA	NA	7	NW
Sun Jan 31 19:51:56 2010	Memphis, TN (38103) 	Partly Cloudy	32	27	30.3	25	74	10	NA	NA	6	E
Sun Jan 31 19:51:56 2010	Denver, CO (80203) 	Mostly Cloudy	32	27	29.8	19	59	Unlimited	NA	NA	6	NW
Sun Jan 31 19:51:57 2010	El Paso, TX (79901) 	Mostly Cloudy	48	48	30	34	57	10	NA	NA	0	
Sun Jan 31 19:51:57 2010	Los Angeles, CA (90012) 	Coastal Flood StatementHaze	57	57	30	45	62	6	NA	NA	0	
Sun Jan 31 19:51:58 2010	New York, NY (10038) 	Clear	25	19	30.1	1	36	10	NA	NA	5	
Sun Jan 31 19:51:59 2010	Baltimore, MD (21201) 	Clear	27	18	30.2	1	33	10	NA	0.24	9	WNW
Sun Jan 31 19:52:00 2010	Washington, DC (20001) 	Clear	28	21	30.2	3	34	10	NA	0.13	8	WNW
Sun Jan 31 19:52:00 2010	Las Vegas, NV (89106) 	Clear	52	52	30	36	54	10	NA	NA	6	N
Sun Jan 31 19:52:01 2010	Austin, TX (78701) 	Cloudy	32	32	30.3	28	86	8	NA	NA	0	
Sun Jan 31 19:52:01 2010	San Francisco, CA (94109) 	Partly Cloudy	52	52	30.1	46	82	10	NA	NA	0	
Sun Jan 31 19:52:02 2010	Oklahoma City, OK (73102) 	Snow	27	19	30.2	25	93	1	NA	NA	6	SSE
Sun Jan 31 19:52:03 2010	Fort Worth, TX (76102) 	Cloudy	30	25	30.3	27	86	10	NA	NA	5	E
Sun Jan 31 19:52:03 2010	Nashville, TN (37203) 	Clear	32	32	30.3	16	51	10	NA	NA	0	
Sun Jan 31 19:52:04 2010	Phoenix, AZ (85004) 	Mostly Cloudy	61	61	29.9	39	44	10	NA	NA	6	E
Sun Jan 31 19:52:05 2010	Portland, OR (97205) 	Fog	46	46	30	45	93	5	NA	0.07	3	SE
Sun Jan 31 19:52:06 2010	Chicago, IL (60610) 	Mostly Sunny	27	16	30.2	7	43	10	NA	NA	11	W
Sun Jan 31 19:52:06 2010	San Antonio, TX (78207) 	Cloudy	34	28	30.3	30	86	9	NA	NA	7	ESE
Sun Jan 31 19:52:07 2010	Indianapolis, IN (46204) 	Clear	25	16	30.2	14	63	10	NA	NA	8	SW
Sun Jan 31 19:52:07 2010	Jacksonville, FL (32202) 	Cloudy	43	43	30.2	34	70	10	NA	0.14	13	NNE
Sun Jan 31 19:52:08 2010	Columbus, OH (43215) 	Mostly Sunny	27	16	30.2	10	50	10	NA	NA	14	WSW
Sun Jan 31 19:52:09 2010	Dallas, TX (75201) 	Fog	34	34	30.3	28	80	6	NA	NA	0	
Sun Jan 31 19:52:09 2010	Houston, TX (77003) 	Cloudy	37	37	30.2	32	81	10	NA	NA	0	
Sun Jan 31 19:52:10 2010	Milwaukee, WI (53202) 	Mostly Sunny	23	12	30.2	5	46	9	NA	0.02	11	W
Sun Jan 31 19:52:10 2010	Seattle, WA (98104) 	Cloudy	48	48	30	45	87	10	NA	0.18	3	S
Sun Jan 31 19:52:11 2010	Detroit, MI (48226) 	Cloudy	21	9	30.1	12	68	10	NA	NA	15	WSW
Sun Jan 31 19:52:12 2010	Philadelphia, PA (19107) 	Mostly Sunny	25	18	30.2	0	33	10	NA	0.02	7	W
Sun Jan 31 20:34:43 2010	Charlotte, NC (28202) 	Partly Cloudy	36	36	30.2	18	48	10	NA	0.18	0	
Sun Jan 31 20:34:43 2010	San Jose, CA (95112) 	Partly Cloudy	54	54	30	46	76	10	NA	NA	0	
Sun Jan 31 20:34:44 2010	Denver, CO (80203) 	Mostly Cloudy	36	28	29.8	19	51	Unlimited	NA	NA	9	NNW
Sun Jan 31 20:34:44 2010	San Diego, CA (92102) 	Partly Cloudy	59	59	30	48	67	9	NA	NA	8	WNW
Sun Jan 31 20:34:45 2010	Memphis, TN (38103) 	Partly Cloudy	34	34	30.3	25	69	10	NA	NA	0	
Sun Jan 31 20:34:46 2010	Los Angeles, CA (90012) 	Coastal Flood StatementClear	63	63	30	45	51	7	NA	NA	0	
Sun Jan 31 20:34:47 2010	New York, NY (10038) 	Not Available	27	19	30.1	1	33	10	NA	NA	7	W
Sun Jan 31 20:34:47 2010	El Paso, TX (79901) 	Mostly Cloudy	52	52	30	34	50	10	NA	NA	0	
Sun Jan 31 20:34:48 2010	Baltimore, MD (21201) 	Clear	27	18	30.2	3	36	10	NA	0.24	9	W
Sun Jan 31 20:34:48 2010	Las Vegas, NV (89106) 	Clear	54	54	30	36	50	10	NA	NA	6	S
Sun Jan 31 20:34:49 2010	Washington, DC (20001) 	Clear	30	25	30.2	3	31	10	NA	0.13	6	
Sun Jan 31 20:34:50 2010	Austin, TX (78701) 	Cloudy	34	34	30.3	28	80	7	NA	NA	0	
Sun Jan 31 20:34:50 2010	San Francisco, CA (94109) 	Mostly Cloudy	52	52	30.1	46	82	10	NA	NA	0	
Sun Jan 31 20:34:51 2010	Oklahoma City, OK (73102) 	Fog	27	19	30.2	25	93	1	NA	NA	6	SSE
Sun Jan 31 20:34:52 2010	Fort Worth, TX (76102) 	Cloudy	32	27	30.2	27	80	10	NA	NA	5	ESE
Sun Jan 31 20:34:52 2010	Nashville, TN (37203) 	Clear	34	34	30.3	18	51	10	NA	NA	0	
Sun Jan 31 20:34:53 2010	Phoenix, AZ (85004) 	Mostly Cloudy	63	63	29.9	39	42	10	NA	NA	5	NNE
Sun Jan 31 20:34:54 2010	Chicago, IL (60610) 	Mostly Sunny	28	18	30.2	7	40	10	NA	NA	14	W
Sun Jan 31 20:34:54 2010	Portland, OR (97205) 	Cloudy	48	48	30	45	87	10	NA	0.07	0	
Sun Jan 31 20:34:55 2010	San Antonio, TX (78207) 	Cloudy	34	30	30.2	30	86	9	NA	NA	5	SSE
Sun Jan 31 20:34:56 2010	Indianapolis, IN (46204) 	Clear	27	18	30.2	14	59	10	NA	NA	9	W
Sun Jan 31 20:34:57 2010	Columbus, OH (43215) 	Partly Cloudy	28	19	30.2	10	46	10	NA	NA	10	WSW
Sun Jan 31 20:34:57 2010	Jacksonville, FL (32202) 	Cloudy	43	43	30.2	34	70	10	NA	0.14	13	N
Sun Jan 31 20:34:58 2010	Dallas, TX (75201) 	Fog	34	28	30.3	28	80	6	NA	NA	7	SSE
Sun Jan 31 20:34:58 2010	Houston, TX (77003) 	Cloudy	39	36	30.2	32	75	8	NA	NA	5	E
Sun Jan 31 20:34:59 2010	Seattle, WA (98104) 	Mostly Cloudy	48	48	30	45	87	10	NA	0.18	3	SSE
Sun Jan 31 20:35:00 2010	Detroit, MI (48226) 	Cloudy	23	10	30.1	12	63	10	0	NA	15	WSW
Sun Jan 31 20:35:00 2010	Milwaukee, WI (53202) 	Mostly Sunny	25	14	30.1	5	42	10	NA	0.02	11	W
Sun Jan 31 20:35:01 2010	Philadelphia, PA (19107) 	Clear	28	28	30.1	1	31	10	NA	0.02	0	
Sun Jan 31 21:19:19 2010	Charlotte, NC (28202) 	Special weather statementPartly Cloudy	37	37	30.2	14	38	10	NA	0.18	0	
Sun Jan 31 21:19:19 2010	San Jose, CA (95112) 	Partly Cloudy	57	57	30	45	62	10	NA	NA	0	
Sun Jan 31 21:19:20 2010	Denver, CO (80203) 	Mostly Cloudy	39	34	29.8	19	45	Unlimited	NA	NA	8	N
Sun Jan 31 21:19:20 2010	San Diego, CA (92102) 	Partly Cloudy	61	61	30	48	63	10	NA	NA	10	WNW
Sun Jan 31 21:19:21 2010	Memphis, TN (38103) 	Partly Cloudy	36	36	30.3	27	69	10	NA	NA	0	
Sun Jan 31 21:19:22 2010	El Paso, TX (79901) 	Mostly Cloudy	54	54	29.9	34	47	10	NA	NA	3	
Sun Jan 31 21:19:22 2010	Los Angeles, CA (90012) 	Coastal Flood StatementClear	64	64	29.9	43	45	8	NA	NA	0	
Sun Jan 31 21:19:23 2010	New York, NY (10038) 	Clear	28	21	30.1	1	31	10	NA	NA	7	
Sun Jan 31 21:19:24 2010	Baltimore, MD (21201) 	Clear	28	19	30.2	3	34	10	NA	0.24	10	W
Sun Jan 31 21:19:24 2010	Las Vegas, NV (89106) 	Clear	54	54	30	36	50	10	NA	NA	0	
Sun Jan 31 21:19:25 2010	Washington, DC (20001) 	Clear	30	30	30.2	3	31	10	NA	0.13	0	
Sun Jan 31 21:19:25 2010	Austin, TX (78701) 	Cloudy	34	34	30.2	28	80	7	NA	NA	0	
Sun Jan 31 21:19:26 2010	Oklahoma City, OK (73102) 	Fog	27	19	30.2	25	93	1	NA	NA	6	SSE
Sun Jan 31 21:19:26 2010	San Francisco, CA (94109) 	Mostly Cloudy	52	52	30	46	82	10	NA	NA	7	W
Sun Jan 31 21:19:27 2010	Nashville, TN (37203) 	Clear	36	36	30.3	18	48	10	NA	NA	0	
Sun Jan 31 21:19:28 2010	Fort Worth, TX (76102) 	Cloudy	34	30	30.2	28	80	10	NA	NA	5	ENE
Sun Jan 31 21:19:28 2010	Phoenix, AZ (85004) 	Partly Cloudy	64	64	29.9	39	39	10	NA	NA	0	
Sun Jan 31 21:19:29 2010	Chicago, IL (60610) 	Partly Cloudy	28	16	30.2	5	37	10	NA	NA	16	WSW
Sun Jan 31 21:19:29 2010	Portland, OR (97205) 	Mostly Cloudy	48	48	30	45	87	10	NA	0.07	5	ENE
Sun Jan 31 21:19:30 2010	Indianapolis, IN (46204) 	Clear	28	19	30.2	16	59	10	NA	NA	9	W
Sun Jan 31 21:19:30 2010	San Antonio, TX (78207) 	Cloudy	36	32	30.2	30	80	10	NA	NA	5	E
Sun Jan 31 21:19:31 2010	Jacksonville, FL (32202) 	Cloudy	43	43	30.2	34	70	10	NA	0.14	10	NNE
Sun Jan 31 21:19:32 2010	Columbus, OH (43215) 	Mostly Sunny	30	19	30.2	10	43	10	NA	NA	13	WSW
Sun Jan 31 21:19:32 2010	Dallas, TX (75201) 	Fog	36	30	30.2	28	75	6	NA	NA	7	ENE
Sun Jan 31 21:19:33 2010	Houston, TX (77003) 	Cloudy	39	39	30.2	32	75	7	NA	NA	0	
Sun Jan 31 21:19:33 2010	Seattle, WA (98104) 	Cloudy	48	48	30	45	87	10	NA	0.18	6	S
Sun Jan 31 21:19:34 2010	Milwaukee, WI (53202) 	Cloudy	25	12	30.2	3	39	10	NA	0.02	15	WNW
