13	www.accuweather.com									
(Timestamp)	(Location)	(Temperature) (°F)	RealFeel® (°F)	Winds	at (mph)	(Condition)	Humidity (%)	Dew Point (° F)	Pressure (in)	Visibility (Miles)
Sun Jan 31 02:11:10 2010	Portland  97201 	44	48	CLM	0	Cloudy 	88	41	30.00	10
Sun Jan 31 02:11:12 2010	Chicago  60601 	21	14	ESE	7	Cloudy 	68	12	30.22	10
Sun Jan 31 02:11:15 2010	San Antonio  78201 	46	42	NNE	7	Mostly Clear 	60	33	30.15	10
Sun Jan 31 02:11:18 2010	Indianapolis  46201 	18	9	NE	8	Mostly Clear 	71	10	30.18	10
Sun Jan 31 02:11:20 2010	Boston  02101 	20	11	NNW	8	Cloudy 	39	-1	30.09	10
Sun Jan 31 02:11:23 2010	Jacksonville  32099 	64	60	WSW	13	Partly Cloudy 	82	59	29.80	7
Sun Jan 31 02:11:26 2010	Columbus  43085 	19	14	N	6	Mostly Clear 	54	5	30.15	10
Sun Jan 31 02:11:28 2010	Dallas  75201 	30	21	NNW	9	Cloudy 	78	24	30.25	10
Sun Jan 31 02:11:31 2010	Houston  77001 	36	24	N	14	Cloudy 	75	29	30.21	10
Sun Jan 31 02:11:33 2010	Seattle  98101 	46	42	SW	5	Rain 	92	44	30.00	6
Sun Jan 31 02:11:36 2010	Milwaukee  53201 	22	15	SW	7	Cloudy 	74	15	30.22	10
Sun Jan 31 02:11:39 2010	Detroit  48201 	15	13	SSW	5	Partly Cloudy 	76	9	30.23	10
Sun Jan 31 02:11:41 2010	Philadelphia  19019 	17	-3	N	15	Light Snow 	80	12	30.05	4
Sun Jan 31 02:53:34 2010	San Jose  95101 	56	51	NW	10	Partly Sunny 	66	45	30.01	10
Sun Jan 31 02:53:37 2010	Charlotte  28201 	25	10	N	12	Light Snow 	73	18	29.94	9
Sun Jan 31 02:53:40 2010	San Diego  92101 	58	54	NW	9	Partly Sunny 	71	49	29.96	10
Sun Jan 31 02:53:42 2010	Denver  80214 	39	28	N	13	Mostly Clear 	48	21	29.93	30
Sun Jan 31 02:53:45 2010	Memphis  37501 	26	26	NNW	3	Partly Cloudy 	77	20	30.19	10
Sun Jan 31 02:53:47 2010	Los Angeles  90001 	58	57	W	5	Sunny 	69	48	29.94	10
Sun Jan 31 02:53:50 2010	El Paso  79901 	50	47	N	6	Cloudy 	52	33	29.99	10
Sun Jan 31 02:53:53 2010	New York  10001 	19	6	N	10	Cloudy 	49	3	30.05	10
Sun Jan 31 02:53:55 2010	Baltimore  21201 	18	7	N	8	Light Snow 	79	12	30.04	3
Sun Jan 31 02:53:58 2010	Las Vegas  89101 	56	55	N	5	Clouds And Sun 	50	38	29.87	10
Sun Jan 31 02:54:01 2010	Washington  20001 	19	2	N	13	Light Snow 	73	12	30.06	3
Sun Jan 31 02:54:04 2010	Austin  73301 	38	32	NE	8	Clear 	72	30	30.22	10
Sun Jan 31 02:54:07 2010	San Francisco  94101 	55	50	WNW	9	Partly Sunny 	77	48	30.02	10
Sun Jan 31 02:54:10 2010	Oklahoma City  73101 	21	27	CLM	0	Cloudy 	75	14	30.25	5
Sun Jan 31 02:54:12 2010	Nashville  37201 	26	18	N	8	Cloudy 	71	18	30.16	10
Sun Jan 31 02:54:15 2010	Fort Worth  76101 	29	20	NW	9	Cloudy 	78	23	30.27	10
Sun Jan 31 02:54:17 2010	Phoenix  85001 	65	62	E	6	Mostly Clear 	36	38	29.87	10
Sun Jan 31 02:54:19 2010	Portland  97201 	44	48	CLM	0	Cloudy 	88	41	30.00	10
Sun Jan 31 02:54:22 2010	Chicago  60601 	21	14	ESE	7	Cloudy 	68	12	30.22	10
Sun Jan 31 02:54:25 2010	San Antonio  78201 	46	42	NNE	7	Mostly Clear 	60	33	30.15	10
Sun Jan 31 02:54:27 2010	Indianapolis  46201 	18	9	NE	8	Mostly Clear 	71	10	30.18	10
Sun Jan 31 02:54:30 2010	Boston  02101 	20	11	NNW	8	Cloudy 	39	-1	30.09	10
Sun Jan 31 02:54:32 2010	Jacksonville  32099 	64	60	WSW	13	Partly Cloudy 	82	59	29.80	7
Sun Jan 31 02:54:34 2010	Columbus  43085 	19	14	N	6	Mostly Clear 	54	5	30.15	10
Sun Jan 31 02:54:38 2010	Dallas  75201 	30	21	NNW	9	Cloudy 	78	24	30.25	10
Sun Jan 31 02:54:41 2010	Houston  77001 	36	24	N	14	Cloudy 	75	29	30.21	10
Sun Jan 31 02:54:43 2010	Seattle  98101 	45	42	SSW	3	Light Rain 	100	45	29.97	8
Sun Jan 31 02:54:45 2010	Milwaukee  53201 	22	15	SW	7	Cloudy 	74	15	30.22	10
Sun Jan 31 02:54:47 2010	Detroit  48201 	15	13	SSW	5	Partly Cloudy 	76	9	30.23	10
Sun Jan 31 02:54:49 2010	Philadelphia  19019 	18	-1	N	14	Light Snow 	73	10	30.04	5
Sun Jan 31 03:37:14 2010	San Jose  95101 	53	51	NW	6	Partly Cloudy 	79	47	30.01	10
Sun Jan 31 03:37:18 2010	Charlotte  28201 	24	11	NNE	12	Cloudy 	74	17	29.97	10
Sun Jan 31 03:37:21 2010	San Diego  92101 	58	57	N	5	Partly Cloudy 	71	49	29.96	10
Sun Jan 31 03:37:23 2010	Denver  80214 	37	26	NNW	13	Mostly Clear 	51	21	29.93	30
Sun Jan 31 03:37:25 2010	Memphis  37501 	25	25	N	3	Clear 	81	20	30.20	10
Sun Jan 31 03:37:27 2010	Los Angeles  90001 	57	57	W	3	Clear 	74	49	29.94	10
Sun Jan 31 03:37:30 2010	El Paso  79901 	47	43	N	7	Some Clouds 	58	33	30.00	10
Sun Jan 31 03:37:32 2010	New York  10001 	19	8	N	9	Cloudy 	47	2	30.03	10
Sun Jan 31 03:37:34 2010	Baltimore  21201 	18	14	N	5	Light Snow 	79	12	30.03	5
Sun Jan 31 03:37:37 2010	Las Vegas  89101 	54	51	N	7	Some Clouds 	56	39	29.87	10
Sun Jan 31 03:37:39 2010	Washington  20001 	19	-4	N	18	Light Snow 	70	11	30.05	3
Sun Jan 31 03:37:41 2010	Austin  73301 	36	28	NE	9	Clear 	78	30	30.25	10
Sun Jan 31 03:37:43 2010	San Francisco  94101 	53	46	W	12	Partly Cloudy 	85	49	30.01	10
Sun Jan 31 03:37:46 2010	Oklahoma City  73101 	20	26	CLM	0	Cloudy 	94	19	30.25	6
Sun Jan 31 03:37:49 2010	Nashville  37201 	26	22	NNW	6	Cloudy 	71	18	30.17	10
Sun Jan 31 03:37:51 2010	Fort Worth  76101 	29	27	N	5	Cloudy 	78	23	30.28	10
Sun Jan 31 03:37:53 2010	Phoenix  85001 	63	63	E	3	Mostly Clear 	39	38	29.88	10
Sun Jan 31 03:37:55 2010	Portland  97201 	44	44	SE	3	Cloudy 	88	41	30.00	10
Sun Jan 31 03:37:57 2010	Chicago  60601 	20	20	SE	3	Cloudy 	74	13	30.22	10
Sun Jan 31 03:38:00 2010	San Antonio  78201 	43	38	NE	7	Clear 	67	33	30.18	10
Sun Jan 31 03:38:02 2010	Indianapolis  46201 	18	16	N	5	Mostly Clear 	67	9	30.20	10
Sun Jan 31 03:38:04 2010	Boston  02101 	19	10	NNW	8	Cloudy 	41	-1	30.06	10
Sun Jan 31 03:38:06 2010	Jacksonville  32099 	63	59	WSW	10	Cloudy 	82	57	29.83	10
Sun Jan 31 03:38:08 2010	Columbus  43085 	18	13	N	6	Mostly Clear 	56	5	30.15	10
Sun Jan 31 03:38:11 2010	Dallas  75201 	30	20	N	10	Cloudy 	78	24	30.27	10
Sun Jan 31 03:38:13 2010	Houston  77001 	36	27	N	10	Cloudy 	72	28	30.23	10
Sun Jan 31 03:38:15 2010	Seattle  98101 	45	38	SSW	7	Light Rain 	96	44	29.99	10
Sun Jan 31 03:38:17 2010	Milwaukee  53201 	22	17	SW	6	Mostly Cloudy 	74	15	30.20	10
Sun Jan 31 03:38:19 2010	Detroit  48201 	14	12	SSW	5	Mostly Clear 	80	9	30.22	10
Sun Jan 31 03:38:22 2010	Philadelphia  19019 	18	-2	N	15	Light Snow 	71	10	30.03	7
Sun Jan 31 04:21:12 2010	San Jose  95101 	50	45	WNW	8	Partly Cloudy 	89	47	30.02	10
Sun Jan 31 04:21:14 2010	Charlotte  28201 	23	9	N	13	Cloudy 	77	17	29.99	10
Sun Jan 31 04:21:17 2010	San Diego  92101 	57	59	CLM	0	Partly Cloudy 	74	49	29.96	10
Sun Jan 31 04:21:19 2010	Denver  80214 	37	25	NNW	14	Mostly Clear 	48	19	29.92	30
Sun Jan 31 04:21:21 2010	Memphis  37501 	24	22	N	5	Clear 	77	18	30.22	9
Sun Jan 31 04:21:24 2010	Los Angeles  90001 	56	58	CLM	0	Clear 	77	49	29.94	10
Sun Jan 31 04:21:27 2010	El Paso  79901 	44	44	NNE	3	Some Clouds 	67	34	30.00	10
Sun Jan 31 04:21:29 2010	New York  10001 	19	12	N	7	Cloudy 	47	2	30.01	10
Sun Jan 31 04:21:31 2010	Baltimore  21201 	17	13	NNW	5	Light Snow 	80	12	30.03	6
Sun Jan 31 04:21:34 2010	Las Vegas  89101 	54	52	N	6	Mostly Cloudy 	54	38	29.88	10
Sun Jan 31 04:21:36 2010	Washington  20001 	19	-3	N	17	Light Snow 	67	10	30.05	5
Sun Jan 31 04:21:39 2010	Austin  73301 	34	26	NE	9	Clear 	81	29	30.27	10
Sun Jan 31 04:21:41 2010	San Francisco  94101 	52	45	W	13	Partly Cloudy 	89	49	30.03	10
Sun Jan 31 04:21:44 2010	Oklahoma City  73101 	20	18	S	5	Cloudy 	94	19	30.26	6
Sun Jan 31 04:21:46 2010	Nashville  37201 	25	21	NNW	6	Partly Cloudy 	71	17	30.18	10
Sun Jan 31 04:21:48 2010	Fort Worth  76101 	29	25	NNW	6	Cloudy 	78	23	30.28	10
Sun Jan 31 04:22:06 2010	Phoenix  85001 	60	60	ENE	3	Mostly Clear 	51	42	29.88	10
Sun Jan 31 04:22:08 2010	Portland  97201 	44	45	CLM	0	Light Rain 	88	41	30.01	10
Sun Jan 31 04:22:11 2010	Chicago  60601 	21	27	CLM	0	Cloudy 	74	14	30.21	10
Sun Jan 31 04:22:13 2010	San Antonio  78201 	41	35	NNE	8	Clear 	70	32	30.19	10
Sun Jan 31 04:22:15 2010	Indianapolis  46201 	18	7	NNE	9	Mostly Clear 	73	11	30.20	10
Sun Jan 31 04:22:18 2010	Boston  02101 	18	7	NNW	9	Mostly Cloudy 	43	-1	30.04	10
Sun Jan 31 04:22:20 2010	Jacksonville  32099 	55	48	N	13	Cloudy 	93	54	29.88	10
Sun Jan 31 04:22:23 2010	Columbus  43085 	17	12	N	6	Mostly Clear 	67	8	30.16	10
Sun Jan 31 04:22:25 2010	Dallas  75201 	30	22	NNW	8	Cloudy 	78	24	30.27	10
Sun Jan 31 04:22:28 2010	Houston  77001 	36	26	NNW	12	Cloudy 	75	29	30.25	10
Sun Jan 31 04:22:30 2010	Seattle  98101 	45	41	SW	5	Light Rain 	96	44	30.00	10
Sun Jan 31 04:22:32 2010	Milwaukee  53201 	23	18	W	6	Cloudy 	68	14	30.20	10
Sun Jan 31 04:22:35 2010	Detroit  48201 	13	13	SSW	3	Mostly Clear 	80	8	30.21	10
Sun Jan 31 04:22:37 2010	Philadelphia  19019 	19	2	N	14	Cloudy 	51	4	30.02	10
Sun Jan 31 05:05:30 2010	San Jose  95101 	50	45	WNW	8	Partly Cloudy 	89	47	30.02	10
Sun Jan 31 05:05:32 2010	Charlotte  28201 	23	9	N	13	Cloudy 	77	17	29.99	10
Sun Jan 31 05:05:34 2010	San Diego  92101 	57	59	CLM	0	Partly Cloudy 	74	49	29.96	10
Sun Jan 31 05:05:37 2010	Denver  80214 	37	25	NNW	14	Mostly Clear 	48	19	29.92	30
Sun Jan 31 05:05:39 2010	Memphis  37501 	24	22	N	5	Clear 	77	18	30.22	9
Sun Jan 31 05:05:41 2010	Los Angeles  90001 	56	58	CLM	0	Clear 	77	49	29.94	10
Sun Jan 31 05:05:43 2010	El Paso  79901 	44	44	NNE	3	Some Clouds 	67	34	30.00	10
Sun Jan 31 05:05:45 2010	New York  10001 	19	12	N	7	Cloudy 	47	2	30.01	10
Sun Jan 31 05:05:47 2010	Baltimore  21201 	17	13	NNW	5	Light Snow 	80	12	30.03	6
Sun Jan 31 05:05:49 2010	Las Vegas  89101 	54	52	N	6	Mostly Cloudy 	54	38	29.88	10
Sun Jan 31 05:05:52 2010	Washington  20001 	19	3	NNW	12	Light Snow 	67	10	30.05	4
Sun Jan 31 05:05:54 2010	Austin  73301 	34	26	NE	9	Clear 	81	29	30.27	10
Sun Jan 31 05:05:56 2010	San Francisco  94101 	52	45	W	13	Partly Cloudy 	89	49	30.03	10
Sun Jan 31 05:05:58 2010	Oklahoma City  73101 	20	18	S	5	Cloudy 	94	19	30.26	6
Sun Jan 31 05:06:00 2010	Nashville  37201 	25	21	NNW	6	Partly Cloudy 	71	17	30.18	10
Sun Jan 31 05:06:02 2010	Fort Worth  76101 	29	25	NNW	6	Cloudy 	78	23	30.28	10
Sun Jan 31 05:06:05 2010	Phoenix  85001 	60	60	ENE	3	Mostly Clear 	51	42	29.88	10
Sun Jan 31 05:06:07 2010	Portland  97201 	44	45	CLM	0	Light Rain 	88	41	30.01	10
Sun Jan 31 05:06:09 2010	Chicago  60601 	21	27	CLM	0	Cloudy 	74	14	30.21	10
Sun Jan 31 05:06:11 2010	San Antonio  78201 	41	35	NNE	8	Clear 	70	32	30.19	10
Sun Jan 31 05:06:13 2010	Indianapolis  46201 	18	7	NNE	9	Mostly Clear 	73	11	30.20	10
Sun Jan 31 05:06:15 2010	Boston  02101 	18	7	NNW	9	Mostly Cloudy 	43	-1	30.04	10
Sun Jan 31 05:06:17 2010	Jacksonville  32099 	52	43	NW	16	Cloudy 	87	48	29.91	10
Sun Jan 31 05:06:20 2010	Columbus  43085 	17	12	N	6	Mostly Clear 	67	8	30.16	10
Sun Jan 31 05:06:22 2010	Dallas  75201 	30	22	NNW	8	Cloudy 	78	24	30.27	10
Sun Jan 31 05:06:24 2010	Houston  77001 	36	26	NNW	12	Cloudy 	75	29	30.25	10
Sun Jan 31 05:06:26 2010	Seattle  98101 	45	41	SW	5	Light Rain 	96	44	30.00	10
Sun Jan 31 05:06:28 2010	Milwaukee  53201 	23	18	W	6	Cloudy 	68	14	30.20	10
Sun Jan 31 05:06:30 2010	Detroit  48201 	13	13	SSW	3	Mostly Clear 	80	8	30.21	10
Sun Jan 31 05:06:33 2010	Philadelphia  19019 	19	2	N	14	Cloudy 	51	4	30.02	10
Sun Jan 31 05:51:46 2010	San Jose  95101 	50	47	NW	6	Partly Cloudy 	89	47	30.03	10
Sun Jan 31 05:51:48 2010	Charlotte  28201 	24	14	NNE	9	Cloudy 	71	16	30.01	10
Sun Jan 31 05:51:52 2010	San Diego  92101 	56	58	CLM	0	Partly Cloudy 	77	49	29.96	9
Sun Jan 31 05:51:55 2010	Denver  80214 	36	37	WNW	3	Partly Cloudy 	49	19	29.97	3
Sun Jan 31 05:51:58 2010	Memphis  37501 	24	30	CLM	0	Partly Cloudy 	77	18	30.25	10
Sun Jan 31 05:52:01 2010	Los Angeles  90001 	55	57	CLM	0	Clear 	79	49	29.94	10
Sun Jan 31 05:52:04 2010	El Paso  79901 	43	38	NE	7	Mostly Clear 	65	32	30.00	10
Sun Jan 31 05:52:07 2010	New York  10001 	19	5	NNW	12	Cloudy 	47	2	30.00	10
Sun Jan 31 05:52:10 2010	Baltimore  21201 	18	16	NNW	5	Cloudy 	71	10	30.03	7
Sun Jan 31 05:52:13 2010	Las Vegas  89101 	52	51	W	5	Partly Cloudy 	61	39	29.89	10
Sun Jan 31 05:52:16 2010	Washington  20001 	18	-3	NNW	16	Light Snow 	73	10	30.06	3
Sun Jan 31 05:52:19 2010	Austin  73301 	32	26	NE	7	Clear 	85	28	30.28	10
Sun Jan 31 05:52:22 2010	San Francisco  94101 	52	45	W	12	Partly Cloudy 	86	48	30.03	10
Sun Jan 31 05:52:24 2010	Oklahoma City  73101 	19	23	CLM	0	Dense Fog 	79	14	30.22	0
Sun Jan 31 05:52:27 2010	Nashville  37201 	23	18	NNW	6	Clear 	74	16	30.19	10
Sun Jan 31 05:52:31 2010	Fort Worth  76101 	29	21	N	8	Cloudy 	78	23	30.28	10
Sun Jan 31 05:52:34 2010	Phoenix  85001 	57	59	CLM	0	Mostly Clear 	71	48	29.87	10
Sun Jan 31 05:52:37 2010	Portland  97201 	44	45	CLM	0	Light Rain 	88	41	30.01	10
Sun Jan 31 05:52:40 2010	Chicago  60601 	21	19	SSW	5	Cloudy 	74	14	30.21	10
Sun Jan 31 05:52:43 2010	San Antonio  78201 	39	36	NE	6	Clear 	75	32	30.20	10
Sun Jan 31 05:52:46 2010	Indianapolis  46201 	18	13	ENE	6	Mostly Clear 	73	11	30.19	10
Sun Jan 31 05:52:49 2010	Boston  02101 	17	1	NNW	13	Cloudy 	42	-2	30.02	10
Sun Jan 31 05:52:52 2010	Jacksonville  32099 	50	41	NW	15	Cloudy 	87	46	29.94	10
Sun Jan 31 05:52:55 2010	Columbus  43085 	15	10	N	6	Clear 	73	8	30.18	10
Sun Jan 31 05:52:59 2010	Dallas  75201 	30	20	N	10	Cloudy 	81	25	30.27	10
Sun Jan 31 05:53:02 2010	Houston  77001 	36	29	N	8	Cloudy 	75	29	30.25	10
Sun Jan 31 05:53:04 2010	Seattle  98101 	45	41	SW	5	Light Rain 	96	44	29.99	10
Sun Jan 31 05:53:07 2010	Milwaukee  53201 	22	17	W	6	Cloudy 	65	12	30.19	10
Sun Jan 31 05:53:10 2010	Detroit  48201 	13	11	WSW	5	Mostly Clear 	80	8	30.21	9
Sun Jan 31 05:53:12 2010	Philadelphia  19019 	20	6	N	12	Cloudy 	47	3	30.01	10
Sun Jan 31 06:36:36 2010	San Jose  95101 	49	49	NW	3	Partly Cloudy 	89	46	30.04	9
Sun Jan 31 06:36:38 2010	Charlotte  28201 	23	14	NNE	8	Partly Cloudy 	74	16	30.02	10
Sun Jan 31 06:36:41 2010	San Diego  92101 	55	57	CLM	0	Partly Cloudy 	79	49	29.96	9
Sun Jan 31 06:36:43 2010	Denver  80214 	36	24	NNW	14	Mostly Clear 	47	18	29.92	25
Sun Jan 31 06:36:45 2010	Memphis  37501 	24	30	CLM	0	Clear 	77	18	30.27	10
Sun Jan 31 06:36:48 2010	Los Angeles  90001 	54	56	CLM	0	Clear 	82	49	29.93	10
Sun Jan 31 06:36:50 2010	El Paso  79901 	41	38	NNW	6	Some Clouds 	73	33	30.00	10
Sun Jan 31 06:36:52 2010	New York  10001 	18	9	N	8	Cloudy 	49	2	29.98	10
Sun Jan 31 06:36:55 2010	Baltimore  21201 	19	19	NW	3	Cloudy 	59	7	30.04	10
Sun Jan 31 06:36:57 2010	Las Vegas  89101 	50	49	W	5	Partly Cloudy 	63	38	29.89	10
Sun Jan 31 06:36:59 2010	Washington  20001 	18	2	NNW	12	Light Snow 	73	10	30.06	4
Sun Jan 31 06:37:02 2010	Austin  73301 	32	25	NNE	8	Clear 	85	28	30.27	10
Sun Jan 31 06:37:05 2010	San Francisco  94101 	51	46	W	8	Partly Cloudy 	89	48	30.04	10
Sun Jan 31 06:37:07 2010	Oklahoma City  73101 	19	17	S	3	Dense Fog 	93	17	30.27	0
Sun Jan 31 06:37:10 2010	Nashville  37201 	22	20	NNW	5	Clear 	77	16	30.20	10
Sun Jan 31 06:37:12 2010	Fort Worth  76101 	29	29	N	3	Cloudy 	81	24	30.29	10
Sun Jan 31 06:37:15 2010	Phoenix  85001 	57	59	CLM	0	Mostly Clear 	59	43	29.88	10
Sun Jan 31 06:37:17 2010	Portland  97201 	44	45	CLM	0	Light Rain 	88	41	30.01	10
Sun Jan 31 06:37:19 2010	Chicago  60601 	21	14	SW	7	Cloudy 	74	14	30.20	10
Sun Jan 31 06:37:22 2010	San Antonio  78201 	37	41	CLM	0	Clear 	78	31	30.21	10
Sun Jan 31 06:37:26 2010	Indianapolis  46201 	17	17	NE	3	Partly Cloudy 	73	10	30.20	10
Sun Jan 31 06:37:28 2010	Boston  02101 	17	8	NNW	8	Cloudy 	45	-1	29.99	10
Sun Jan 31 06:37:30 2010	Jacksonville  32099 	50	45	NNW	8	Cloudy 	87	46	29.95	10
Sun Jan 31 06:37:33 2010	Columbus  43085 	14	14	N	3	Partly Cloudy 	73	7	30.19	10
Sun Jan 31 06:37:35 2010	Dallas  75201 	30	22	N	8	Cloudy 	81	25	30.28	10
Sun Jan 31 06:37:37 2010	Houston  77001 	36	26	NNW	12	Cloudy 	75	29	30.26	10
Sun Jan 31 06:37:40 2010	Seattle  98101 	45	48	CLM	0	Cloudy 	96	44	29.99	10
Sun Jan 31 06:37:42 2010	Milwaukee  53201 	19	17	WSW	5	Cloudy 	73	12	30.15	10
Sun Jan 31 06:37:44 2010	Detroit  48201 	13	5	W	7	Some Clouds 	80	8	30.20	10
Sun Jan 31 06:37:46 2010	Philadelphia  19019 	20	5	N	13	Cloudy 	47	3	30.00	10
Sun Jan 31 07:19:39 2010	San Jose  95101 	49	52	CLM	0	Partly Cloudy 	92	47	30.05	9
Sun Jan 31 07:19:41 2010	Charlotte  28201 	22	20	NNE	5	Partly Cloudy 	77	16	30.04	10
Sun Jan 31 07:19:43 2010	San Diego  92101 	54	56	CLM	0	Partly Cloudy 	80	48	29.96	7
Sun Jan 31 07:19:45 2010	Denver  80214 	36	24	NNW	14	Mostly Clear 	48	18	29.94	25
Sun Jan 31 07:19:48 2010	Memphis  37501 	24	30	CLM	0	Clear 	77	18	30.27	10
Sun Jan 31 07:19:50 2010	Los Angeles  90001 	54	56	CLM	0	Clear 	82	49	29.94	10
Sun Jan 31 07:19:52 2010	El Paso  79901 	42	41	N	5	Some Clouds 	70	33	29.99	10
Sun Jan 31 07:19:54 2010	New York  10001 	17	8	N	8	Mostly Cloudy 	46	0	29.99	10
Sun Jan 31 07:19:57 2010	Baltimore  21201 	19	19	WNW	3	Cloudy 	59	7	30.03	10
Sun Jan 31 07:19:59 2010	Las Vegas  89101 	48	47	SSW	5	Clear 	70	39	29.90	10
Sun Jan 31 07:20:01 2010	Washington  20001 	19	8	NW	9	Cloudy 	59	7	30.05	8
Sun Jan 31 07:20:03 2010	Austin  73301 	31	22	N	9	Partly Cloudy 	88	28	30.28	10
Sun Jan 31 07:20:06 2010	San Francisco  94101 	51	46	W	8	Partly Cloudy 	89	48	30.05	10
Sun Jan 31 07:20:08 2010	Oklahoma City  73101 	18	16	S	3	Dense Fog 	96	17	30.23	0
Sun Jan 31 07:20:10 2010	Nashville  37201 	19	25	CLM	0	Clear 	84	15	30.21	10
Sun Jan 31 07:20:12 2010	Fort Worth  76101 	29	21	NE	8	Cloudy 	81	24	30.28	10
Sun Jan 31 07:20:15 2010	Phoenix  85001 	56	55	E	5	Clear 	57	41	29.88	10
Sun Jan 31 07:20:17 2010	Portland  97201 	43	47	CLM	0	Cloudy 	92	41	30.01	10
Sun Jan 31 07:20:19 2010	Chicago  60601 	21	19	WSW	5	Cloudy 	74	14	30.20	10
Sun Jan 31 07:20:22 2010	San Antonio  78201 	35	31	ENE	6	Clear 	84	31	30.22	10
Sun Jan 31 07:20:24 2010	Indianapolis  46201 	16	23	CLM	0	Partly Cloudy 	73	9	30.19	10
Sun Jan 31 07:20:26 2010	Boston  02101 	16	1	NNW	12	Cloudy 	47	-1	29.98	10
Sun Jan 31 07:20:28 2010	Jacksonville  32099 	48	38	NNW	15	Cloudy 	81	43	29.97	10
Sun Jan 31 07:20:30 2010	Columbus  43085 	14	21	CLM	0	Cloudy 	77	8	30.18	10
Sun Jan 31 07:20:33 2010	Dallas  75201 	30	22	NE	8	Cloudy 	81	25	30.28	10
Sun Jan 31 07:20:36 2010	Houston  77001 	36	27	N	10	Cloudy 	75	29	30.25	10
Sun Jan 31 07:20:38 2010	Seattle  98101 	45	43	SW	3	Mist 	96	44	30.00	2
Sun Jan 31 07:20:40 2010	Milwaukee  53201 	20	15	WSW	6	Mostly Cloudy 	67	11	30.19	10
Sun Jan 31 07:20:42 2010	Detroit  48201 	12	10	W	5	Mostly Clear 	80	7	30.20	10
Sun Jan 31 07:20:44 2010	Philadelphia  19019 	19	6	N	10	Cloudy 	51	4	30.00	10
Sun Jan 31 08:06:20 2010	San Jose  95101 	48	51	CLM	0	Cloudy 	93	46	30.04	9
Sun Jan 31 08:06:23 2010	Charlotte  28201 	22	20	NNE	5	Partly Cloudy 	77	16	30.04	10
Sun Jan 31 08:06:26 2010	San Diego  92101 	54	56	CLM	0	Partly Cloudy 	80	48	29.96	7
Sun Jan 31 08:06:29 2010	Denver  80214 	32	35	N	3	Some Clouds 	52	17	29.94	3
Sun Jan 31 08:06:31 2010	Memphis  37501 	24	30	CLM	0	Partly Cloudy 	77	18	30.27	10
Sun Jan 31 08:06:35 2010	Los Angeles  90001 	54	56	CLM	6	Clear 	82	49	29.94	10
Sun Jan 31 08:06:38 2010	El Paso  79901 	42	41	N	5	Some Clouds 	70	33	29.99	10
Sun Jan 31 08:06:41 2010	New York  10001 	17	8	N	8	Cloudy 	46	0	29.99	10
Sun Jan 31 08:06:45 2010	Baltimore  21201 	19	19	WNW	3	Cloudy 	59	7	30.03	10
Sun Jan 31 08:06:48 2010	Las Vegas  89101 	48	47	SSW	5	Clear 	70	39	29.90	10
Sun Jan 31 08:06:51 2010	Washington  20001 	19	8	NW	9	Cloudy 	59	7	30.05	8
Sun Jan 31 08:06:54 2010	Austin  73301 	30	21	N	9	Mostly Cloudy 	92	28	30.25	8
Sun Jan 31 08:06:57 2010	San Francisco  94101 	50	49	W	5	Partly Cloudy 	92	48	30.04	10
Sun Jan 31 08:07:00 2010	Oklahoma City  73101 	18	16	S	3	Dense Fog 	100	18	30.23	0
Sun Jan 31 08:07:03 2010	Nashville  37201 	19	25	CLM	0	Partly Cloudy 	84	15	30.21	10
Sun Jan 31 08:07:06 2010	Fort Worth  76101 	28	24	NNE	6	Cloudy 	80	23	30.26	10
Sun Jan 31 08:07:09 2010	Phoenix  85001 	56	55	E	5	Clear 	57	41	29.88	10
Sun Jan 31 08:07:12 2010	Portland  97201 	43	47	CLM	0	Cloudy 	92	41	30.01	10
Sun Jan 31 08:07:16 2010	Chicago  60601 	19	19	WSW	3	Cloudy 	73	12	30.16	10
Sun Jan 31 08:07:19 2010	San Antonio  78201 	35	31	ENE	6	Clear 	84	31	30.22	10
Sun Jan 31 08:07:21 2010	Indianapolis  46201 	16	23	CLM	0	Partly Cloudy 	73	9	30.19	10
Sun Jan 31 08:07:25 2010	Boston  02101 	16	1	NNW	12	Cloudy 	47	-1	29.98	10
Sun Jan 31 08:07:28 2010	Jacksonville  32099 	48	40	NNW	13	Mostly Cloudy 	76	41	29.98	10
Sun Jan 31 08:07:31 2010	Columbus  43085 	14	21	CLM	0	Cloudy 	77	8	30.18	10
Sun Jan 31 08:07:34 2010	Dallas  75201 	30	22	NE	8	Cloudy 	81	25	30.28	10
Sun Jan 31 08:07:37 2010	Houston  77001 	36	27	N	10	Cloudy 	75	29	30.25	10
Sun Jan 31 08:07:40 2010	Seattle  98101 	45	43	SW	3	Mist 	96	44	30.00	2
Sun Jan 31 08:07:43 2010	Milwaukee  53201 	20	15	WSW	6	Mostly Cloudy 	67	11	30.19	10
Sun Jan 31 08:07:46 2010	Detroit  48201 	12	10	W	5	Mostly Clear 	80	7	30.20	10
Sun Jan 31 08:07:49 2010	Philadelphia  19019 	19	6	N	10	Cloudy 	51	4	30.00	10
Sun Jan 31 08:50:51 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	89	47	30.04	10
Sun Jan 31 08:50:53 2010	Charlotte  28201 	21	21	N	3	Partly Cloudy 	80	16	30.06	10
