9	www2.foxnews.com											
(Timestamp)	(Location)	(Condition)	Feels Like	Barometer	Humidity (%)	Visibility	Dewpoint	(Wind Speed) (MPH)	Wind	Sunrise	Sunset	(Temperature) (°F)
Sun Jan 31 02:06:42 2010	Dallas, TX	Cloudy 	23	1024.7	74	10	25	9	N	7:23	5:58	31
Sun Jan 31 02:06:43 2010	Houston, TX	Cloudy 	27	*	75	10	28	13	N	7:12	5:57	36
Sun Jan 31 02:06:43 2010	Seattle, WA	Showers 	48	1014.9	86	8	44	0	CALM	7:38	5:08	48
Sun Jan 31 02:06:44 2010	Milwaukee, WI	Cloudy 	14	1023.0	70	10	15	6	SSW	7:09	5:02	22
Sun Jan 31 02:06:45 2010	Detroit, MI	Mostly Clear	16	1023.5	62	10	7	3	SSE	7:48	5:43	16
Sun Jan 31 02:06:46 2010	Philadelphia, PA	Snow Shower	3	1019.0	76	2	11	12	NNE	7:11	5:17	16
Sun Jan 31 02:49:43 2010	San Jose, CA	Partly Cloudy 	58	1016.0	60	10	44	9	NW	7:12	5:30	58
Sun Jan 31 02:49:44 2010	Charlotte, NC	Cloudy 	14	1013.8	81	9	20	10	NNE	7:24	5:50	24
Sun Jan 31 02:49:45 2010	San Diego, CA	Partly Cloudy 	60	1014.3	69	10	50	12	NW	6:45	5:20	60
Sun Jan 31 02:49:46 2010	Edgewater, CO	Partly Cloudy 	39	*	100	999	45	12	N	7:10	5:18	45
Sun Jan 31 02:49:47 2010	Memphis, TN	Mostly Clear	18	1021.9	77	10	21	7	N	7:01	5:27	26
Sun Jan 31 02:49:48 2010	Los Angeles, CA	Mostly Sunny 	61	1013.5	60	10	47	0	CALM	6:51	5:21	61
Sun Jan 31 02:49:49 2010	El Paso, TX	Cloudy 	52	1015.3	43	10	30	0	CALM	7:00	5:38	52
Sun Jan 31 02:49:50 2010	Manhattan, NY	Cloudy 	7	1018.4	35	10	0	12	N	7:08	5:11	19
Sun Jan 31 02:49:51 2010	Baltimore, MD	 	19	1017.8	72	999	13	*	*	7:15	5:25	19
Sun Jan 31 02:49:52 2010	Las Vegas, NV	Partly Cloudy 	59	1010.5	39	10	34	6	SE	6:41	5:04	59
Sun Jan 31 02:49:53 2010	Washington, DC	Snow Shower	2	*	68	4	10	18	N	7:16	5:27	18
Sun Jan 31 02:49:54 2010	Austin, TX	Partly Cloudy 	34	1022.7	67	10	31	13	NE	7:22	6:06	41
Sun Jan 31 02:49:55 2010	San Francisco, CA	Partly Cloudy 	57	1016.5	69	10	47	8	WNW	7:15	5:31	57
Sun Jan 31 02:49:56 2010	Oklahoma City, OK	Cloudy 	22	1024.2	84	5	18	0	CALM	7:31	5:56	22
Sun Jan 31 02:49:57 2010	Nashville, TN	Cloudy 	14	1020.5	69	10	18	13	N	6:49	5:11	25
Sun Jan 31 02:49:58 2010	Fort Worth, TX	Cloudy 	20	1024.5	74	10	23	10	NW	7:25	6:00	29
Sun Jan 31 02:49:59 2010	Phoenix, AZ	Partly Cloudy 	67	1011.0	32	10	36	6	ESE	7:25	5:58	67
Sun Jan 31 02:50:00 2010	Portland, OR	Cloudy 	46	1015.7	83	10	41	0	CALM	7:34	5:14	46
Sun Jan 31 02:50:01 2010	Chicago, IL	Mostly Cloudy	22	1024.5	59	10	12	3	E	7:05	5:03	22
Sun Jan 31 02:50:02 2010	San Antonio, TX	Mostly Sunny 	51	1021.0	50	10	33	9	NNE	7:24	6:10	51
Sun Jan 31 02:50:03 2010	Indianapolis, IN	Partly Cloudy	10	1021.7	59	10	10	8	NNE	7:54	6:02	20
Sun Jan 31 02:50:04 2010	Jacksonville, FL	Mostly Cloudy	68	1007.9	78	10	61	13	WSW	7:18	6:02	68
Sun Jan 31 02:50:05 2010	Worthington, OH	Mostly Clear	6	1020.6	55	10	7	10	N	7:43	5:49	18
Sun Jan 31 02:50:06 2010	Dallas, TX	Cloudy 	23	1024.7	74	10	25	9	N	7:23	5:58	31
Sun Jan 31 02:50:07 2010	Houston, TX	Cloudy 	27	*	75	10	28	13	N	7:12	5:57	36
Sun Jan 31 02:50:08 2010	Seattle, WA	Showers 	48	1014.9	86	8	44	0	CALM	7:38	5:08	48
Sun Jan 31 02:50:09 2010	Milwaukee, WI	Cloudy 	14	1023.0	70	10	15	6	SSW	7:09	5:02	22
Sun Jan 31 02:50:10 2010	Detroit, MI	Mostly Clear	16	1023.5	62	10	7	3	SSE	7:48	5:43	16
Sun Jan 31 02:50:11 2010	Philadelphia, PA	Snow Shower	3	1019.0	76	2	11	12	NNE	7:11	5:17	16
Sun Jan 31 03:33:38 2010	San Jose, CA	Partly Cloudy 	56	1016.1	67	10	45	10	NW	7:12	5:30	56
Sun Jan 31 03:33:39 2010	Charlotte, NC	Snow Shower	15	1013.9	81	8	20	8	NNE	7:24	5:50	24
Sun Jan 31 03:33:40 2010	San Diego, CA	Partly Cloudy 	58	1014.6	72	10	49	9	NW	6:45	5:20	58
Sun Jan 31 03:33:41 2010	Edgewater, CO	Partly Cloudy	32	*	49	999	21	13	N	7:10	5:18	39
Sun Jan 31 03:33:42 2010	Memphis, TN	Mostly Clear	26	1022.3	73	10	20	3	NNW	7:01	5:27	26
Sun Jan 31 03:33:43 2010	Los Angeles, CA	Mostly Sunny 	58	1013.8	70	10	48	5	W	6:51	5:21	58
Sun Jan 31 03:33:44 2010	El Paso, TX	Cloudy 	48	1015.6	52	10	33	6	N	7:00	5:38	50
Sun Jan 31 03:33:45 2010	Manhattan, NY	Cloudy 	7	1017.6	42	10	3	10	N	7:08	5:11	19
Sun Jan 31 03:33:46 2010	Baltimore, MD	 	19	1017.5	69	999	12	*	*	7:15	5:25	19
Sun Jan 31 03:33:47 2010	Las Vegas, NV	Mostly Sunny 	55	1011.0	53	10	38	8	NE	6:41	5:04	55
Sun Jan 31 03:33:48 2010	Austin, TX	Mostly Clear	32	1023.2	73	10	30	8	NE	7:22	6:06	38
Sun Jan 31 03:33:48 2010	Washington, DC	Snow Shower	7	*	68	3	12	13	N	7:16	5:27	19
Sun Jan 31 03:33:49 2010	San Francisco, CA	Partly Cloudy 	55	1016.5	77	10	48	9	WNW	7:15	5:31	55
Sun Jan 31 03:33:50 2010	Oklahoma City, OK	Cloudy 	21	1024.2	71	5	14	0	CALM	7:31	5:56	21
Sun Jan 31 03:33:51 2010	Nashville, TN	Cloudy 	18	1021.1	66	10	18	8	N	6:49	5:11	26
Sun Jan 31 03:33:52 2010	Fort Worth, TX	Cloudy 	20	1024.9	74	10	23	9	NW	7:25	6:00	29
Sun Jan 31 03:33:53 2010	Phoenix, AZ	Partly Cloudy 	65	1011.4	37	10	38	6	E	7:25	5:58	65
Sun Jan 31 03:33:54 2010	Portland, OR	Cloudy 	44	1015.8	89	10	41	0	CALM	7:34	5:14	44
Sun Jan 31 03:33:55 2010	Chicago, IL	Mostly Cloudy	16	1024.3	59	10	12	5	ESE	7:05	5:03	22
Sun Jan 31 03:33:56 2010	San Antonio, TX	Mostly Clear	43	1021.7	56	10	33	12	NE	7:24	6:10	48
Sun Jan 31 03:33:57 2010	Indianapolis, IN	Partly Cloudy	8	1021.8	65	10	10	8	NE	7:54	6:02	18
Sun Jan 31 03:33:58 2010	Jacksonville, FL	Mostly Cloudy	66	1008.6	78	10	59	10	WSW	7:18	6:02	66
Sun Jan 31 03:33:59 2010	Worthington, OH	Mostly Clear	5	1021.1	62	10	8	10	N	7:43	5:49	17
Sun Jan 31 03:34:00 2010	Dallas, TX	Cloudy 	23	1024.9	74	10	25	8	N	7:23	5:58	31
Sun Jan 31 03:34:01 2010	Houston, TX	Cloudy 	27	*	75	10	28	14	N	7:12	5:57	36
Sun Jan 31 03:34:02 2010	Seattle, WA	Cloudy 	46	1014.9	86	10	44	5	S	7:38	5:08	48
Sun Jan 31 03:34:03 2010	Milwaukee, WI	Cloudy 	13	1023.1	70	10	15	7	SW	7:09	5:02	22
Sun Jan 31 03:34:04 2010	Detroit, MI	Mostly Clear	6	1023.3	62	10	7	7	S	7:48	5:43	16
Sun Jan 31 03:34:05 2010	Philadelphia, PA	Snow Shower	6	*	68	9	10	9	N	7:11	5:17	18
Sun Jan 31 04:17:26 2010	San Jose, CA	Partly Cloudy	53	1016.1	80	10	47	6	NW	7:12	5:30	53
Sun Jan 31 04:17:27 2010	Charlotte, NC	Cloudy 	13	1014.9	69	10	17	12	NNE	7:24	5:50	24
Sun Jan 31 04:17:28 2010	San Diego, CA	Partly Cloudy	58	1014.5	72	10	49	5	N	6:45	5:20	58
Sun Jan 31 04:17:29 2010	Edgewater, CO	Partly Cloudy	29	*	52	999	21	13	NNW	7:10	5:18	37
Sun Jan 31 04:17:30 2010	Memphis, TN	Mostly Clear	25	1022.7	77	10	20	3	N	7:01	5:27	25
Sun Jan 31 04:17:31 2010	Los Angeles, CA	Mostly Clear	57	1013.8	74	10	49	3	W	6:51	5:21	57
Sun Jan 31 04:17:32 2010	El Paso, TX	Mostly Cloudy	44	1015.8	59	10	33	7	N	7:00	5:38	47
Sun Jan 31 04:17:33 2010	Manhattan, NY	Cloudy 	8	1016.8	40	10	2	9	N	7:08	5:11	19
Sun Jan 31 04:17:34 2010	Baltimore, MD	 	19	1017.1	69	999	12	*	*	7:15	5:25	19
Sun Jan 31 04:17:35 2010	Las Vegas, NV	Mostly Clear	51	1011.5	63	10	39	5	N	6:41	5:04	51
Sun Jan 31 04:17:36 2010	Washington, DC	Snow Shower	4	1017.6	65	3	11	18	N	7:16	5:27	19
Sun Jan 31 04:17:37 2010	Austin, TX	Mostly Clear	29	1024.1	79	10	30	9	NE	7:22	6:06	36
Sun Jan 31 04:17:38 2010	San Francisco, CA	Partly Cloudy	53	1016.3	86	10	49	12	W	7:15	5:31	53
Sun Jan 31 04:17:39 2010	Oklahoma City, OK	Cloudy 	20	1024.2	94	6	19	0	CALM	7:31	5:56	20
Sun Jan 31 04:17:40 2010	Nashville, TN	Cloudy 	19	1021.6	66	10	18	6	NNW	6:49	5:11	26
Sun Jan 31 04:17:41 2010	Fort Worth, TX	Cloudy 	24	1025.3	74	10	23	5	N	7:25	6:00	29
Sun Jan 31 04:17:41 2010	Phoenix, AZ	Partly Cloudy	63	1011.6	40	10	38	3	E	7:25	5:58	63
Sun Jan 31 04:17:42 2010	Portland, OR	Cloudy 	44	1015.9	89	10	41	3	SE	7:34	5:14	44
Sun Jan 31 04:17:43 2010	Chicago, IL	Mostly Cloudy	21	1024.3	62	10	12	3	SE	7:05	5:03	21
Sun Jan 31 04:17:44 2010	San Antonio, TX	Mostly Clear	42	1022.6	61	10	33	7	NE	7:24	6:10	46
Sun Jan 31 04:17:45 2010	Indianapolis, IN	Partly Cloudy	11	1022.5	62	10	9	5	N	7:54	6:02	18
Sun Jan 31 04:17:47 2010	Jacksonville, FL	Mostly Cloudy	64	1009.5	78	10	57	10	W	7:18	6:02	64
Sun Jan 31 04:17:48 2010	Worthington, OH	Mostly Clear	4	1021.3	65	10	8	10	N	7:43	5:49	16
Sun Jan 31 04:17:49 2010	Dallas, TX	Cloudy 	23	1025.4	74	10	25	9	NW	7:23	5:58	31
Sun Jan 31 04:17:50 2010	Houston, TX	Cloudy 	26	*	70	10	27	15	N	7:12	5:57	36
Sun Jan 31 04:17:51 2010	Seattle, WA	Cloudy 	47	1014.9	86	10	43	3	S	7:38	5:08	47
Sun Jan 31 04:17:52 2010	Milwaukee, WI	Mostly Cloudy	14	1022.6	70	10	15	6	SW	7:09	5:02	22
Sun Jan 31 04:17:53 2010	Detroit, MI	Mostly Clear	8	1022.9	65	10	7	5	S	7:48	5:43	15
Sun Jan 31 04:17:54 2010	Philadelphia, PA	Cloudy 	9	1017.3	52	10	7	8	NNE	7:11	5:17	19
Sun Jan 31 05:01:42 2010	San Jose, CA	Partly Cloudy	47	1016.4	89	10	47	8	WNW	7:12	5:30	50
Sun Jan 31 05:01:43 2010	Charlotte, NC	Cloudy 	11	1015.6	73	10	17	13	N	7:24	5:50	23
Sun Jan 31 05:01:44 2010	San Diego, CA	Partly Cloudy	57	1014.6	74	10	49	0	CALM	6:45	5:20	57
Sun Jan 31 05:01:45 2010	Edgewater, CO	Partly Cloudy	29	*	48	999	19	14	NNW	7:10	5:18	37
Sun Jan 31 05:01:46 2010	Memphis, TN	Mostly Clear	18	1023.4	73	9	18	5	N	7:01	5:27	24
Sun Jan 31 05:01:47 2010	Los Angeles, CA	Mostly Clear	56	1013.9	77	10	49	0	CALM	6:51	5:21	56
Sun Jan 31 05:01:48 2010	El Paso, TX	Mostly Cloudy	44	1015.7	68	10	34	3	NNE	7:00	5:38	44
Sun Jan 31 05:01:48 2010	Manhattan, NY	Cloudy 	10	1016.3	40	10	2	7	VAR	7:08	5:11	19
Sun Jan 31 05:01:49 2010	Baltimore, MD	 	20	1016.8	56	999	9	*	*	7:15	5:25	20
Sun Jan 31 05:01:50 2010	Las Vegas, NV	Partly Cloudy	50	1011.9	71	10	41	3	SW	6:41	5:04	50
Sun Jan 31 05:01:51 2010	Washington, DC	Snow Shower	4	1017.5	62	5	10	17	N	7:16	5:27	19
Sun Jan 31 05:01:52 2010	Austin, TX	Mostly Clear	27	1024.8	82	10	29	9	NE	7:22	6:06	34
Sun Jan 31 05:01:53 2010	San Francisco, CA	Partly Cloudy	52	1016.7	89	10	49	13	W	7:15	5:31	52
Sun Jan 31 05:01:54 2010	Oklahoma City, OK	Cloudy 	14	1024.6	94	6	19	5	S	7:31	5:56	20
Sun Jan 31 05:01:55 2010	Nashville, TN	Partly Cloudy	18	1021.9	66	10	17	6	NNW	6:49	5:11	25
Sun Jan 31 05:01:56 2010	Fort Worth, TX	Cloudy 	23	1025.2	74	10	23	6	NNW	7:25	6:00	29
Sun Jan 31 05:01:57 2010	Phoenix, AZ	Partly Cloudy	60	1011.7	51	10	42	3	ENE	7:25	5:58	60
Sun Jan 31 05:01:58 2010	Portland, OR	Rain 	44	1016.0	89	10	41	0	CALM	7:34	5:14	44
Sun Jan 31 05:01:59 2010	Chicago, IL	Mostly Cloudy	21	1023.9	65	10	13	3	SSE	7:05	5:03	21
Sun Jan 31 05:01:59 2010	San Antonio, TX	Mostly Clear	39	1023.3	65	10	32	7	ENE	7:24	6:10	43
Sun Jan 31 05:02:00 2010	Indianapolis, IN	Partly Cloudy	7	1022.6	69	10	11	9	NNE	7:54	6:02	18
Sun Jan 31 05:02:02 2010	Jacksonville, FL	Cloudy 	55	1011.2	89	10	52	22	N	7:18	6:02	55
Sun Jan 31 05:02:03 2010	Worthington, OH	Mostly Clear	4	1021.5	77	10	8	6	N	7:43	5:49	13
Sun Jan 31 05:02:04 2010	Dallas, TX	Cloudy 	23	1025.5	74	10	25	9	N	7:23	5:58	31
Sun Jan 31 05:02:05 2010	Houston, TX	Cloudy 	28	*	75	10	28	12	N	7:12	5:57	36
Sun Jan 31 05:02:06 2010	Seattle, WA	Cloudy 	47	1015.0	90	10	44	0	CALM	7:38	5:08	47
Sun Jan 31 05:02:07 2010	Milwaukee, WI	Cloudy 	16	1022.5	62	10	14	6	W	7:09	5:02	23
Sun Jan 31 05:02:08 2010	Detroit, MI	Mostly Clear	15	1022.9	65	10	7	0	CALM	7:48	5:43	15
Sun Jan 31 05:02:09 2010	Philadelphia, PA	Cloudy 	7	1016.8	42	10	3	12	N	7:11	5:17	19
Sun Jan 31 05:48:06 2010	San Jose, CA	Partly Cloudy	47	1016.4	89	10	47	8	WNW	7:12	5:30	50
Sun Jan 31 05:48:07 2010	Charlotte, NC	Cloudy 	11	1015.6	73	10	17	13	N	7:24	5:50	23
Sun Jan 31 05:48:08 2010	San Diego, CA	Partly Cloudy	57	1014.6	74	10	49	0	CALM	6:45	5:20	57
Sun Jan 31 05:48:09 2010	Edgewater, CO	Partly Cloudy	29	*	48	999	19	14	NNW	7:10	5:18	37
Sun Jan 31 05:48:09 2010	Memphis, TN	Mostly Clear	18	1023.4	73	9	18	5	N	7:01	5:27	24
Sun Jan 31 05:48:10 2010	Los Angeles, CA	Mostly Clear	56	1013.9	77	10	49	0	CALM	6:51	5:21	56
Sun Jan 31 05:48:11 2010	El Paso, TX	Mostly Cloudy	44	1015.7	68	10	34	3	NNE	7:00	5:38	44
Sun Jan 31 05:48:12 2010	Manhattan, NY	Cloudy 	10	1016.3	40	10	2	7	VAR	7:08	5:11	19
Sun Jan 31 05:48:13 2010	Baltimore, MD	 	20	1016.8	56	999	9	*	*	7:15	5:25	20
Sun Jan 31 05:48:14 2010	Las Vegas, NV	Partly Cloudy	50	1011.9	71	10	41	3	SW	6:41	5:04	50
Sun Jan 31 05:48:15 2010	Washington, DC	Snow Shower	4	1017.5	62	5	10	17	N	7:16	5:27	19
Sun Jan 31 05:48:16 2010	Austin, TX	Mostly Clear	27	1024.8	82	10	29	9	NE	7:22	6:06	34
Sun Jan 31 05:48:17 2010	San Francisco, CA	Partly Cloudy	52	1016.7	89	10	49	13	W	7:15	5:31	52
Sun Jan 31 05:48:18 2010	Oklahoma City, OK	Cloudy 	14	1024.6	94	6	19	5	S	7:31	5:56	20
Sun Jan 31 05:48:19 2010	Nashville, TN	Partly Cloudy	18	1021.9	66	10	17	6	NNW	6:49	5:11	25
Sun Jan 31 05:48:20 2010	Fort Worth, TX	Cloudy 	23	1025.2	74	10	23	6	NNW	7:25	6:00	29
Sun Jan 31 05:48:21 2010	Phoenix, AZ	Partly Cloudy	60	1011.7	51	10	42	3	ENE	7:25	5:58	60
Sun Jan 31 05:48:21 2010	Portland, OR	Rain 	44	1016.0	89	10	41	0	CALM	7:34	5:14	44
Sun Jan 31 05:48:22 2010	Chicago, IL	Mostly Cloudy	21	1023.9	65	10	13	3	SSE	7:05	5:03	21
Sun Jan 31 05:48:23 2010	San Antonio, TX	Mostly Clear	39	1023.3	65	10	32	7	ENE	7:24	6:10	43
Sun Jan 31 05:48:24 2010	Indianapolis, IN	Partly Cloudy	7	1022.6	69	10	11	9	NNE	7:54	6:02	18
Sun Jan 31 05:48:26 2010	Jacksonville, FL	Cloudy 	55	1011.2	89	10	52	22	N	7:18	6:02	55
Sun Jan 31 05:48:27 2010	Worthington, OH	Mostly Clear	4	1021.5	77	10	8	6	N	7:43	5:49	13
Sun Jan 31 05:48:28 2010	Dallas, TX	Cloudy 	23	1025.5	74	10	25	9	N	7:23	5:58	31
Sun Jan 31 05:48:29 2010	Houston, TX	Cloudy 	28	*	75	10	28	12	N	7:12	5:57	36
Sun Jan 31 05:48:30 2010	Seattle, WA	Cloudy 	47	1015.0	90	10	44	0	CALM	7:38	5:08	47
Sun Jan 31 05:48:31 2010	Milwaukee, WI	Cloudy 	16	1022.5	62	10	14	6	W	7:09	5:02	23
Sun Jan 31 05:48:32 2010	Detroit, MI	Mostly Clear	15	1022.9	65	10	7	0	CALM	7:48	5:43	15
Sun Jan 31 05:48:33 2010	Philadelphia, PA	Cloudy 	7	1016.8	42	10	3	12	N	7:11	5:17	19
Sun Jan 31 06:32:57 2010	San Jose, CA	Partly Cloudy	48	1016.7	89	10	47	6	NW	7:12	5:30	50
Sun Jan 31 06:32:58 2010	Charlotte, NC	Cloudy 	14	1016.0	66	10	16	9	NNE	7:24	5:50	24
Sun Jan 31 06:32:59 2010	San Diego, CA	Partly Cloudy	56	1014.6	77	9	49	0	CALM	6:45	5:20	56
Sun Jan 31 06:33:00 2010	Edgewater, CO	Partly Cloudy	29	*	48	999	19	14	NNW	7:10	5:18	37
Sun Jan 31 06:33:00 2010	Memphis, TN	Mostly Clear	24	1024.3	73	10	18	0	CALM	7:01	5:27	24
Sun Jan 31 06:33:01 2010	Los Angeles, CA	Mostly Clear	55	1013.9	80	10	49	0	CALM	6:51	5:21	55
Sun Jan 31 06:33:02 2010	El Paso, TX	Partly Cloudy	39	1015.8	65	10	32	7	NE	7:00	5:38	43
Sun Jan 31 06:33:03 2010	Manhattan, NY	Cloudy 	7	1015.7	40	10	2	12	NNW	7:08	5:11	19
Sun Jan 31 06:33:04 2010	Baltimore, MD	 	21	1016.6	47	999	7	*	*	7:15	5:25	21
Sun Jan 31 06:33:05 2010	Las Vegas, NV	Mostly Cloudy	48	1012.0	68	10	40	5	S	6:41	5:04	50
Sun Jan 31 06:33:06 2010	Washington, DC	Snow Shower	2	*	68	3	10	17	NNW	7:16	5:27	18
Sun Jan 31 06:33:07 2010	Austin, TX	Mostly Clear	26	1025.4	85	10	28	7	NE	7:22	6:06	32
Sun Jan 31 06:33:08 2010	San Francisco, CA	Partly Cloudy	52	1016.9	86	10	48	12	W	7:15	5:31	52
Sun Jan 31 06:33:09 2010	Oklahoma City, OK	Foggy 	19	*	75	0.25	14	0	CALM	7:31	5:56	19
Sun Jan 31 06:33:10 2010	Fort Worth, TX	Cloudy 	21	1025.2	74	10	23	8	N	7:25	6:00	29
Sun Jan 31 06:33:10 2010	Nashville, TN	Mostly Clear	16	1022.3	69	10	16	6	NNW	6:49	5:11	23
Sun Jan 31 06:33:11 2010	Phoenix, AZ	Partly Cloudy	57	1011.5	72	10	48	0	CALM	7:25	5:58	57
Sun Jan 31 06:33:12 2010	Portland, OR	Rain 	44	1016.0	89	10	41	0	CALM	7:34	5:14	44
Sun Jan 31 06:33:13 2010	Chicago, IL	Mostly Cloudy	21	*	62	10	12	3	SW	7:05	5:03	21
Sun Jan 31 06:33:15 2010	San Antonio, TX	Mostly Clear	35	1023.7	73	10	32	7	ENE	7:24	6:10	40
Sun Jan 31 06:33:16 2010	Indianapolis, IN	Partly Cloudy	10	1022.1	69	10	11	6	ENE	7:54	6:02	18
Sun Jan 31 06:33:17 2010	Jacksonville, FL	Cloudy 	52	1013.0	83	10	47	15	NW	7:18	6:02	52
Sun Jan 31 06:33:18 2010	Worthington, OH	Mostly Clear	4	1022.0	76	10	7	5	N	7:43	5:49	12
Sun Jan 31 06:33:19 2010	Dallas, TX	Cloudy 	23	1025.4	74	10	25	9	NNE	7:23	5:58	31
Sun Jan 31 06:33:20 2010	Houston, TX	Cloudy 	24	*	81	10	28	15	N	7:12	5:57	34
Sun Jan 31 06:33:21 2010	Seattle, WA	Rain 	47	1014.9	90	10	44	3	SE	7:38	5:08	47
Sun Jan 31 06:33:22 2010	Milwaukee, WI	Cloudy 	14	1022.3	59	10	12	6	W	7:09	5:02	22
Sun Jan 31 06:33:23 2010	Detroit, MI	Mostly Clear	14	1022.6	68	10	7	0	CALM	7:48	5:43	14
Sun Jan 31 06:33:24 2010	Philadelphia, PA	Cloudy 	5	1016.4	42	10	3	15	N	7:11	5:17	19
Sun Jan 31 07:15:49 2010	Charlotte, NC	Cloudy 	14	1016.0	66	10	16	9	NNE	7:24	5:50	24
Sun Jan 31 07:15:49 2010	San Jose, CA	Partly Cloudy	48	1016.7	89	10	47	6	NW	7:12	5:30	50
Sun Jan 31 07:15:50 2010	San Diego, CA	Partly Cloudy	56	1014.6	77	9	49	0	CALM	6:45	5:20	56
Sun Jan 31 07:15:51 2010	Edgewater, CO	Partly Cloudy	29	*	48	999	19	14	NNW	7:10	5:18	37
Sun Jan 31 07:15:52 2010	Memphis, TN	Mostly Clear	24	1024.3	73	10	18	0	CALM	7:01	5:27	24
Sun Jan 31 07:15:53 2010	Los Angeles, CA	Mostly Clear	55	1013.9	80	10	49	0	CALM	6:51	5:21	55
Sun Jan 31 07:15:54 2010	El Paso, TX	Partly Cloudy	39	1015.8	65	10	32	7	NE	7:00	5:38	43
Sun Jan 31 07:15:55 2010	Manhattan, NY	Cloudy 	7	1015.7	40	10	2	12	NNW	7:08	5:11	19
Sun Jan 31 07:15:56 2010	Baltimore, MD	 	21	1016.6	47	999	7	*	*	7:15	5:25	21
Sun Jan 31 07:15:57 2010	Las Vegas, NV	Mostly Cloudy	48	1012.0	68	10	40	5	S	6:41	5:04	50
Sun Jan 31 07:15:58 2010	Washington, DC	Snow Shower	2	*	68	3	10	17	NNW	7:16	5:27	18
Sun Jan 31 07:15:59 2010	Austin, TX	Mostly Clear	26	1025.4	85	10	28	7	NE	7:22	6:06	32
Sun Jan 31 07:15:59 2010	San Francisco, CA	Partly Cloudy	52	1016.9	86	10	48	12	W	7:15	5:31	52
Sun Jan 31 07:16:00 2010	Oklahoma City, OK	Foggy 	19	*	75	0.25	14	0	CALM	7:31	5:56	19
Sun Jan 31 07:16:01 2010	Nashville, TN	Mostly Clear	16	1022.3	69	10	16	6	NNW	6:49	5:11	23
Sun Jan 31 07:16:02 2010	Fort Worth, TX	Cloudy 	21	1025.2	74	10	23	8	N	7:25	6:00	29
Sun Jan 31 07:16:03 2010	Phoenix, AZ	Partly Cloudy	57	1011.5	72	10	48	0	CALM	7:25	5:58	57
Sun Jan 31 07:16:04 2010	Portland, OR	Rain 	44	1016.0	89	10	41	0	CALM	7:34	5:14	44
Sun Jan 31 07:16:05 2010	Chicago, IL	Mostly Cloudy	21	*	62	10	12	3	SW	7:05	5:03	21
Sun Jan 31 07:16:06 2010	San Antonio, TX	Mostly Clear	35	1023.7	73	10	32	7	ENE	7:24	6:10	40
Sun Jan 31 07:16:07 2010	Indianapolis, IN	Partly Cloudy	10	1022.1	69	10	11	6	ENE	7:54	6:02	18
Sun Jan 31 07:16:09 2010	Jacksonville, FL	Cloudy 	52	1013.0	83	10	47	15	NW	7:18	6:02	52
Sun Jan 31 07:16:10 2010	Worthington, OH	Mostly Clear	4	1022.0	76	10	7	5	N	7:43	5:49	12
Sun Jan 31 07:16:11 2010	Dallas, TX	Cloudy 	23	1025.4	74	10	25	9	NNE	7:23	5:58	31
Sun Jan 31 07:16:11 2010	Houston, TX	Cloudy 	24	*	81	10	28	15	N	7:12	5:57	34
Sun Jan 31 07:16:12 2010	Seattle, WA	Rain 	47	1014.9	90	10	44	3	SE	7:38	5:08	47
Sun Jan 31 07:16:13 2010	Milwaukee, WI	Cloudy 	14	1022.3	59	10	12	6	W	7:09	5:02	22
Sun Jan 31 07:16:14 2010	Detroit, MI	Mostly Clear	14	1022.6	68	10	7	0	CALM	7:48	5:43	14
Sun Jan 31 07:16:15 2010	Philadelphia, PA	Cloudy 	5	1016.4	42	10	3	15	N	7:11	5:17	19
Sun Jan 31 08:02:32 2010	San Jose, CA	Mostly Cloudy	48	*	93	9	46	0	CALM	7:12	5:30	48
Sun Jan 31 08:02:33 2010	Charlotte, NC	Partly Cloudy	16	1017.0	73	10	16	5	NNE	7:24	5:50	22
Sun Jan 31 08:02:34 2010	San Diego, CA	Partly Cloudy	54	1014.6	80	7	48	0	CALM	6:45	5:20	54
Sun Jan 31 08:02:35 2010	Edgewater, CO	Partly Cloudy	27	*	48	999	18	14	NNW	7:10	5:18	36
Sun Jan 31 08:02:36 2010	Memphis, TN	Mostly Clear	24	1025.1	73	10	18	0	CALM	7:01	5:27	24
Sun Jan 31 08:02:37 2010	Los Angeles, CA	Mostly Clear	54	1013.9	83	10	49	0	CALM	6:51	5:21	54
Sun Jan 31 08:02:38 2010	El Paso, TX	Mostly Cloudy	39	1015.5	70	10	33	5	N	7:00	5:38	42
Sun Jan 31 08:02:39 2010	Manhattan, NY	Mostly Cloudy	7	1015.6	39	10	0	8	N	7:08	5:11	17
Sun Jan 31 08:02:40 2010	Baltimore, MD	 	21	1016.8	40	999	4	*	*	7:15	5:25	21
Sun Jan 31 08:02:41 2010	Las Vegas, NV	Mostly Clear	45	1012.2	76	10	38	3	SSE	6:41	5:04	45
Sun Jan 31 08:02:41 2010	Washington, DC	Cloudy 	8	1017.6	52	8	7	9	NW	7:16	5:27	19
Sun Jan 31 08:02:42 2010	Austin, TX	Partly Cloudy	23	1025.2	87	10	28	9	N	7:22	6:06	31
Sun Jan 31 08:02:43 2010	San Francisco, CA	Partly Cloudy	48	1017.2	93	10	48	5	W	7:15	5:31	50
Sun Jan 31 08:02:44 2010	Oklahoma City, OK	Foggy 	18	*	100	0.12	18	3	S	7:31	5:56	18
