10	 weather.weatherbug.com									
(Timestamp)	(Location)	Temp (°F)	(Wind Speed) (mph)	Lo (°F)	Rain (")	Hi (°F)	Gust	Wind Chill (°F)	Humidity (%)	Dew Point (°F)
Thu Feb  4 02:33:58 2010	Detroit, MI 48201  	29.1	2	26	0.01	32	WNW 18	29	71	21
Thu Feb  4 02:33:59 2010	Philadelphia, PA 19019  	36.2	0	30	0.04	39	NNE 19	36	74	29
Thu Feb  4 03:18:06 2010	San Jose, CA 95101  	57.9	12	44	0.00	63	NW 12	55	74	50
Thu Feb  4 03:18:07 2010	San Diego, CA 92101  	57.5	1	53	0.00	64	WNW 15	58	88	54
Thu Feb  4 03:18:07 2010	Charlotte, NC 28201  	36.6	0	34	0.00	51	WNW 8	37	90	34
Thu Feb  4 03:18:08 2010	Denver, CO 80214  	40.2	3	25	0.00	49	SE 12	40	40	18
Thu Feb  4 03:18:09 2010	Memphis, TN 37501  	42.1	12	28	0.00	48	NE 20	35	56	27
Thu Feb  4 03:18:10 2010	Los Angeles, CA 90001  	60.7	0	48	0.00	69	SSW 14	61	67	50
Thu Feb  4 03:18:11 2010	El Paso, TX 79901  	46.6	5	42	0.61	48	ESE 23	44	83	42
Thu Feb  4 03:18:11 2010	New York, NY 10001  	34.3	5	29	0.08	39	NW 19	30	60	22
Thu Feb  4 03:18:12 2010	Las Vegas, NV 89101  	56.6	1	38	0.00	62	NE 10	57	39	32
Thu Feb  4 03:18:12 2010	Baltimore, MD 21201  	34.5	7	29	0.19	40	WNW 24	29	73	27
Thu Feb  4 03:18:14 2010	Washington, DC 20001  	37.2	6	31	0.23	41	NW 21	32	77	31
Thu Feb  4 03:18:15 2010	Austin, TX 73301  	44.6	7	42	0.73	46	SE 20	41	99	44
Thu Feb  4 03:18:16 2010	San Francisco, CA 94101  	55.8	2	50	0.00	61	WNW 14	56	N/A	--
Thu Feb  4 03:18:17 2010	Nashville, TN 37201  	40.5	3	37	0.00	50	NW 13	39	69	31
Thu Feb  4 03:18:17 2010	Oklahoma City, OK 73101  	35.3	0	27	0.43	40	SE 9	35	97	34
Thu Feb  4 03:18:18 2010	Fort Worth, TX 76101  	42.0	12	37	0.18	46	NE 18	36	100	42
Thu Feb  4 03:18:19 2010	Phoenix, AZ 85001  	66.2	4	53	0.00	69	SW 11	66	37	40
Thu Feb  4 03:18:20 2010	Portland, OR 97201  	46.2	0	43	0.12	48	SSE 10	46	95	45
Thu Feb  4 03:18:21 2010	San Antonio, TX 78201  	46.0	8	44	2.33	47	NE 25	42	100	46
Thu Feb  4 03:18:21 2010	Chicago, IL 60601  	28.4	3	23	0.00	30	W 21	25	71	20
Thu Feb  4 03:18:22 2010	Indianapolis, IN 46201  	26.3	0	24	0.00	33	NW 14	26	90	24
Thu Feb  4 03:18:23 2010	Boston, MA 02101  	31.1	3	24	0.01	31	NNW 12	31	64	20
Thu Feb  4 03:18:24 2010	Jacksonville, FL 32099  	51.1	7	47	0.00	54	NNE 22	49	77	44
Thu Feb  4 03:18:24 2010	Columbus, OH 43085  	31.7	5	31	N/A	36	NNW 17	26	N/A	--
Thu Feb  4 03:18:25 2010	Dallas, TX 75201  	45.6	4	40	0.07	47	E 19	44	81	40
Thu Feb  4 03:18:26 2010	Houston, TX 77001  	47.5	6	45	0.09	52	ESE 32	44	94	46
Thu Feb  4 03:18:27 2010	Seattle, WA 98101  	46.3	7	43	0.16	49	E 12	43	89	43
Thu Feb  4 03:18:27 2010	Milwaukee, WI 53201  	23.8	3	22	0.00	28	NNW 15	24	84	20
Thu Feb  4 03:18:28 2010	Philadelphia, PA 19019  	36.2	0	30	0.04	39	NNE 19	36	74	29
Thu Feb  4 03:18:28 2010	Detroit, MI 48201  	29.1	2	26	0.01	32	WNW 18	29	71	21
Thu Feb  4 04:01:04 2010	San Jose, CA 95101  	55.9	9	44	0.00	63	NW 12	54	82	51
Thu Feb  4 04:01:05 2010	Charlotte, NC 28201  	34.6	3	33	0.00	51	NE 10	32	98	34
Thu Feb  4 04:01:06 2010	San Diego, CA 92101  	57.8	5	53	0.00	64	WNW 15	57	88	54
Thu Feb  4 04:01:08 2010	Denver, CO 80214  	39.5	3	25	0.00	49	SE 12	38	40	17
Thu Feb  4 04:01:09 2010	Memphis, TN 37501  	39.9	5	28	0.00	48	NE 20	37	69	31
Thu Feb  4 04:01:10 2010	Los Angeles, CA 90001  	57.9	0	48	0.00	69	SSW 14	58	80	52
Thu Feb  4 04:01:11 2010	El Paso, TX 79901  	45.1	2	42	0.61	48	ESE 23	45	88	42
Thu Feb  4 04:01:12 2010	New York, NY 10001  	33.3	1	29	0.08	39	NW 19	33	61	21
Thu Feb  4 04:01:14 2010	Baltimore, MD 21201  	33.4	7	29	0.19	40	WNW 24	27	75	26
Thu Feb  4 04:01:15 2010	Las Vegas, NV 89101  	53.4	2	38	0.00	62	NE 10	53	44	32
Thu Feb  4 04:01:16 2010	Washington, DC 20001  	37.2	1	31	0.23	41	NW 21	37	78	31
Thu Feb  4 04:01:17 2010	Austin, TX 73301  	48.9	10	46	0.82	49	E 16	45	95	48
Thu Feb  4 04:01:18 2010	San Francisco, CA 94101  	55.5	1	50	0.00	61	WNW 14	56	N/A	--
Thu Feb  4 04:01:20 2010	Oklahoma City, OK 73101  	35.3	0	27	0.48	40	SE 9	35	99	35
Thu Feb  4 04:01:21 2010	Nashville, TN 37201  	38.9	7	37	0.00	50	NW 13	34	72	30
Thu Feb  4 04:01:22 2010	Fort Worth, TX 76101  	42.3	10	37	0.18	46	E 18	37	97	41
Thu Feb  4 04:01:23 2010	Phoenix, AZ 85001  	62.2	5	53	0.00	69	NNW 17	62	50	43
Thu Feb  4 04:01:24 2010	Portland, OR 97201  	45.1	3	43	0.12	48	SSE 10	45	99	45
Thu Feb  4 04:01:25 2010	Chicago, IL 60601  	29.7	2	23	0.00	30	W 21	30	71	21
Thu Feb  4 04:01:27 2010	San Antonio, TX 78201  	46.5	6	44	2.39	47	NE 25	44	100	47
Thu Feb  4 04:01:28 2010	Indianapolis, IN 46201  	27.5	1	24	0.00	33	NW 14	27	91	25
Thu Feb  4 04:01:29 2010	Boston, MA 02101  	28.8	9	24	0.01	31	NNW 13	21	64	18
Thu Feb  4 04:01:31 2010	Jacksonville, FL 32099  	51.1	8	47	0.00	54	NNE 22	48	77	44
Thu Feb  4 04:01:32 2010	Columbus, OH 43085  	31.1	2	31	N/A	36	NNW 17	31	N/A	--
Thu Feb  4 04:01:33 2010	Dallas, TX 75201  	44.6	0	40	0.07	47	E 19	45	85	40
Thu Feb  4 04:01:34 2010	Houston, TX 77001  	46.7	12	45	0.31	52	ESE 32	41	98	46
Thu Feb  4 04:01:35 2010	Seattle, WA 98101  	44.8	2	43	0.17	49	E 12	45	98	44
Thu Feb  4 04:01:36 2010	Milwaukee, WI 53201  	23.0	3	22	0.00	28	NNW 15	23	89	20
Thu Feb  4 04:01:38 2010	Detroit, MI 48201  	28.6	3	26	0.01	32	WNW 18	25	75	22
Thu Feb  4 04:01:39 2010	Philadelphia, PA 19019  	34.9	0	30	0.04	39	NNE 19	35	71	26
Thu Feb  4 04:44:16 2010	San Jose, CA 95101  	55.9	9	44	0.00	63	NW 12	54	82	51
Thu Feb  4 04:44:17 2010	Charlotte, NC 28201  	34.6	3	33	0.00	51	NE 10	32	98	34
Thu Feb  4 04:44:17 2010	San Diego, CA 92101  	57.8	5	53	0.00	64	WNW 15	57	88	54
Thu Feb  4 04:44:18 2010	Memphis, TN 37501  	39.9	5	28	0.00	48	NE 20	37	69	31
Thu Feb  4 04:44:18 2010	Denver, CO 80214  	39.5	3	25	0.00	49	SE 12	38	40	17
Thu Feb  4 04:44:19 2010	Los Angeles, CA 90001  	57.9	0	48	0.00	69	SSW 14	58	80	52
Thu Feb  4 04:44:20 2010	El Paso, TX 79901  	45.1	2	42	0.61	48	ESE 23	45	88	42
Thu Feb  4 04:44:20 2010	New York, NY 10001  	33.3	1	29	0.08	39	NW 19	33	61	21
Thu Feb  4 04:44:21 2010	Baltimore, MD 21201  	33.4	7	29	0.19	40	WNW 24	27	75	26
Thu Feb  4 04:44:22 2010	Las Vegas, NV 89101  	53.4	2	38	0.00	62	NE 10	53	44	32
Thu Feb  4 04:44:23 2010	Washington, DC 20001  	37.3	6	31	0.23	41	NW 21	33	78	31
Thu Feb  4 04:44:24 2010	Austin, TX 73301  	44.1	5	42	0.76	46	SE 20	41	100	44
Thu Feb  4 04:44:24 2010	San Francisco, CA 94101  	55.5	1	50	0.00	61	WNW 14	56	N/A	--
Thu Feb  4 04:44:25 2010	Oklahoma City, OK 73101  	35.3	0	27	0.48	40	SE 9	35	99	35
Thu Feb  4 04:44:26 2010	Fort Worth, TX 76101  	42.3	10	37	0.18	46	E 18	37	97	41
Thu Feb  4 04:44:26 2010	Nashville, TN 37201  	38.9	7	37	0.00	50	NW 13	34	72	30
Thu Feb  4 04:44:27 2010	Phoenix, AZ 85001  	62.2	5	53	0.00	69	NNW 17	62	50	43
Thu Feb  4 04:44:28 2010	Portland, OR 97201  	45.1	3	43	0.12	48	SSE 10	45	99	45
Thu Feb  4 04:44:28 2010	Chicago, IL 60601  	29.7	2	23	0.00	30	W 21	30	71	21
Thu Feb  4 04:44:29 2010	San Antonio, TX 78201  	46.5	6	44	2.39	47	NE 25	44	100	47
Thu Feb  4 04:44:29 2010	Indianapolis, IN 46201  	27.5	1	24	0.00	33	NW 14	27	91	25
Thu Feb  4 04:44:30 2010	Boston, MA 02101  	28.8	9	24	0.01	31	NNW 13	21	64	18
Thu Feb  4 04:44:31 2010	Jacksonville, FL 32099  	51.1	8	47	0.00	54	NNE 22	48	77	44
Thu Feb  4 04:44:31 2010	Columbus, OH 43085  	31.1	2	31	N/A	36	NNW 17	31	N/A	--
Thu Feb  4 04:44:32 2010	Dallas, TX 75201  	44.6	0	40	0.07	47	E 19	45	85	40
Thu Feb  4 04:44:32 2010	Houston, TX 77001  	46.7	12	45	0.31	52	ESE 32	41	98	46
Thu Feb  4 04:44:33 2010	Seattle, WA 98101  	44.8	2	43	0.17	49	E 12	45	98	44
Thu Feb  4 04:44:34 2010	Milwaukee, WI 53201  	23.0	3	22	0.00	28	NNW 15	23	89	20
Thu Feb  4 04:44:34 2010	Detroit, MI 48201  	28.6	3	26	0.01	32	WNW 18	25	75	22
Thu Feb  4 04:44:35 2010	Philadelphia, PA 19019  	34.9	0	30	0.04	39	NNE 19	35	71	26
Thu Feb  4 05:27:25 2010	San Jose, CA 95101  	55.0	6	44	0.00	63	NW 12	54	79	49
Thu Feb  4 05:27:26 2010	Charlotte, NC 28201  	35.8	3	33	0.00	51	NE 13	36	78	30
Thu Feb  4 05:27:28 2010	San Diego, CA 92101  	57.4	0	53	0.00	64	WNW 15	57	89	54
Thu Feb  4 05:27:29 2010	Denver, CO 80214  	40.3	2	25	0.00	49	SE 12	40	38	16
Thu Feb  4 05:27:31 2010	Memphis, TN 37501  	39.9	11	28	0.00	48	NE 20	33	64	29
Thu Feb  4 05:27:32 2010	Los Angeles, CA 90001  	57.0	0	48	0.00	69	SSW 14	57	83	52
Thu Feb  4 05:27:36 2010	El Paso, TX 79901  	44.7	3	42	0.61	48	ESE 23	43	89	42
Thu Feb  4 05:27:37 2010	New York, NY 10001  	32.2	0	29	0.08	39	NW 19	32	61	20
Thu Feb  4 05:27:39 2010	Baltimore, MD 21201  	33.2	4	29	0.19	40	WNW 24	30	72	25
Thu Feb  4 05:27:40 2010	Las Vegas, NV 89101  	50.3	1	38	0.00	62	NE 10	50	51	33
Thu Feb  4 05:27:41 2010	Washington, DC 20001  	37.3	6	31	0.23	41	NW 21	33	78	31
Thu Feb  4 05:27:42 2010	Austin, TX 73301  	44.1	5	42	0.76	46	SE 20	41	100	44
Thu Feb  4 05:27:43 2010	San Francisco, CA 94101  	55.4	0	50	0.00	61	WNW 14	55	N/A	--
Thu Feb  4 05:27:45 2010	Oklahoma City, OK 73101  	34.8	0	27	0.52	40	SE 9	35	100	35
Thu Feb  4 05:27:46 2010	Nashville, TN 37201  	36.4	10	36	0.00	50	NNE 14	29	74	29
Thu Feb  4 05:27:48 2010	Fort Worth, TX 76101  	41.3	11	37	0.19	46	E 20	35	100	41
Thu Feb  4 05:27:50 2010	Phoenix, AZ 85001  	61.3	1	53	0.00	69	NNW 17	61	53	44
Thu Feb  4 05:27:51 2010	Portland, OR 97201  	47.5	4	43	0.12	48	SSE 10	46	94	46
Thu Feb  4 05:27:52 2010	Chicago, IL 60601  	30.4	1	23	0.00	31	W 21	30	67	21
Thu Feb  4 05:27:53 2010	San Antonio, TX 78201  	46.1	4	44	2.48	47	NE 25	44	100	46
Thu Feb  4 05:27:55 2010	Indianapolis, IN 46201  	27.5	4	24	0.00	33	NW 14	23	92	25
Thu Feb  4 05:27:57 2010	Boston, MA 02101  	27.8	4	24	0.01	31	NNW 14	23	69	19
Thu Feb  4 05:27:58 2010	Jacksonville, FL 32099  	50.0	11	47	0.00	54	NNE 22	46	80	44
Thu Feb  4 05:28:00 2010	Columbus, OH 43085  	27.3	0	27	N/A	36	NNW 17	27	N/A	--
Thu Feb  4 05:28:01 2010	Dallas, TX 75201  	44.1	3	40	0.07	47	E 19	44	89	41
Thu Feb  4 05:28:03 2010	Houston, TX 77001  	46.3	6	45	0.60	52	ESE 32	43	99	46
Thu Feb  4 05:28:05 2010	Seattle, WA 98101  	45.8	4	43	0.26	49	E 12	44	93	44
Thu Feb  4 05:28:06 2010	Milwaukee, WI 53201  	21.9	3	22	0.00	28	NNW 15	17	92	20
Thu Feb  4 05:28:07 2010	Detroit, MI 48201  	27.5	3	26	0.01	32	WNW 18	27	71	19
Thu Feb  4 05:28:09 2010	Philadelphia, PA 19019  	33.9	1	30	0.04	39	NNE 19	34	76	27
Thu Feb  4 06:10:48 2010	San Jose, CA 95101  	55.0	6	44	0.00	63	NW 12	54	79	49
Thu Feb  4 06:10:49 2010	Charlotte, NC 28201  	35.8	3	33	0.00	51	NE 13	36	78	30
Thu Feb  4 06:10:50 2010	San Diego, CA 92101  	57.4	0	53	0.00	64	WNW 15	57	89	54
Thu Feb  4 06:10:51 2010	Memphis, TN 37501  	39.9	11	28	0.00	48	NE 20	33	64	29
Thu Feb  4 06:10:51 2010	Denver, CO 80214  	40.3	2	25	0.00	49	SE 12	40	38	16
Thu Feb  4 06:10:52 2010	Los Angeles, CA 90001  	57.0	0	48	0.00	69	SSW 14	57	83	52
Thu Feb  4 06:10:53 2010	El Paso, TX 79901  	44.7	3	42	0.61	48	ESE 23	43	89	42
Thu Feb  4 06:10:54 2010	New York, NY 10001  	32.2	0	29	0.08	39	NW 19	32	61	20
Thu Feb  4 06:10:54 2010	Baltimore, MD 21201  	33.2	4	29	0.19	40	WNW 24	30	72	25
Thu Feb  4 06:10:55 2010	Las Vegas, NV 89101  	50.3	1	38	0.00	62	NE 10	50	51	33
Thu Feb  4 06:10:56 2010	Washington, DC 20001  	36.0	4	36	0.00	37	NNW 17	33	74	28
Thu Feb  4 06:10:58 2010	Austin, TX 73301  	48.0	9	46	0.90	49	E 16	44	95	47
Thu Feb  4 06:10:59 2010	Oklahoma City, OK 73101  	34.8	0	27	0.52	40	SE 9	35	100	35
Thu Feb  4 06:10:59 2010	San Francisco, CA 94101  	55.4	0	50	0.00	61	WNW 14	55	N/A	--
Thu Feb  4 06:11:00 2010	Fort Worth, TX 76101  	41.3	11	37	0.19	46	E 20	35	100	41
Thu Feb  4 06:11:00 2010	Nashville, TN 37201  	36.4	10	36	0.00	50	NNE 14	29	74	29
Thu Feb  4 06:11:01 2010	Phoenix, AZ 85001  	61.3	1	53	0.00	69	NNW 17	61	53	44
Thu Feb  4 06:11:02 2010	Portland, OR 97201  	47.5	4	43	0.12	48	SSE 10	46	94	46
Thu Feb  4 06:11:03 2010	San Antonio, TX 78201  	46.1	4	44	2.48	47	NE 25	44	100	46
Thu Feb  4 06:11:03 2010	Chicago, IL 60601  	30.4	1	23	0.00	31	W 21	30	67	21
Thu Feb  4 06:11:04 2010	Indianapolis, IN 46201  	27.5	4	24	0.00	33	NW 14	23	92	25
Thu Feb  4 06:11:05 2010	Jacksonville, FL 32099  	50.0	11	47	0.00	54	NNE 22	46	80	44
Thu Feb  4 06:11:05 2010	Boston, MA 02101  	27.8	4	24	0.01	31	NNW 14	23	69	19
Thu Feb  4 06:11:06 2010	Dallas, TX 75201  	44.1	3	40	0.07	47	E 19	44	89	41
Thu Feb  4 06:11:06 2010	Columbus, OH 43085  	27.3	0	27	N/A	36	NNW 17	27	N/A	--
Thu Feb  4 06:11:07 2010	Houston, TX 77001  	46.3	6	45	0.60	52	ESE 32	43	99	46
Thu Feb  4 06:11:08 2010	Seattle, WA 98101  	45.8	4	43	0.26	49	E 12	44	93	44
Thu Feb  4 06:11:08 2010	Milwaukee, WI 53201  	21.9	3	22	0.00	28	NNW 15	17	92	20
Thu Feb  4 06:11:09 2010	Detroit, MI 48201  	27.5	3	26	0.01	32	WNW 18	27	71	19
Thu Feb  4 06:11:10 2010	Philadelphia, PA 19019  	33.9	1	30	0.04	39	NNE 19	34	76	27
Thu Feb  4 06:53:36 2010	San Jose, CA 95101  	54.0	3	44	0.00	63	NW 12	54	84	49
Thu Feb  4 06:53:37 2010	Charlotte, NC 28201  	34.9	6	35	0.00	36	NE 11	30	75	28
Thu Feb  4 06:53:39 2010	San Diego, CA 92101  	55.5	1	53	0.00	64	WNW 15	56	94	54
Thu Feb  4 06:53:40 2010	Denver, CO 80214  	39.2	5	25	0.00	49	SE 12	36	46	20
Thu Feb  4 06:53:41 2010	Memphis, TN 37501  	39.0	10	28	0.00	48	NE 20	32	64	28
Thu Feb  4 06:53:43 2010	Los Angeles, CA 90001  	55.3	0	48	0.00	69	SSW 14	55	89	52
Thu Feb  4 06:53:44 2010	El Paso, TX 79901  	44.1	0	42	0.61	48	ESE 23	44	87	40
Thu Feb  4 06:53:45 2010	New York, NY 10001  	31.7	5	31	0.00	32	NNW 14	27	64	21
Thu Feb  4 06:53:47 2010	Baltimore, MD 21201  	32.8	5	33	0.00	33	NW 12	28	62	21
Thu Feb  4 06:53:48 2010	Las Vegas, NV 89101  	46.7	0	38	0.00	62	NE 10	47	59	33
Thu Feb  4 06:53:49 2010	Washington, DC 20001  	36.0	4	36	0.00	37	NNW 17	33	74	28
Thu Feb  4 06:53:50 2010	Austin, TX 73301  	48.0	9	46	0.90	49	E 16	44	95	47
Thu Feb  4 06:53:53 2010	San Francisco, CA 94101  	53.8	1	50	0.00	61	WNW 14	54	N/A	--
Thu Feb  4 06:53:54 2010	Oklahoma City, OK 73101  	35.0	0	27	0.55	40	SE 9	35	100	35
Thu Feb  4 06:54:01 2010	Nashville, TN 37201  	35.9	4	36	0.00	50	NNE 14	33	75	29
Thu Feb  4 06:54:03 2010	Fort Worth, TX 76101  	40.9	8	37	0.20	46	ESE 21	36	100	41
Thu Feb  4 06:54:04 2010	Phoenix, AZ 85001  	57.4	0	53	0.00	69	NNW 17	57	67	47
Thu Feb  4 06:54:06 2010	Portland, OR 97201  	47.1	4	43	0.12	48	SSE 10	45	95	46
Thu Feb  4 06:54:07 2010	Chicago, IL 60601  	29.5	2	23	0.00	31	W 21	29	70	21
Thu Feb  4 06:54:14 2010	San Antonio, TX 78201  	45.3	6	44	2.51	47	NE 25	42	100	45
Thu Feb  4 06:54:21 2010	Indianapolis, IN 46201  	26.3	3	26	0.00	27	E 5	23	94	25
Thu Feb  4 06:54:23 2010	Boston, MA 02101  	26.7	4	26	0.00	27	NW 13	22	71	18
Thu Feb  4 06:54:25 2010	Jacksonville, FL 32099  	48.0	8	47	0.00	54	NNE 22	44	85	44
Thu Feb  4 06:54:26 2010	Columbus, OH 43085  	24.8	0	25	N/A	25	NNE 0	25	N/A	--
Thu Feb  4 06:54:28 2010	Dallas, TX 75201  	43.2	7	40	0.07	47	E 19	39	93	41
Thu Feb  4 06:54:29 2010	Houston, TX 77001  	45.9	14	45	0.75	52	ESE 32	40	99	46
Thu Feb  4 06:54:31 2010	Seattle, WA 98101  	46.3	3	43	0.26	49	E 12	45	92	44
Thu Feb  4 06:54:33 2010	Milwaukee, WI 53201  	19.9	2	20	0.00	28	NNW 15	20	99	20
Thu Feb  4 06:54:34 2010	Detroit, MI 48201  	26.9	3	27	0.00	28	WNW 6	27	73	19
Thu Feb  4 06:54:36 2010	Philadelphia, PA 19019  	32.8	0	33	0.00	34	NW 7	33	79	27
Thu Feb  4 07:36:58 2010	Charlotte, NC 28201  	34.9	6	35	0.00	36	NE 11	30	75	28
Thu Feb  4 07:36:58 2010	San Jose, CA 95101  	54.0	3	44	0.00	63	NW 12	54	84	49
Thu Feb  4 07:36:59 2010	San Diego, CA 92101  	55.5	1	53	0.00	64	WNW 15	56	94	54
Thu Feb  4 07:37:00 2010	Memphis, TN 37501  	39.0	10	28	0.00	48	NE 20	32	64	28
Thu Feb  4 07:37:00 2010	Denver, CO 80214  	39.2	5	25	0.00	49	SE 12	36	46	20
Thu Feb  4 07:37:01 2010	Los Angeles, CA 90001  	55.3	0	48	0.00	69	SSW 14	55	89	52
Thu Feb  4 07:37:02 2010	El Paso, TX 79901  	44.1	0	42	0.61	48	ESE 23	44	87	40
Thu Feb  4 07:37:02 2010	New York, NY 10001  	31.7	5	31	0.00	32	NNW 14	27	64	21
Thu Feb  4 07:37:03 2010	Las Vegas, NV 89101  	46.7	0	38	0.00	62	NE 10	47	59	33
Thu Feb  4 07:37:03 2010	Baltimore, MD 21201  	32.8	5	33	0.00	33	NW 12	28	62	21
Thu Feb  4 07:37:05 2010	Washington, DC 20001  	35.3	4	35	0.00	37	NW 18	31	69	26
Thu Feb  4 07:37:06 2010	Austin, TX 73301  	48.0	9	46	0.91	49	E 16	44	95	47
Thu Feb  4 07:37:07 2010	Oklahoma City, OK 73101  	35.0	0	27	0.55	40	SE 9	35	100	35
Thu Feb  4 07:37:07 2010	San Francisco, CA 94101  	53.8	1	50	0.00	61	WNW 14	54	N/A	--
Thu Feb  4 07:37:08 2010	Fort Worth, TX 76101  	40.9	8	37	0.20	46	ESE 21	36	100	41
Thu Feb  4 07:37:08 2010	Nashville, TN 37201  	35.9	4	36	0.00	50	NNE 14	33	75	29
Thu Feb  4 07:37:09 2010	Phoenix, AZ 85001  	57.4	0	53	0.00	69	NNW 17	57	67	47
Thu Feb  4 07:37:10 2010	Portland, OR 97201  	47.1	4	43	0.12	48	SSE 10	45	95	46
Thu Feb  4 07:37:10 2010	Chicago, IL 60601  	29.5	2	23	0.00	31	W 21	29	70	21
Thu Feb  4 07:37:11 2010	San Antonio, TX 78201  	45.3	6	44	2.51	47	NE 25	42	100	45
Thu Feb  4 07:37:12 2010	Indianapolis, IN 46201  	26.3	3	26	0.00	27	E 5	23	94	25
Thu Feb  4 07:37:12 2010	Boston, MA 02101  	26.7	4	26	0.00	27	NW 13	22	71	18
Thu Feb  4 07:37:13 2010	Columbus, OH 43085  	24.8	0	25	N/A	25	NNE 0	25	N/A	--
Thu Feb  4 07:37:13 2010	Jacksonville, FL 32099  	48.0	8	47	0.00	54	NNE 22	44	85	44
Thu Feb  4 07:37:14 2010	Dallas, TX 75201  	43.2	7	40	0.07	47	E 19	39	93	41
Thu Feb  4 07:37:15 2010	Seattle, WA 98101  	46.3	3	43	0.26	49	E 12	45	92	44
Thu Feb  4 07:37:15 2010	Houston, TX 77001  	45.9	14	45	0.75	52	ESE 32	40	99	46
Thu Feb  4 07:37:16 2010	Milwaukee, WI 53201  	19.9	2	20	0.00	28	NNW 15	20	99	20
Thu Feb  4 07:37:17 2010	Detroit, MI 48201  	26.9	3	27	0.00	28	WNW 6	27	73	19
Thu Feb  4 07:37:18 2010	Philadelphia, PA 19019  	32.8	0	33	0.00	34	NW 7	33	79	27
Thu Feb  4 08:19:35 2010	San Jose, CA 95101  	51.1	0	44	0.00	63	NW 12	51	87	47
Thu Feb  4 08:19:36 2010	Charlotte, NC 28201  	33.9	5	34	0.00	36	ENE 13	30	76	27
Thu Feb  4 08:19:37 2010	San Diego, CA 92101  	54.2	0	53	0.00	64	WNW 15	54	96	53
Thu Feb  4 08:19:39 2010	Denver, CO 80214  	38.9	2	39	0.00	39	SSE 2	39	46	20
Thu Feb  4 08:19:41 2010	Memphis, TN 37501  	39.9	9	40	0.00	40	NNE 9	34	64	29
Thu Feb  4 08:19:42 2010	Los Angeles, CA 90001  	54.6	0	48	0.00	69	SSW 14	55	90	52
Thu Feb  4 08:19:44 2010	El Paso, TX 79901  	44.3	0	44	0.00	44	SW 2	44	86	40
Thu Feb  4 08:19:45 2010	New York, NY 10001  	31.8	1	31	0.00	32	NNW 14	32	63	21
Thu Feb  4 08:19:47 2010	Baltimore, MD 21201  	31.6	7	32	0.00	33	NW 13	25	59	19
Thu Feb  4 08:19:48 2010	Las Vegas, NV 89101  	44.8	0	38	0.00	62	NE 10	45	60	32
Thu Feb  4 08:19:49 2010	Washington, DC 20001  	35.3	4	35	0.00	37	NW 18	31	69	26
Thu Feb  4 08:19:50 2010	Austin, TX 73301  	48.0	9	46	0.91	49	E 16	44	95	47
Thu Feb  4 08:19:51 2010	San Francisco, CA 94101  	54.0	3	50	0.00	61	WNW 14	54	N/A	--
Thu Feb  4 08:19:52 2010	Oklahoma City, OK 73101  	34.4	1	34	0.04	35	NE 5	34	100	34
Thu Feb  4 08:19:54 2010	Nashville, TN 37201  	35.9	3	36	0.00	36	NNE 9	33	76	29
Thu Feb  4 08:19:55 2010	Fort Worth, TX 76101  	41.1	6	41	0.01	41	E 19	37	100	41
Thu Feb  4 08:19:56 2010	Phoenix, AZ 85001  	55.7	2	56	0.00	56	ENE 7	56	69	46
Thu Feb  4 08:19:59 2010	Portland, OR 97201  	45.4	4	43	0.12	48	SSE 10	44	99	45
Thu Feb  4 08:20:00 2010	Chicago, IL 60601  	28.7	0	29	0.00	30	SSW 6	29	71	20
Thu Feb  4 08:20:02 2010	San Antonio, TX 78201  	45.3	4	45	0.01	45	NE 15	43	100	45
Thu Feb  4 08:20:04 2010	Indianapolis, IN 46201  	26.2	1	26	0.00	27	ENE 6	26	94	25
Thu Feb  4 08:20:05 2010	Boston, MA 02101  	24.7	4	25	0.00	27	NW 13	20	75	18
Thu Feb  4 08:20:07 2010	Jacksonville, FL 32099  	48.9	7	48	0.00	49	NNE 9	46	92	47
Thu Feb  4 08:20:08 2010	Columbus, OH 43085  	22.4	0	22	N/A	25	NNE 0	22	N/A	--
Thu Feb  4 08:20:10 2010	Dallas, TX 75201  	42.5	0	42	0.03	44	ESE 16	42	99	42
Thu Feb  4 08:20:11 2010	Houston, TX 77001  	46.0	9	46	0.16	46	ENE 20	41	99	46
Thu Feb  4 08:20:12 2010	Seattle, WA 98101  	46.2	3	43	0.29	49	E 12	45	79	40
Thu Feb  4 08:20:14 2010	Milwaukee, WI 53201  	19.5	0	19	0.00	20	SW 2	20	100	19
Thu Feb  4 08:20:15 2010	Detroit, MI 48201  	25.6	4	25	0.00	28	WNW 10	21	75	19
Thu Feb  4 08:20:16 2010	Philadelphia, PA 19019  	32.8	5	32	0.00	34	NW 14	28	61	21
Thu Feb  4 09:03:39 2010	San Jose, CA 95101  	51.1	0	44	0.00	63	NW 12	51	87	47
Thu Feb  4 09:03:40 2010	Charlotte, NC 28201  	33.9	5	34	0.00	36	ENE 13	30	76	27
Thu Feb  4 09:03:41 2010	Denver, CO 80214  	38.9	2	39	0.00	39	SSE 2	39	46	20
Thu Feb  4 09:03:41 2010	San Diego, CA 92101  	54.2	0	53	0.00	64	WNW 15	54	96	53
Thu Feb  4 09:03:42 2010	Memphis, TN 37501  	39.9	9	40	0.00	40	NNE 9	34	64	29
Thu Feb  4 09:03:43 2010	Los Angeles, CA 90001  	54.6	0	48	0.00	69	SSW 14	55	90	52
