6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Sun Jan 31 21:15:15 2010	PHOENIX, AZ	Partly Sunny	65 18	71 22	0	CLM	29.87	38
Sun Jan 31 21:15:16 2010	PORTLAND, OR	Cloudy	49 9	49 9	5	ENE	30.02	86
Sun Jan 31 21:15:17 2010	CHICAGO, IL	Mostly Sunny	28 -2	16 -9	13	W	30.20	48
Sun Jan 31 21:15:19 2010	SAN ANTONIO, TX	Cloudy	34 1	40 4	3	E	30.21	85
Sun Jan 31 21:15:20 2010	INDIANAPOLIS, IN	Sunny	28 -2	21 -6	9	W	30.26	58
Sun Jan 31 21:15:21 2010	BOSTON, MA	Partly Sunny	28 -2	15 -9	13	NW	29.97	31
Sun Jan 31 21:15:22 2010	JACKSONVILLE, FL	Sunny	48 9	44 7	12	NNE	30.19	57
Sun Jan 31 21:15:25 2010	COLUMBUS, OH	Partly Sunny	30 -1	19 -7	13	WSW	30.21	44
Sun Jan 31 21:15:26 2010	DALLAS, TX	Cloudy	34 1	37 3	5	N	30.23	78
Sun Jan 31 21:15:28 2010	HOUSTON, TX	Cloudy	41 5	50 10	0	CLM	30.24	70
Sun Jan 31 21:15:29 2010	SEATTLE, WA	Cloudy	46 8	44 7	7	SSW	30.03	92
Sun Jan 31 21:15:30 2010	MILWAUKEE, WI	Cloudy	25 -4	12-Oct	15	WNW	30.19	40
Sun Jan 31 21:15:31 2010	DETROIT, MI	Mostly Cloudy	26 -3	11-Dec	14	WSW	30.12	60
Sun Jan 31 21:15:32 2010	PHILADELPHIA, PA	Sunny	30 -1	21 -6	10	WSW	30.13	31
Sun Jan 31 21:58:11 2010	SAN JOSE, CA	Partly Sunny	57 14	65 18	0	CLM	30.02	63
Sun Jan 31 21:58:13 2010	CHARLOTTE, NC	Partly Sunny	38 3	46 8	0	CLM	30.24	37
Sun Jan 31 21:58:14 2010	SAN DIEGO, CA	Partly Sunny	60 16	60 16	10	WNW	29.96	64
Sun Jan 31 21:58:15 2010	DENVER, CO	Intermittent Clouds	39 4	36 2	9	NNE	29.81	44
Sun Jan 31 21:58:17 2010	MEMPHIS, TN	Partly Sunny	36 2	47 8	0	CLM	30.32	67
Sun Jan 31 21:58:18 2010	LOS ANGELES, CA	Mostly Sunny	64 18	73 23	0	CLM	29.94	46
Sun Jan 31 21:58:19 2010	EL PASO, TX	Cloudy	54 12	61 16	3	N	29.86	44
Sun Jan 31 21:58:20 2010	NEW YORK, NY	Sunny	29 -2	24 -4	7	N	30.07	30
Sun Jan 31 21:58:22 2010	BALTIMORE, MD	Sunny	28 -2	19 -7	10	W	30.17	35
Sun Jan 31 21:58:23 2010	LAS VEGAS, NV	Partly Sunny	55 13	60 16	5	ENE	29.94	44
Sun Jan 31 21:58:24 2010	WASHINGTON, DC	Sunny	31 -1	39 4	0	CLM	30.19	30
Sun Jan 31 21:58:25 2010	AUSTIN, TX	Cloudy	35 2	45 7	0	CLM	30.27	81
Sun Jan 31 21:58:27 2010	SAN FRANCISCO, CA	Mostly Cloudy	53 12	60 16	0	CLM	30.03	82
Sun Jan 31 21:58:28 2010	OKLAHOMA CITY, OK	Fog	27 -3	24 -4	6	SSE	30.19	87
Sun Jan 31 21:58:29 2010	NASHVILLE, TN	Sunny	36 2	45 7	0	CLM	30.31	47
Sun Jan 31 21:58:30 2010	FORT WORTH, TX	Cloudy	33 1	36 2	5	ENE	30.24	81
Sun Jan 31 21:58:31 2010	PHOENIX, AZ	Partly Sunny	65 18	71 22	0	CLM	29.87	38
Sun Jan 31 21:58:32 2010	PORTLAND, OR	Cloudy	49 9	49 9	5	ENE	30.02	86
Sun Jan 31 21:58:33 2010	CHICAGO, IL	Mostly Sunny	28 -2	16 -9	13	W	30.20	48
Sun Jan 31 21:58:35 2010	SAN ANTONIO, TX	Cloudy	34 1	40 4	3	E	30.21	85
Sun Jan 31 21:58:36 2010	INDIANAPOLIS, IN	Sunny	28 -2	21 -6	9	W	30.26	58
Sun Jan 31 21:58:37 2010	BOSTON, MA	Partly Sunny	28 -2	15 -9	13	NW	29.97	31
Sun Jan 31 21:58:39 2010	JACKSONVILLE, FL	Sunny	48 9	44 7	12	NNE	30.19	57
Sun Jan 31 21:58:40 2010	COLUMBUS, OH	Partly Sunny	30 -1	19 -7	13	WSW	30.21	44
Sun Jan 31 21:58:41 2010	DALLAS, TX	Cloudy	34 1	37 3	5	N	30.23	78
Sun Jan 31 21:58:42 2010	HOUSTON, TX	Cloudy	41 5	50 10	0	CLM	30.24	70
Sun Jan 31 21:58:43 2010	SEATTLE, WA	Cloudy	46 8	42 6	7	SSW	29.99	93
Sun Jan 31 21:58:44 2010	MILWAUKEE, WI	Cloudy	25 -4	12-Oct	15	WNW	30.19	40
Sun Jan 31 21:58:46 2010	DETROIT, MI	Mostly Cloudy	26 -3	11-Dec	14	WSW	30.12	60
Sun Jan 31 21:58:47 2010	PHILADELPHIA, PA	Sunny	30 -1	21 -6	10	WSW	30.13	31
Sun Jan 31 22:42:58 2010	SAN JOSE, CA	Mostly Cloudy	57 14	61 16	3	WNW	29.99	66
Sun Jan 31 22:43:00 2010	CHARLOTTE, NC	Mostly Sunny	40 4	46 8	0	CLM	30.23	33
Sun Jan 31 22:43:01 2010	SAN DIEGO, CA	Partly Sunny	60 16	58 14	13	WNW	29.94	64
Sun Jan 31 22:43:02 2010	DENVER, CO	Intermittent Clouds	39 4	41 5	5	NNE	29.83	46
Sun Jan 31 22:43:04 2010	MEMPHIS, TN	Mostly Sunny	37 3	39 4	5	NNE	30.31	64
Sun Jan 31 22:43:05 2010	LOS ANGELES, CA	Sunny	65 18	71 22	0	CLM	29.92	46
Sun Jan 31 22:43:07 2010	EL PASO, TX	Mostly Cloudy	55 13	61 16	3	WSW	29.84	41
Sun Jan 31 22:43:08 2010	NEW YORK, NY	Sunny	30 -1	24 -4	7	W	30.06	28
Sun Jan 31 22:43:09 2010	BALTIMORE, MD	Sunny	29 -2	19 -7	10	WSW	30.17	36
Sun Jan 31 22:43:10 2010	LAS VEGAS, NV	Intermittent Clouds	56 13	61 16	3	W	29.91	41
Sun Jan 31 22:43:12 2010	WASHINGTON, DC	Sunny	33 1	27 -3	8	WNW	30.18	30
Sun Jan 31 22:43:14 2010	AUSTIN, TX	Cloudy	35 2	43 6	0	CLM	30.25	81
Sun Jan 31 22:43:15 2010	SAN FRANCISCO, CA	Intermittent Clouds	54 12	59 15	3	NNE	30.00	80
Sun Jan 31 22:43:16 2010	OKLAHOMA CITY, OK	Fog	27 -3	26 -3	5	N	30.19	90
Sun Jan 31 22:43:17 2010	NASHVILLE, TN	Sunny	38 3	44 7	0	CLM	30.31	42
Sun Jan 31 22:43:19 2010	FORT WORTH, TX	Cloudy	33 1	41 5	0	CLM	30.23	81
Sun Jan 31 22:43:20 2010	PHOENIX, AZ	Partly Sunny	66 19	70 21	0	CLM	29.85	36
Sun Jan 31 22:43:21 2010	PORTLAND, OR	Cloudy	51 11	52 11	3	S	30.00	76
Sun Jan 31 22:43:22 2010	CHICAGO, IL	Mostly Sunny	28 -2	16 -9	12	W	30.22	50
Sun Jan 31 22:43:24 2010	SAN ANTONIO, TX	Cloudy	36 2	38 3	5	NE	30.18	81
Sun Jan 31 22:43:25 2010	INDIANAPOLIS, IN	Sunny	28 -2	15 -9	13	WSW	30.27	55
Sun Jan 31 22:43:26 2010	BOSTON, MA	Partly Sunny	29 -2	17 -8	12	NW	29.98	31
Sun Jan 31 22:43:27 2010	JACKSONVILLE, FL	Sunny	46 8	42 6	8	NE	30.20	61
Sun Jan 31 22:43:28 2010	COLUMBUS, OH	Sunny	31 -1	18 -8	14	W	30.21	41
Sun Jan 31 22:43:29 2010	DALLAS, TX	Cloudy	36 2	38 3	3	E	30.21	74
Sun Jan 31 22:43:30 2010	HOUSTON, TX	Cloudy	42 6	45 7	2	SW	30.24	70
Sun Jan 31 22:43:32 2010	SEATTLE, WA	Cloudy	47 8	45 7	6	SSW	30.01	89
Sun Jan 31 22:43:33 2010	MILWAUKEE, WI	Partly Sunny	25 -4	12-Oct	14	NW	30.21	42
Sun Jan 31 22:43:34 2010	DETROIT, MI	Mostly Cloudy	29 -2	15 -9	14	WSW	30.12	53
Sun Jan 31 22:43:35 2010	PHILADELPHIA, PA	Sunny	30 -1	17 -8	14	WSW	30.13	36
Sun Jan 31 23:26:17 2010	SAN JOSE, CA	Mostly Cloudy	60 16	62 17	5	NW	29.97	59
Sun Jan 31 23:26:18 2010	CHARLOTTE, NC	Mostly Sunny	38 3	38 3	3	S	30.24	48
Sun Jan 31 23:26:20 2010	SAN DIEGO, CA	Partly Sunny	61 16	59 15	10	W	29.93	62
Sun Jan 31 23:26:21 2010	DENVER, CO	Intermittent Clouds	37 3	41 5	5	NE	29.82	47
Sun Jan 31 23:26:22 2010	MEMPHIS, TN	Mostly Sunny	37 3	39 4	3	N	30.32	64
Sun Jan 31 23:26:24 2010	LOS ANGELES, CA	Sunny	66 19	67 19	5	W	29.90	52
Sun Jan 31 23:26:25 2010	EL PASO, TX	Mostly Cloudy	57 14	63 17	0	CLM	29.82	40
Sun Jan 31 23:26:27 2010	NEW YORK, NY	Sunny	29 -2	21 -6	8	WSW	30.06	30
Sun Jan 31 23:26:28 2010	BALTIMORE, MD	Sunny	28 -2	24 -4	6	W	30.17	37
Sun Jan 31 23:26:30 2010	LAS VEGAS, NV	Intermittent Clouds	59 15	64 18	0	CLM	29.89	35
Sun Jan 31 23:26:31 2010	WASHINGTON, DC	Sunny	33 1	31 -1	5	W	30.17	27
Sun Jan 31 23:26:32 2010	AUSTIN, TX	Cloudy	35 2	41 5	0	CLM	30.23	81
Sun Jan 31 23:26:34 2010	SAN FRANCISCO, CA	Intermittent Clouds	53 12	56 13	5	NNE	29.98	82
Sun Jan 31 23:26:35 2010	OKLAHOMA CITY, OK	Fog	28 -2	25 -4	5	N	30.17	87
Sun Jan 31 23:26:36 2010	NASHVILLE, TN	Partly Sunny	35 2	40 4	0	CLM	30.32	47
Sun Jan 31 23:26:37 2010	FORT WORTH, TX	Cloudy	34 1	26 -3	9	SSE	30.23	78
Sun Jan 31 23:26:38 2010	PHOENIX, AZ	Partly Sunny	67 19	69 21	0	CLM	29.83	35
Sun Jan 31 23:26:40 2010	PORTLAND, OR	Cloudy	51 11	50 10	6	E	29.98	79
Sun Jan 31 23:26:41 2010	CHICAGO, IL	Mostly Sunny	28 -2	14 -10	14	WNW	30.24	50
Sun Jan 31 23:26:42 2010	SAN ANTONIO, TX	Cloudy	37 3	33 1	7	NE	30.18	78
Sun Jan 31 23:26:43 2010	INDIANAPOLIS, IN	Mostly Sunny	29 -2	18 -8	10	WSW	30.27	51
Sun Jan 31 23:26:44 2010	BOSTON, MA	Partly Cloudy	28 -2	17 -8	10	WNW	30.00	32
Sun Jan 31 23:26:45 2010	JACKSONVILLE, FL	Partly Sunny	45 7	37 3	12	ENE	30.21	70
Sun Jan 31 23:26:46 2010	COLUMBUS, OH	Sunny	31 -1	16 -9	16	W	30.22	39
Sun Jan 31 23:26:48 2010	DALLAS, TX	Cloudy	36 2	37 3	3	N	30.22	72
Sun Jan 31 23:26:49 2010	HOUSTON, TX	Intermittent Clouds	45 7	45 7	5	SE	30.22	62
Sun Jan 31 23:26:50 2010	SEATTLE, WA	Cloudy	48 9	45 7	6	SW	29.99	82
Sun Jan 31 23:26:51 2010	MILWAUKEE, WI	Mostly Cloudy	24 -4	12-Oct	13	NW	30.25	43
Sun Jan 31 23:26:53 2010	DETROIT, MI	Partly Sunny	29 -2	14 -10	15	WSW	30.12	51
Sun Jan 31 23:26:54 2010	PHILADELPHIA, PA	Sunny	28 -2	16 -9	12	WSW	30.14	37
Thu Feb  4 00:11:34 2010	SAN JOSE, CA	Mostly Cloudy	63 17	64 18	5	N	29.78	51
Thu Feb  4 00:11:36 2010	CHARLOTTE, NC	Mostly Clear	47 8	50 10	0	CLM	30.17	55
Thu Feb  4 00:11:37 2010	SAN DIEGO, CA	Partly Sunny	61 16	58 14	9	SSW	29.77	69
Thu Feb  4 00:11:38 2010	DENVER, CO	Cloudy	46 8	44 7	6	E	29.85	21
Thu Feb  4 00:11:40 2010	MEMPHIS, TN	Cloudy	44 7	37 3	9	N	30.25	55
Thu Feb  4 00:11:41 2010	LOS ANGELES, CA	Sunny	68 20	67 19	3	N	29.72	45
Thu Feb  4 00:11:43 2010	EL PASO, TX	Cloudy	45 7	36 2	14	N	29.62	85
Thu Feb  4 00:11:44 2010	NEW YORK, NY	Cloudy	36 2	29 -2	8	WNW	30.05	54
Thu Feb  4 00:11:46 2010	BALTIMORE, MD	Cloudy	38 3	38 3	3	WNW	30.16	64
Thu Feb  4 00:11:47 2010	LAS VEGAS, NV	Partly Sunny	62 17	63 17	3	N	29.65	32
Thu Feb  4 00:11:48 2010	WASHINGTON, DC	Mostly Cloudy	40 4	34 1	8	WNW	30.17	62
Thu Feb  4 00:11:49 2010	AUSTIN, TX	Rain	48 9	34 1	15	NE	29.92	96
Thu Feb  4 00:11:51 2010	SAN FRANCISCO, CA	Mostly Cloudy	58 14	60 16	3	NNE	29.81	74
Thu Feb  4 00:11:52 2010	OKLAHOMA CITY, OK	Cloudy	37 3	30 -1	8	E	30.11	81
Thu Feb  4 00:11:53 2010	NASHVILLE, TN	Mostly Sunny	42 6	36 2	8	NE	30.24	54
Thu Feb  4 00:11:54 2010	FORT WORTH, TX	Rain	43 6	37 3	6	ENE	30.08	88
Thu Feb  4 00:11:55 2010	PHOENIX, AZ	Mostly Cloudy	69 21	67 19	8	SSE	29.59	33
Thu Feb  4 00:11:57 2010	PORTLAND, OR	Cloudy	46 8	36 2	15	ESE	29.70	85
Thu Feb  4 00:11:58 2010	CHICAGO, IL	Cloudy	30 -1	28 -2	5	ENE	30.35	69
Thu Feb  4 00:12:00 2010	SAN ANTONIO, TX	Rain	50 10	42 6	8	ENE	29.86	92
Thu Feb  4 00:12:01 2010	INDIANAPOLIS, IN	Partly Sunny	28 -2	33 1	0	CLM	30.32	74
Thu Feb  4 00:12:03 2010	BOSTON, MA	Cloudy	32 0	26 -3	7	NNW	30.00	58
Thu Feb  4 00:12:04 2010	JACKSONVILLE, FL	Partly Sunny	50 10	46 8	7	N	30.16	81
Thu Feb  4 00:12:05 2010	COLUMBUS, OH	Cloudy	33 1	27 -3	7	W	30.31	66
Thu Feb  4 00:12:07 2010	DALLAS, TX	Cloudy	44 7	41 5	6	E	30.09	85
Thu Feb  4 00:12:08 2010	HOUSTON, TX	Cloudy	54 12	47 8	14	E	29.99	71
Thu Feb  4 00:12:10 2010	SEATTLE, WA	Cloudy	49 9	45 7	8	NE	29.72	86
Thu Feb  4 00:12:11 2010	MILWAUKEE, WI	Partly Sunny	27 -3	33 1	0	CLM	30.36	63
Thu Feb  4 00:12:13 2010	DETROIT, MI	Cloudy	33 1	26 -3	8	NNW	30.29	69
Thu Feb  4 00:12:14 2010	PHILADELPHIA, PA	Mostly Cloudy	38 3	35 2	6	WNW	30.11	67
Thu Feb  4 00:55:46 2010	SAN JOSE, CA	Mostly Cloudy	63 17	64 18	5	N	29.78	51
Thu Feb  4 00:55:47 2010	CHARLOTTE, NC	Mostly Clear	47 8	50 10	0	CLM	30.17	55
Thu Feb  4 00:55:48 2010	SAN DIEGO, CA	Partly Sunny	61 16	58 14	9	SSW	29.77	69
Thu Feb  4 00:55:49 2010	DENVER, CO	Cloudy	43 6	39 4	7	N	29.85	36
Thu Feb  4 00:55:50 2010	MEMPHIS, TN	Cloudy	44 7	37 3	9	N	30.25	55
Thu Feb  4 00:55:51 2010	LOS ANGELES, CA	Sunny	68 20	67 19	3	N	29.72	45
Thu Feb  4 00:55:53 2010	EL PASO, TX	Cloudy	45 7	36 2	14	N	29.62	85
Thu Feb  4 00:55:54 2010	NEW YORK, NY	Cloudy	36 2	29 -2	8	WNW	30.05	54
Thu Feb  4 00:55:55 2010	BALTIMORE, MD	Cloudy	38 3	38 3	3	WNW	30.16	64
Thu Feb  4 00:55:56 2010	LAS VEGAS, NV	Partly Sunny	62 17	63 17	3	N	29.65	32
Thu Feb  4 00:55:57 2010	WASHINGTON, DC	Mostly Cloudy	40 4	34 1	8	WNW	30.17	62
Thu Feb  4 00:55:58 2010	AUSTIN, TX	Rain	48 9	34 1	15	NE	29.92	96
Thu Feb  4 00:56:00 2010	SAN FRANCISCO, CA	Mostly Cloudy	58 14	60 16	3	NNE	29.81	74
Thu Feb  4 00:56:01 2010	OKLAHOMA CITY, OK	Cloudy	37 3	30 -1	8	E	30.11	81
Thu Feb  4 00:56:02 2010	NASHVILLE, TN	Mostly Sunny	42 6	36 2	8	NE	30.24	54
Thu Feb  4 00:56:03 2010	FORT WORTH, TX	Rain	43 6	37 3	6	ENE	30.08	88
Thu Feb  4 00:56:04 2010	PHOENIX, AZ	Mostly Cloudy	69 21	67 19	8	SSE	29.59	33
Thu Feb  4 00:56:05 2010	PORTLAND, OR	Cloudy	46 8	36 2	15	ESE	29.70	85
Thu Feb  4 00:56:06 2010	CHICAGO, IL	Cloudy	30 -1	28 -2	5	ENE	30.35	69
Thu Feb  4 00:56:07 2010	SAN ANTONIO, TX	Rain	50 10	42 6	8	ENE	29.86	92
Thu Feb  4 00:56:08 2010	INDIANAPOLIS, IN	Partly Sunny	28 -2	33 1	0	CLM	30.32	74
Thu Feb  4 00:56:10 2010	BOSTON, MA	Cloudy	32 0	26 -3	7	NNW	30.00	58
Thu Feb  4 00:56:11 2010	JACKSONVILLE, FL	Partly Sunny	50 10	46 8	7	N	30.16	81
Thu Feb  4 00:56:12 2010	COLUMBUS, OH	Cloudy	33 1	27 -3	7	W	30.31	66
Thu Feb  4 00:56:13 2010	DALLAS, TX	Cloudy	44 7	41 5	6	E	30.09	85
Thu Feb  4 00:56:14 2010	HOUSTON, TX	Rain	52 11	42 6	13	E	30.00	81
Thu Feb  4 00:56:16 2010	SEATTLE, WA	Cloudy	49 9	45 7	8	NE	29.72	86
Thu Feb  4 00:56:17 2010	MILWAUKEE, WI	Partly Sunny	27 -3	33 1	0	CLM	30.36	63
Thu Feb  4 00:56:18 2010	DETROIT, MI	Cloudy	32 0	30 -1	5	NNW	30.28	74
Thu Feb  4 00:56:19 2010	PHILADELPHIA, PA	Mostly Cloudy	38 3	35 2	6	WNW	30.11	67
Thu Feb  4 01:38:49 2010	SAN JOSE, CA	Mostly Cloudy	58 14	53 12	12	WNW	29.80	64
Thu Feb  4 01:38:53 2010	CHARLOTTE, NC	Mostly Clear	47 8	46 8	5	ENE	30.19	55
Thu Feb  4 01:38:55 2010	SAN DIEGO, CA	Partly Sunny	60 16	56 13	9	SW	29.78	72
Thu Feb  4 01:38:56 2010	DENVER, CO	Cloudy	41 5	33 1	10	N	29.85	38
Thu Feb  4 01:38:57 2010	MEMPHIS, TN	Cloudy	43 6	35 2	10	NE	30.28	55
Thu Feb  4 01:39:02 2010	LOS ANGELES, CA	Sunny	66 19	66 19	0	CLM	29.73	46
Thu Feb  4 01:39:04 2010	EL PASO, TX	Cloudy	45 7	39 4	9	NNW	29.65	85
Thu Feb  4 01:39:06 2010	NEW YORK, NY	Clear	35 2	28 -2	8	WNW	30.08	56
Thu Feb  4 01:39:07 2010	BALTIMORE, MD	Mostly Cloudy	36 2	34 1	5	WNW	30.17	69
Thu Feb  4 01:39:09 2010	LAS VEGAS, NV	Partly Sunny	62 17	62 17	3	NE	29.66	29
Thu Feb  4 01:39:10 2010	WASHINGTON, DC	Mostly Cloudy	40 4	35 2	7	WNW	30.20	59
Thu Feb  4 01:39:11 2010	AUSTIN, TX	Rain	48 9	38 3	10	ENE	29.90	96
Thu Feb  4 01:39:13 2010	SAN FRANCISCO, CA	Cloudy	57 14	53 12	9	W	29.83	77
Thu Feb  4 01:39:14 2010	OKLAHOMA CITY, OK	Cloudy	37 3	32 0	7	ENE	30.11	81
Thu Feb  4 01:39:15 2010	NASHVILLE, TN	Mostly Clear	38 3	33 1	7	NNE	30.28	64
Thu Feb  4 01:39:17 2010	FORT WORTH, TX	Rain	43 6	31 -1	12	ENE	30.06	88
Thu Feb  4 01:39:18 2010	PHOENIX, AZ	Mostly Cloudy	69 21	66 19	7	S	29.60	33
Thu Feb  4 01:39:20 2010	PORTLAND, OR	Cloudy	46 8	35 2	17	ESE	29.71	85
Thu Feb  4 01:39:21 2010	CHICAGO, IL	Cloudy	28 -2	22 -6	7	ENE	30.37	71
Thu Feb  4 01:39:22 2010	SAN ANTONIO, TX	Cloudy	50 10	40 4	16	E	29.81	92
Thu Feb  4 01:39:23 2010	INDIANAPOLIS, IN	Partly Cloudy	27 -3	33 1	0	CLM	30.35	74
Thu Feb  4 01:39:25 2010	BOSTON, MA	Cloudy	32 0	25 -4	8	NW	30.01	56
Thu Feb  4 01:39:26 2010	JACKSONVILLE, FL	Partly Cloudy	48 9	47 8	5	N	30.16	87
Thu Feb  4 01:39:27 2010	COLUMBUS, OH	Cloudy	32 0	28 -2	6	W	30.33	72
Thu Feb  4 01:39:28 2010	DALLAS, TX	Rain	43 6	34 1	8	ENE	30.09	85
Thu Feb  4 01:39:29 2010	HOUSTON, TX	Cloudy	51 11	42 6	16	ENE	29.99	85
Thu Feb  4 01:39:31 2010	SEATTLE, WA	Cloudy	48 9	47 8	5	NNE	29.72	82
Thu Feb  4 01:39:32 2010	MILWAUKEE, WI	Mostly Clear	25 -4	31 -1	0	CLM	30.38	68
Thu Feb  4 01:39:33 2010	DETROIT, MI	Cloudy	32 0	30 -1	5	NW	30.31	75
Thu Feb  4 01:39:34 2010	PHILADELPHIA, PA	Cloudy	39 4	30 -1	10	W	30.14	61
Thu Feb  4 02:25:57 2010	SAN JOSE, CA	Cloudy	58 14	52 11	13	NW	29.82	71
Thu Feb  4 02:25:58 2010	CHARLOTTE, NC	Clear	44 7	48 9	0	CLM	30.21	62
Thu Feb  4 02:26:00 2010	SAN DIEGO, CA	Partly Sunny	60 16	57 14	8	SSW	29.79	72
Thu Feb  4 02:26:01 2010	DENVER, CO	Cloudy	39 4	31 -1	9	N	29.87	38
Thu Feb  4 02:26:02 2010	MEMPHIS, TN	Cloudy	42 6	32 0	13	NE	30.27	57
Thu Feb  4 02:26:04 2010	LOS ANGELES, CA	Sunny	63 17	64 18	0	CLM	29.74	55
Thu Feb  4 02:26:07 2010	EL PASO, TX	Showers	45 7	35 2	10	N	29.66	85
Thu Feb  4 02:26:09 2010	NEW YORK, NY	Clear	34 1	32 0	5	N	30.11	58
Thu Feb  4 02:26:10 2010	BALTIMORE, MD	Partly Cloudy	35 2	30 -1	7	WNW	30.20	69
Thu Feb  4 02:26:11 2010	LAS VEGAS, NV	Partly Sunny	60 16	59 15	5	ESE	29.67	34
Thu Feb  4 02:26:13 2010	WASHINGTON, DC	Cloudy	40 4	37 3	6	W	30.23	59
Thu Feb  4 02:26:16 2010	AUSTIN, TX	Cloudy	49 9	40 4	14	ENE	29.89	92
Thu Feb  4 02:26:18 2010	SAN FRANCISCO, CA	Cloudy	56 13	50 10	13	W	29.84	77
Thu Feb  4 02:26:20 2010	OKLAHOMA CITY, OK	Cloudy	36 2	29 -2	8	E	30.11	86
Thu Feb  4 02:26:22 2010	NASHVILLE, TN	Mostly Clear	37 3	33 1	6	NNE	30.32	66
Thu Feb  4 02:26:23 2010	FORT WORTH, TX	Showers	41 5	29 -2	12	E	30.06	88
Thu Feb  4 02:26:25 2010	PHOENIX, AZ	Mostly Cloudy	68 20	65 18	6	S	29.62	35
Thu Feb  4 02:26:27 2010	PORTLAND, OR	Showers	45 7	30 -1	18	ESE	29.72	85
Thu Feb  4 02:26:29 2010	CHICAGO, IL	Cloudy	28 -2	22 -6	7	NE	30.39	71
Thu Feb  4 02:26:30 2010	SAN ANTONIO, TX	Cloudy	50 10	43 6	12	ENE	29.85	96
Thu Feb  4 02:26:31 2010	INDIANAPOLIS, IN	Clear	26 -3	26 -3	3	NNW	30.38	77
Thu Feb  4 02:26:34 2010	BOSTON, MA	Cloudy	32 0	25 -4	8	NW	30.01	56
Thu Feb  4 02:26:38 2010	JACKSONVILLE, FL	Partly Cloudy	45 7	48 9	0	CLM	30.17	93
Thu Feb  4 02:26:49 2010	COLUMBUS, OH	Cloudy	33 1	31 -1	5	NW	30.35	69
Thu Feb  4 02:26:56 2010	DALLAS, TX	Cloudy	43 6	40 4	6	E	30.07	85
Thu Feb  4 02:27:00 2010	HOUSTON, TX	Showers	51 11	39 4	15	ENE	29.99	85
Thu Feb  4 02:27:05 2010	SEATTLE, WA	Showers	47 8	44 7	3	W	29.73	89
Thu Feb  4 02:27:12 2010	MILWAUKEE, WI	Mostly Clear	25 -4	25 -4	3	S	30.39	71
Thu Feb  4 02:27:17 2010	DETROIT, MI	Cloudy	32 0	26 -3	7	NNW	30.34	75
Thu Feb  4 02:27:20 2010	PHILADELPHIA, PA	Mostly Cloudy	38 3	33 1	7	WNW	30.15	62
Thu Feb  4 03:09:49 2010	SAN JOSE, CA	Cloudy	58 14	52 11	13	NW	29.82	71
Thu Feb  4 03:09:51 2010	CHARLOTTE, NC	Clear	44 7	48 9	0	CLM	30.21	62
Thu Feb  4 03:09:52 2010	SAN DIEGO, CA	Partly Sunny	60 16	57 14	8	SSW	29.79	72
Thu Feb  4 03:09:53 2010	DENVER, CO	Cloudy	39 4	31 -1	9	N	29.87	38
Thu Feb  4 03:09:55 2010	MEMPHIS, TN	Cloudy	42 6	32 0	13	NE	30.27	57
Thu Feb  4 03:09:56 2010	LOS ANGELES, CA	Mostly Sunny	63 17	64 18	0	CLM	29.74	55
Thu Feb  4 03:09:57 2010	EL PASO, TX	Cloudy	45 7	37 3	12	N	29.75	87
Thu Feb  4 03:09:58 2010	NEW YORK, NY	Clear	34 1	32 0	5	N	30.11	58
Thu Feb  4 03:10:00 2010	BALTIMORE, MD	Partly Cloudy	35 2	30 -1	7	WNW	30.20	69
Thu Feb  4 03:10:01 2010	LAS VEGAS, NV	Partly Sunny	60 16	59 15	5	ESE	29.67	34
Thu Feb  4 03:10:02 2010	WASHINGTON, DC	Cloudy	40 4	37 3	6	W	30.23	59
Thu Feb  4 03:10:03 2010	AUSTIN, TX	Cloudy	49 9	40 4	14	ENE	29.89	92
Thu Feb  4 03:10:04 2010	SAN FRANCISCO, CA	Cloudy	56 13	50 10	13	W	29.84	77
Thu Feb  4 03:10:05 2010	OKLAHOMA CITY, OK	Rain	36 2	25 -4	9	E	30.15	85
Thu Feb  4 03:10:06 2010	NASHVILLE, TN	Clear	37 3	33 1	6	N	30.33	66
Thu Feb  4 03:10:07 2010	FORT WORTH, TX	Showers	42 6	33 1	8	ENE	30.06	85
Thu Feb  4 03:10:08 2010	PHOENIX, AZ	Cloudy	67 19	64 18	8	NE	29.65	40
Thu Feb  4 03:10:10 2010	PORTLAND, OR	Cloudy	44 7	34 1	14	ESE	29.73	85
Thu Feb  4 03:10:11 2010	CHICAGO, IL	Cloudy	28 -2	26 -3	5	N	30.40	71
Thu Feb  4 03:10:12 2010	SAN ANTONIO, TX	Rain	50 10	40 4	12	ENE	29.85	96
Thu Feb  4 03:10:14 2010	INDIANAPOLIS, IN	Partly Cloudy	25 -4	23 -5	5	N	30.38	81
Thu Feb  4 03:10:15 2010	BOSTON, MA	Cloudy	32 0	25 -4	8	NW	30.01	58
Thu Feb  4 03:10:16 2010	JACKSONVILLE, FL	Clear	41 5	45 7	0	CLM	30.19	100
Thu Feb  4 03:10:17 2010	COLUMBUS, OH	Cloudy	32 0	26 -3	7	NNW	30.38	72
Thu Feb  4 03:10:21 2010	DALLAS, TX	Rain	44 7	35 2	8	E	30.08	78
Thu Feb  4 03:10:22 2010	HOUSTON, TX	Rain	50 10	38 3	13	E	30.00	89
