2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Sun Jan 31 02:51:19 2010	Los Angeles, CA 	8:25 PM ET	58	64	48	 Sunny 	29.94	61	69	W	5
Sun Jan 31 02:51:21 2010	El Paso, TX 	8:25 PM ET	50	54	36	Cloudy 	30	52	52	N	6
Sun Jan 31 02:51:23 2010	New York, NY 	8:25 PM ET	19	23	16	Cloudy 	30.06	19	49	N	10
Sun Jan 31 02:51:25 2010	Baltimore, MD 	8:25 PM ET	18	22	12	Flurries 	30.05	18	79	N	8
Sun Jan 31 02:51:27 2010	Las Vegas, NV 	8:25 PM ET	56	62	41	 Intermittent Clouds 	29.87	59	50	N	5
Sun Jan 31 02:51:28 2010	Washington, DC 	8:25 PM ET	19	23	15	Flurries 	30.07	19	73	N	13
Sun Jan 31 02:51:30 2010	Austin, TX 	8:25 PM ET	38	48	29	 Clear 	30.23	38	72	NE	8
Sun Jan 31 02:51:32 2010	San Francisco, CA 	8:25 PM ET	55	58	44	 Partly Sunny 	30.03	61	77	WNW	9
Sun Jan 31 02:51:34 2010	Oklahoma City, OK 	8:25 PM ET	21	29	18	Cloudy 	30.26	21	75	CLM	0
Sun Jan 31 02:51:36 2010	Nashville, TN 	8:25 PM ET	26	30	13	Cloudy 	30.16	26	71	N	8
Sun Jan 31 02:51:38 2010	Fort Worth, TX 	8:25 PM ET	29	39	25	Cloudy 	30.28	29	78	NW	9
Sun Jan 31 02:51:40 2010	Phoenix, AZ 	8:25 PM ET	65	70	49	 Mostly Clear 	29.87	66	36	E	6
Sun Jan 31 02:51:42 2010	Portland, OR 	8:25 PM ET	44	48	39	Cloudy 	30	47	88	CLM	0
Sun Jan 31 02:51:44 2010	Chicago, IL 	8:25 PM ET	21	23	12	Cloudy 	30.23	21	68	ESE	7
Sun Jan 31 02:51:46 2010	San Antonio, TX 	8:25 PM ET	46	53	34	 Mostly Clear 	30.16	48	60	NNE	7
Sun Jan 31 02:51:48 2010	Indianapolis, IN 	8:25 PM ET	18	26	13	 Mostly Clear 	30.18	18	71	NE	8
Sun Jan 31 02:51:50 2010	Boston, MA 	8:25 PM ET	20	24	15	Cloudy 	30.09	20	39	NNW	8
Sun Jan 31 02:51:52 2010	Jacksonville, FL 	8:25 PM ET	64	70	39	 Partly Cloudy 	29.8	66	82	WSW	13
Sun Jan 31 02:51:54 2010	Columbus, OH 	8:25 PM ET	17	22	12	 Clear 	30.16	17	67	N	10
Sun Jan 31 02:51:56 2010	Dallas, TX 	8:25 PM ET	30	36	27	Cloudy 	30.26	30	78	NNW	9
Sun Jan 31 02:51:58 2010	Houston, TX 	8:25 PM ET	37	48	34	Cloudy 	30.22	37	69	N	14
Sun Jan 31 02:52:00 2010	Seattle, WA 	8:25 PM ET	46	52	41	Cloudy 	29.98	49	93	CLM	0
Sun Jan 31 02:52:01 2010	Milwaukee, WI 	8:25 PM ET	22	23	13	Cloudy 	30.22	22	74	SW	7
Sun Jan 31 02:52:04 2010	Detroit, MI 	8:25 PM ET	16	20	15	 Clear 	30.23	16	67	S	7
Sun Jan 31 02:52:05 2010	Philadelphia, PA 	8:25 PM ET	18	20	14	Flurries 	30.06	18	73	N	9
Sun Jan 31 03:34:50 2010	San Jose, CA 	9:26 PM ET	53	59	42	 Partly Cloudy 	30.01	58	79	NW	6
Sun Jan 31 03:34:52 2010	Charlotte, NC 	9:26 PM ET	24	30	14	Cloudy 	29.98	24	74	NNE	12
Sun Jan 31 03:34:54 2010	San Diego, CA 	9:26 PM ET	58	62	52	 Partly Cloudy 	29.97	61	71	N	5
Sun Jan 31 03:34:56 2010	Denver, CO 	9:26 PM ET	33	46	21	 Mostly Clear 	29.97	33	61	S	12
Sun Jan 31 03:34:58 2010	Memphis, TN 	9:26 PM ET	25	31	23	 Clear 	30.21	25	81	N	3
Sun Jan 31 03:35:00 2010	Los Angeles, CA 	9:26 PM ET	57	64	48	 Clear 	29.94	61	74	W	3
Sun Jan 31 03:35:02 2010	El Paso, TX 	9:26 PM ET	47	54	36	 Intermittent Clouds 	30	49	58	N	7
Sun Jan 31 03:35:03 2010	New York, NY 	9:26 PM ET	19	23	16	Cloudy 	30.03	19	47	N	9
Sun Jan 31 03:35:05 2010	Baltimore, MD 	9:26 PM ET	18	22	12	Flurries 	30.04	18	79	N	5
Sun Jan 31 03:35:07 2010	Las Vegas, NV 	9:26 PM ET	54	62	41	 Intermittent Clouds 	29.88	57	56	N	7
Sun Jan 31 03:35:09 2010	Washington, DC 	9:26 PM ET	19	23	15	Flurries 	30.06	19	70	N	18
Sun Jan 31 03:35:11 2010	Austin, TX 	9:26 PM ET	36	48	29	 Clear 	30.25	36	78	NE	9
Sun Jan 31 03:35:13 2010	San Francisco, CA 	9:26 PM ET	53	58	44	 Partly Cloudy 	30.02	58	85	W	12
Sun Jan 31 03:35:15 2010	Oklahoma City, OK 	9:26 PM ET	20	29	18	Cloudy 	30.26	20	94	CLM	0
Sun Jan 31 03:35:17 2010	Nashville, TN 	9:26 PM ET	26	30	13	Cloudy 	30.18	26	71	NNW	6
Sun Jan 31 03:35:19 2010	Fort Worth, TX 	9:26 PM ET	29	39	25	Cloudy 	30.29	29	78	N	5
Sun Jan 31 03:35:21 2010	Phoenix, AZ 	9:26 PM ET	63	70	49	 Mostly Clear 	29.88	63	39	E	3
Sun Jan 31 03:35:23 2010	Portland, OR 	9:26 PM ET	44	48	39	Cloudy 	30.01	47	88	SE	3
Sun Jan 31 03:35:25 2010	Chicago, IL 	9:26 PM ET	20	23	12	Cloudy 	30.22	20	74	SE	3
Sun Jan 31 03:35:27 2010	San Antonio, TX 	9:26 PM ET	43	53	34	 Clear 	30.19	45	67	NE	7
Sun Jan 31 03:35:29 2010	Indianapolis, IN 	9:26 PM ET	18	26	13	 Mostly Clear 	30.2	18	67	N	5
Sun Jan 31 03:35:31 2010	Boston, MA 	9:26 PM ET	19	24	15	Cloudy 	30.06	19	41	NNW	8
Sun Jan 31 03:35:33 2010	Jacksonville, FL 	9:26 PM ET	61	70	39	Cloudy 	29.84	66	82	WSW	9
Sun Jan 31 03:35:34 2010	Columbus, OH 	9:26 PM ET	16	22	12	 Clear 	30.17	16	70	N	10
Sun Jan 31 03:35:36 2010	Dallas, TX 	9:26 PM ET	30	36	27	Cloudy 	30.27	30	78	N	10
Sun Jan 31 03:35:38 2010	Houston, TX 	9:26 PM ET	37	48	34	Cloudy 	30.23	37	69	N	15
Sun Jan 31 03:35:40 2010	Seattle, WA 	9:26 PM ET	47	52	41	Rain 	29.99	50	92	CLM	0
Sun Jan 31 03:35:42 2010	Milwaukee, WI 	9:26 PM ET	22	23	13	 Mostly Cloudy 	30.21	22	74	SW	6
Sun Jan 31 03:35:44 2010	Detroit, MI 	9:26 PM ET	15	20	15	 Clear 	30.22	15	71	S	5
Sun Jan 31 03:35:46 2010	Philadelphia, PA 	9:26 PM ET	19	20	14	Rain/Snow mix 	30.05	19	59	NNE	8
Sun Jan 31 04:18:44 2010	San Jose, CA 	9:26 PM ET	53	59	42	 Partly Cloudy 	30.01	58	79	NW	6
Sun Jan 31 04:18:46 2010	Charlotte, NC 	9:26 PM ET	24	30	14	Cloudy 	29.98	24	74	NNE	12
Sun Jan 31 04:18:48 2010	San Diego, CA 	9:26 PM ET	58	62	52	 Partly Cloudy 	29.97	61	71	N	5
Sun Jan 31 04:18:49 2010	Denver, CO 	9:26 PM ET	33	46	21	 Mostly Clear 	29.97	33	61	S	12
Sun Jan 31 04:18:51 2010	Memphis, TN 	9:26 PM ET	25	31	23	 Clear 	30.21	25	81	N	3
Sun Jan 31 04:18:53 2010	Los Angeles, CA 	9:26 PM ET	57	64	48	 Clear 	29.94	61	74	W	3
Sun Jan 31 04:18:55 2010	El Paso, TX 	9:26 PM ET	47	54	36	 Intermittent Clouds 	30	49	58	N	7
Sun Jan 31 04:18:57 2010	New York, NY 	9:26 PM ET	19	23	16	Cloudy 	30.03	19	47	N	9
Sun Jan 31 04:18:59 2010	Baltimore, MD 	9:26 PM ET	18	22	12	Flurries 	30.04	18	79	N	5
Sun Jan 31 04:19:01 2010	Las Vegas, NV 	9:26 PM ET	54	62	41	 Intermittent Clouds 	29.88	57	56	N	7
Sun Jan 31 04:19:03 2010	Washington, DC 	9:26 PM ET	19	23	15	Flurries 	30.06	19	70	N	18
Sun Jan 31 04:19:05 2010	Austin, TX 	9:26 PM ET	36	48	29	 Clear 	30.25	36	78	NE	9
Sun Jan 31 04:19:07 2010	San Francisco, CA 	9:26 PM ET	53	58	44	 Partly Cloudy 	30.02	58	85	W	12
Sun Jan 31 04:19:09 2010	Oklahoma City, OK 	9:26 PM ET	20	29	18	Cloudy 	30.26	20	94	CLM	0
Sun Jan 31 04:19:11 2010	Nashville, TN 	9:26 PM ET	26	30	13	Cloudy 	30.18	26	71	NNW	6
Sun Jan 31 04:19:13 2010	Fort Worth, TX 	9:26 PM ET	29	39	25	Cloudy 	30.29	29	78	N	5
Sun Jan 31 04:19:15 2010	Phoenix, AZ 	9:26 PM ET	63	70	49	 Mostly Clear 	29.88	63	39	E	3
Sun Jan 31 04:19:17 2010	Portland, OR 	9:26 PM ET	44	48	39	Cloudy 	30.01	47	88	SE	3
Sun Jan 31 04:19:19 2010	Chicago, IL 	9:26 PM ET	20	23	12	Cloudy 	30.22	20	74	SE	3
Sun Jan 31 04:19:21 2010	San Antonio, TX 	9:26 PM ET	43	53	34	 Clear 	30.19	45	67	NE	7
Sun Jan 31 04:19:23 2010	Indianapolis, IN 	9:26 PM ET	18	26	13	 Mostly Clear 	30.2	18	67	N	5
Sun Jan 31 04:19:25 2010	Boston, MA 	9:26 PM ET	19	24	15	Cloudy 	30.06	19	41	NNW	8
Sun Jan 31 04:19:27 2010	Jacksonville, FL 	9:26 PM ET	61	70	39	Cloudy 	29.84	66	82	WSW	9
Sun Jan 31 04:19:29 2010	Columbus, OH 	9:26 PM ET	-8	-5	-11	 Clear 	30.17	-8	70	N	10
Sun Jan 31 04:19:31 2010	Dallas, TX 	9:26 PM ET	30	36	27	Cloudy 	30.27	30	78	N	10
Sun Jan 31 04:19:33 2010	Houston, TX 	9:26 PM ET	37	48	34	Cloudy 	30.23	37	69	N	15
Sun Jan 31 04:19:34 2010	Seattle, WA 	9:26 PM ET	47	52	41	Rain 	29.99	50	92	CLM	0
Sun Jan 31 04:19:36 2010	Milwaukee, WI 	9:26 PM ET	22	23	13	 Mostly Cloudy 	30.21	22	74	SW	6
Sun Jan 31 04:19:38 2010	Detroit, MI 	9:26 PM ET	15	20	15	 Clear 	30.22	15	71	S	5
Sun Jan 31 04:19:40 2010	Philadelphia, PA 	9:26 PM ET	19	20	14	Rain/Snow mix 	30.05	19	59	NNE	8
Sun Jan 31 05:02:55 2010	San Jose, CA 	10:25 PM ET	50	59	42	 Partly Cloudy 	30.02	56	89	WNW	8
Sun Jan 31 05:02:57 2010	Charlotte, NC 	10:25 PM ET	23	30	14	Cloudy 	30	23	77	N	13
Sun Jan 31 05:02:58 2010	San Diego, CA 	10:25 PM ET	57	62	52	 Partly Cloudy 	29.97	61	74	CLM	0
Sun Jan 31 05:03:00 2010	Denver, CO 	10:25 PM ET	33	46	21	 Mostly Clear 	29.95	33	61	SSE	9
Sun Jan 31 05:03:03 2010	Memphis, TN 	10:25 PM ET	24	31	23	 Clear 	30.23	24	77	N	5
Sun Jan 31 05:03:04 2010	Los Angeles, CA 	10:25 PM ET	56	64	48	 Clear 	29.95	61	77	CLM	0
Sun Jan 31 05:03:06 2010	El Paso, TX 	10:25 PM ET	44	54	36	 Intermittent Clouds 	30	46	67	NNE	3
Sun Jan 31 05:03:08 2010	New York, NY 	10:25 PM ET	19	23	16	Cloudy 	30.02	19	47	N	7
Sun Jan 31 05:03:10 2010	Baltimore, MD 	10:25 PM ET	17	22	12	Flurries 	30.04	17	80	NNW	5
Sun Jan 31 05:03:12 2010	Las Vegas, NV 	10:25 PM ET	54	62	41	 Mostly Cloudy 	29.88	57	54	N	6
Sun Jan 31 05:03:14 2010	Washington, DC 	10:25 PM ET	19	23	15	Flurries 	30.06	19	67	N	17
Sun Jan 31 05:03:16 2010	Austin, TX 	10:25 PM ET	34	48	29	 Clear 	30.27	34	81	NE	9
Sun Jan 31 05:03:18 2010	San Francisco, CA 	10:25 PM ET	52	58	44	 Partly Cloudy 	30.03	58	89	W	13
Sun Jan 31 05:03:20 2010	Oklahoma City, OK 	10:25 PM ET	20	29	18	Cloudy 	30.27	20	94	S	5
Sun Jan 31 05:03:22 2010	Nashville, TN 	10:25 PM ET	25	30	13	 Partly Cloudy 	30.19	25	71	NNW	6
Sun Jan 31 05:03:24 2010	Fort Worth, TX 	10:25 PM ET	29	39	25	Cloudy 	30.29	29	78	NNW	6
Sun Jan 31 05:03:26 2010	Phoenix, AZ 	10:25 PM ET	60	70	49	 Mostly Clear 	29.88	64	51	ENE	3
Sun Jan 31 05:03:28 2010	Portland, OR 	10:25 PM ET	44	48	39	Showers 	30.01	47	88	CLM	0
Sun Jan 31 05:03:29 2010	Chicago, IL 	10:25 PM ET	21	23	12	Cloudy 	30.22	21	74	CLM	0
Sun Jan 31 05:03:31 2010	San Antonio, TX 	10:25 PM ET	41	53	34	 Clear 	30.2	44	70	NNE	8
Sun Jan 31 05:03:33 2010	Indianapolis, IN 	10:25 PM ET	18	26	13	 Mostly Clear 	30.21	18	73	NNE	9
Sun Jan 31 05:03:36 2010	Boston, MA 	10:25 PM ET	18	24	15	 Mostly Cloudy 	30.04	18	43	NNW	9
Sun Jan 31 05:03:39 2010	Jacksonville, FL 	10:25 PM ET	54	70	39	Cloudy 	29.91	59	87	NNW	17
Sun Jan 31 05:03:40 2010	Columbus, OH 	10:25 PM ET	13	22	12	 Clear 	30.18	13	80	N	6
Sun Jan 31 05:03:43 2010	Dallas, TX 	10:25 PM ET	30	36	27	Cloudy 	30.28	30	78	NNW	8
Sun Jan 31 05:03:44 2010	Houston, TX 	10:25 PM ET	37	48	34	Cloudy 	30.25	37	69	N	13
Sun Jan 31 05:03:46 2010	Seattle, WA 	10:25 PM ET	47	52	41	Cloudy 	29.98	50	89	CLM	0
Sun Jan 31 05:03:48 2010	Milwaukee, WI 	10:25 PM ET	23	23	13	Cloudy 	30.2	23	68	W	6
Sun Jan 31 05:03:50 2010	Detroit, MI 	10:25 PM ET	15	20	15	 Clear 	30.22	15	70	CLM	0
Sun Jan 31 05:03:52 2010	Philadelphia, PA 	10:25 PM ET	19	20	14	Cloudy 	30.03	19	49	N	12
Sun Jan 31 05:49:13 2010	San Jose, CA 	11:25 PM ET	50	59	42	 Partly Cloudy 	30.03	56	89	NW	6
Sun Jan 31 05:49:14 2010	Charlotte, NC 	11:25 PM ET	24	30	14	Cloudy 	30.01	24	71	NNE	9
Sun Jan 31 05:49:16 2010	San Diego, CA 	11:25 PM ET	56	62	52	 Partly Cloudy 	29.97	61	77	CLM	0
Sun Jan 31 05:49:18 2010	Denver, CO 	11:25 PM ET	27	46	21	 Mostly Clear 	29.95	27	74	WSW	7
Sun Jan 31 05:49:20 2010	Memphis, TN 	11:25 PM ET	24	31	23	 Clear 	30.26	24	77	CLM	0
Sun Jan 31 05:49:22 2010	Los Angeles, CA 	11:25 PM ET	55	64	48	 Clear 	29.95	61	79	CLM	0
Sun Jan 31 05:49:24 2010	El Paso, TX 	11:25 PM ET	43	54	36	 Mostly Clear 	30	45	65	NE	7
Sun Jan 31 05:49:26 2010	New York, NY 	11:25 PM ET	19	23	16	Cloudy 	30	19	47	NNW	12
Sun Jan 31 05:49:28 2010	Baltimore, MD 	11:25 PM ET	18	22	12	Cloudy 	30.03	18	71	NNW	5
Sun Jan 31 05:49:30 2010	Las Vegas, NV 	11:25 PM ET	52	62	41	 Partly Cloudy 	29.89	55	61	W	5
Sun Jan 31 05:49:32 2010	Washington, DC 	11:25 PM ET	18	23	15	Flurries 	30.07	18	73	NNW	17
Sun Jan 31 05:49:34 2010	Austin, TX 	11:25 PM ET	32	48	29	 Clear 	30.29	32	85	NE	7
Sun Jan 31 05:49:36 2010	San Francisco, CA 	11:25 PM ET	52	58	44	 Partly Cloudy 	30.04	57	86	W	12
Sun Jan 31 05:49:37 2010	Oklahoma City, OK 	11:25 PM ET	19	29	18	Fog 	30.23	19	79	CLM	0
Sun Jan 31 05:49:39 2010	Nashville, TN 	11:25 PM ET	23	30	13	 Clear 	30.2	23	74	NNW	6
Sun Jan 31 05:49:41 2010	Fort Worth, TX 	11:25 PM ET	29	39	25	Cloudy 	30.29	29	78	N	8
Sun Jan 31 05:49:43 2010	Phoenix, AZ 	11:25 PM ET	57	70	49	 Mostly Clear 	29.88	61	71	CLM	0
Sun Jan 31 05:49:45 2010	Portland, OR 	11:25 PM ET	44	48	39	Showers 	30.01	47	88	CLM	0
Sun Jan 31 05:49:47 2010	Chicago, IL 	11:25 PM ET	21	23	12	Cloudy 	30.22	21	74	SSW	5
Sun Jan 31 05:49:49 2010	San Antonio, TX 	11:25 PM ET	39	53	34	 Clear 	30.21	39	75	NE	6
Sun Jan 31 05:49:51 2010	Indianapolis, IN 	11:25 PM ET	18	26	13	 Mostly Clear 	30.19	18	73	ENE	6
Sun Jan 31 05:49:53 2010	Boston, MA 	11:25 PM ET	17	24	15	Cloudy 	30.03	17	42	NNW	13
Sun Jan 31 05:49:55 2010	Jacksonville, FL 	11:25 PM ET	50	70	39	Cloudy 	29.95	55	87	NW	15
Sun Jan 31 05:49:57 2010	Columbus, OH 	11:25 PM ET	12	22	12	 Clear 	30.19	12	80	N	5
Sun Jan 31 05:49:59 2010	Dallas, TX 	11:25 PM ET	30	36	27	Cloudy 	30.28	30	81	N	10
Sun Jan 31 05:50:01 2010	Houston, TX 	11:25 PM ET	36	48	34	Cloudy 	30.27	36	72	N	13
Sun Jan 31 05:50:03 2010	Seattle, WA 	11:25 PM ET	47	52	41	Showers 	29.98	50	89	SE	3
Sun Jan 31 05:50:05 2010	Milwaukee, WI 	11:25 PM ET	22	23	13	Cloudy 	30.2	22	65	W	6
Sun Jan 31 05:50:07 2010	Detroit, MI 	11:25 PM ET	14	20	15	 Clear 	30.21	14	73	CLM	0
Sun Jan 31 05:50:09 2010	Philadelphia, PA 	11:25 PM ET	19	20	14	Cloudy 	30.02	19	49	N	15
Sun Jan 31 06:34:09 2010	San Jose, CA 	11:25 PM ET	50	59	42	 Partly Cloudy 	30.03	56	89	NW	6
Sun Jan 31 06:34:11 2010	Charlotte, NC 	11:25 PM ET	24	30	14	Cloudy 	30.01	24	71	NNE	9
Sun Jan 31 06:34:13 2010	San Diego, CA 	11:25 PM ET	56	62	52	 Partly Cloudy 	29.97	61	77	CLM	0
Sun Jan 31 06:34:15 2010	Denver, CO 	11:25 PM ET	27	46	21	 Mostly Clear 	29.95	27	74	WSW	7
Sun Jan 31 06:34:17 2010	Memphis, TN 	11:25 PM ET	24	31	23	 Clear 	30.26	24	77	CLM	0
Sun Jan 31 06:34:19 2010	Los Angeles, CA 	11:25 PM ET	55	64	48	 Clear 	29.95	61	79	CLM	0
Sun Jan 31 06:34:21 2010	El Paso, TX 	11:25 PM ET	43	54	36	 Mostly Clear 	30	45	65	NE	7
Sun Jan 31 06:34:23 2010	New York, NY 	11:25 PM ET	19	23	16	Cloudy 	30	19	47	NNW	12
Sun Jan 31 06:34:24 2010	Baltimore, MD 	11:25 PM ET	18	22	12	Cloudy 	30.03	18	71	NNW	5
Sun Jan 31 06:34:27 2010	Las Vegas, NV 	11:25 PM ET	52	62	41	 Partly Cloudy 	29.89	55	61	W	5
Sun Jan 31 06:34:29 2010	Washington, DC 	11:25 PM ET	18	23	15	Flurries 	30.07	18	73	NNW	17
Sun Jan 31 06:34:30 2010	Austin, TX 	11:25 PM ET	32	48	29	 Clear 	30.29	32	85	NE	7
Sun Jan 31 06:34:32 2010	San Francisco, CA 	11:25 PM ET	52	58	44	 Partly Cloudy 	30.04	57	86	W	12
Sun Jan 31 06:34:34 2010	Oklahoma City, OK 	11:25 PM ET	19	29	18	Fog 	30.23	19	79	CLM	0
Sun Jan 31 06:34:36 2010	Nashville, TN 	11:25 PM ET	23	30	13	 Clear 	30.2	23	74	NNW	6
Sun Jan 31 06:34:38 2010	Fort Worth, TX 	11:25 PM ET	29	39	25	Cloudy 	30.29	29	78	N	8
Sun Jan 31 06:34:40 2010	Phoenix, AZ 	11:25 PM ET	57	70	49	 Mostly Clear 	29.88	61	71	CLM	0
Sun Jan 31 06:34:42 2010	Portland, OR 	11:25 PM ET	44	48	39	Showers 	30.01	47	88	CLM	0
Sun Jan 31 06:34:44 2010	Chicago, IL 	11:25 PM ET	21	23	12	Cloudy 	30.22	21	74	SSW	5
Sun Jan 31 06:34:46 2010	San Antonio, TX 	11:25 PM ET	39	53	34	 Clear 	30.21	39	75	NE	6
Sun Jan 31 06:34:48 2010	Indianapolis, IN 	11:25 PM ET	18	26	13	 Mostly Clear 	30.19	18	73	ENE	6
Sun Jan 31 06:34:50 2010	Boston, MA 	11:25 PM ET	17	24	15	Cloudy 	30.03	17	42	NNW	13
Sun Jan 31 06:34:52 2010	Jacksonville, FL 	11:25 PM ET	50	70	39	Cloudy 	29.95	55	87	NW	15
Sun Jan 31 06:34:54 2010	Columbus, OH 	11:25 PM ET	12	22	12	 Clear 	30.19	12	80	N	5
Sun Jan 31 06:34:56 2010	Dallas, TX 	11:25 PM ET	30	36	27	Cloudy 	30.28	30	81	N	10
Sun Jan 31 06:34:57 2010	Houston, TX 	11:25 PM ET	36	48	34	Cloudy 	30.27	36	72	N	13
Sun Jan 31 06:34:59 2010	Seattle, WA 	11:25 PM ET	47	52	41	Showers 	29.98	50	89	SE	3
Sun Jan 31 06:35:01 2010	Milwaukee, WI 	11:25 PM ET	22	23	13	Cloudy 	30.2	22	65	W	6
Sun Jan 31 06:35:03 2010	Detroit, MI 	11:25 PM ET	14	20	15	 Clear 	30.21	14	73	CLM	0
Sun Jan 31 06:35:05 2010	Philadelphia, PA 	11:25 PM ET	19	20	14	Cloudy 	30.02	19	49	N	15
Sun Jan 31 07:17:05 2010	San Jose, CA 	12:40 AM ET	49	59	42	 Partly Cloudy 	30.04	52	89	NW	3
Sun Jan 31 07:17:07 2010	Charlotte, NC 	12:40 AM ET	23	30	14	 Partly Cloudy 	30.03	23	74	NNE	8
Sun Jan 31 07:17:09 2010	San Diego, CA 	12:40 AM ET	55	62	52	 Partly Cloudy 	29.97	61	79	CLM	0
Sun Jan 31 07:17:11 2010	Denver, CO 	12:40 AM ET	28	46	21	 Intermittent Clouds 	29.94	28	74	W	12
Sun Jan 31 07:17:13 2010	Memphis, TN 	12:40 AM ET	24	31	23	 Clear 	30.28	24	77	CLM	0
Sun Jan 31 07:17:15 2010	Los Angeles, CA 	12:40 AM ET	54	64	48	 Clear 	29.93	59	82	CLM	0
Sun Jan 31 07:17:17 2010	El Paso, TX 	12:40 AM ET	41	54	36	 Intermittent Clouds 	30.01	44	73	NNW	6
Sun Jan 31 07:17:19 2010	New York, NY 	12:40 AM ET	18	23	16	Cloudy 	29.99	18	49	N	8
Sun Jan 31 07:17:21 2010	Baltimore, MD 	12:40 AM ET	19	22	12	Cloudy 	30.04	19	59	NW	3
Sun Jan 31 07:17:23 2010	Las Vegas, NV 	12:40 AM ET	50	62	41	 Partly Cloudy 	29.89	53	63	W	5
Sun Jan 31 07:17:25 2010	Washington, DC 	12:40 AM ET	18	23	15	Flurries 	30.07	18	73	NNW	9
Sun Jan 31 07:17:27 2010	Austin, TX 	12:40 AM ET	32	48	29	 Clear 	30.28	32	85	NNE	8
Sun Jan 31 07:17:29 2010	San Francisco, CA 	12:40 AM ET	51	58	44	 Partly Cloudy 	30.05	57	89	W	8
Sun Jan 31 07:17:31 2010	Oklahoma City, OK 	12:40 AM ET	19	29	18	Fog 	30.27	19	93	S	3
Sun Jan 31 07:17:33 2010	Nashville, TN 	12:40 AM ET	22	30	13	 Clear 	30.21	22	77	NNW	5
Sun Jan 31 07:17:35 2010	Fort Worth, TX 	12:40 AM ET	29	39	25	Cloudy 	30.3	29	81	N	3
Sun Jan 31 07:17:37 2010	Phoenix, AZ 	12:40 AM ET	57	70	49	 Mostly Clear 	29.88	62	59	CLM	0
Sun Jan 31 07:17:39 2010	Portland, OR 	12:40 AM ET	44	48	39	Showers 	30.01	47	88	CLM	0
Sun Jan 31 07:17:40 2010	Chicago, IL 	12:40 AM ET	21	23	12	Cloudy 	30.21	21	74	SW	7
Sun Jan 31 07:17:42 2010	San Antonio, TX 	12:40 AM ET	37	53	34	 Clear 	30.22	37	78	CLM	0
Sun Jan 31 07:17:44 2010	Indianapolis, IN 	12:40 AM ET	17	26	13	 Partly Cloudy 	30.21	17	73	NE	3
Sun Jan 31 07:17:46 2010	Boston, MA 	12:40 AM ET	17	24	15	Cloudy 	30	17	45	NNW	8
Sun Jan 31 07:17:48 2010	Jacksonville, FL 	12:40 AM ET	48	70	39	Cloudy 	29.97	51	87	NW	14
Sun Jan 31 07:17:50 2010	Columbus, OH 	12:40 AM ET	11	22	12	 Mostly Clear 	30.2	11	84	N	3
Sun Jan 31 07:17:52 2010	Dallas, TX 	12:40 AM ET	30	36	27	Cloudy 	30.29	30	81	N	8
Sun Jan 31 07:17:54 2010	Houston, TX 	12:40 AM ET	37	48	34	Cloudy 	30.27	37	72	N	13
Sun Jan 31 07:17:56 2010	Seattle, WA 	12:40 AM ET	46	52	41	Cloudy 	29.98	49	93	CLM	0
Sun Jan 31 07:17:58 2010	Milwaukee, WI 	12:40 AM ET	19	23	13	Cloudy 	30.16	19	73	WSW	5
Sun Jan 31 07:18:00 2010	Detroit, MI 	12:40 AM ET	15	20	15	 Mostly Clear 	30.21	15	71	W	3
Sun Jan 31 07:18:01 2010	Philadelphia, PA 	12:40 AM ET	19	20	14	Cloudy 	30.01	19	51	N	10
Sun Jan 31 08:03:49 2010	San Jose, CA 	1:28 AM ET	48	59	42	Cloudy 	30.05	51	93	CLM	0
Sun Jan 31 08:03:51 2010	Charlotte, NC 	1:28 AM ET	22	30	14	 Partly Cloudy 	30.04	22	77	NNE	5
Sun Jan 31 08:03:53 2010	San Diego, CA 	1:28 AM ET	54	62	52	 Partly Cloudy 	29.97	59	80	CLM	0
Sun Jan 31 08:03:55 2010	Denver, CO 	1:28 AM ET	29	46	21	 Mostly Clear 	29.93	29	72	WSW	9
Sun Jan 31 08:03:57 2010	Memphis, TN 	1:28 AM ET	24	31	23	 Clear 	30.28	24	77	CLM	0
Sun Jan 31 08:04:00 2010	Los Angeles, CA 	1:28 AM ET	54	64	48	 Clear 	29.95	59	82	CLM	6
Sun Jan 31 08:04:01 2010	El Paso, TX 	1:28 AM ET	42	54	36	 Intermittent Clouds 	30	45	70	N	5
Sun Jan 31 08:04:03 2010	New York, NY 	1:28 AM ET	17	23	16	 Mostly Cloudy 	30	17	46	N	8
Sun Jan 31 08:04:05 2010	Baltimore, MD 	1:28 AM ET	19	22	12	Cloudy 	30.04	19	59	WNW	3
Sun Jan 31 08:04:07 2010	Las Vegas, NV 	1:28 AM ET	8	16	5	 Clear 	29.9	10	70	SSW	5
Sun Jan 31 08:04:09 2010	Washington, DC 	1:28 AM ET	19	23	15	Cloudy 	30.06	19	59	NW	9
Sun Jan 31 08:04:11 2010	Austin, TX 	1:28 AM ET	31	48	29	 Partly Cloudy 	30.29	31	88	N	9
Sun Jan 31 08:04:13 2010	San Francisco, CA 	1:28 AM ET	50	58	44	 Partly Cloudy 	30.05	56	92	W	5
Sun Jan 31 08:04:15 2010	Oklahoma City, OK 	1:28 AM ET	18	29	18	Fog 	30.24	18	100	S	3
