18	igoogle.wunderground.com										
(Timestamp)	(Location)	(Temperature) (°F)	(Conditions)	Humidity (%)	(Wind Speed)	Wind (variable)	Visibility (miles)	Dew Point (°F)	Precipitation (% Chance of Rain)	Air quality	Pressure (in)
Thu Feb  4 07:30:27 2010	Houston, Texas (77001) 	48.9	Heavy Rain Mist	94	5.0	NE	4.0	47	80	Good 	29.91
Thu Feb  4 07:30:28 2010	Seattle, Washington (98101) 	44.1	Light Rain	96	Calm		10.0	43	51	Good 	29.73
Thu Feb  4 07:30:29 2010	Milwaukee, Wisconsin (53201) 	18.1	Haze	87	Calm		5.0	15	6	Moderate 	30.45
Thu Feb  4 07:30:30 2010	Detroit, Michigan (48201) 	28.0	Mostly Cloudy	76	4.0	NNW	8.0	21	48		30.34
Thu Feb  4 07:30:31 2010	Philadelphia, Pennsylvania (19019) 	31.4	Scattered Clouds	72	1.0	NW	10.0	23	30	Moderate 	30.23
Thu Feb  4 08:12:30 2010	San Jose, California (95101) 	50.0	Partly Cloudy	97	Calm		10.0	49	10	Good 	29.82
Thu Feb  4 08:12:31 2010	Charlotte, North Carolina (28201) 	33.7	Mostly Cloudy	77	1.0	ENE	10.0	27	0	Moderate 	30.33
Thu Feb  4 08:12:32 2010	San Diego, California (92101) 	53.4	Partly Cloudy	89	Calm		9.0	51	6	Good 	29.81
Thu Feb  4 08:12:33 2010	Denver, Colorado (80002) 	37.2	Overcast	53	Calm		5.0	22	0	Moderate 	29.82
Thu Feb  4 08:12:34 2010	Memphis, Tennessee (37501) 	39.2	Overcast	29	Calm		10.0	10	0	Good 	30.44
Thu Feb  4 08:12:36 2010	Los Angeles, California (90001) 	57.3	Overcast	86	Calm		7.0	53	2		29.86
Thu Feb  4 08:12:37 2010	El Paso, Texas (79821) 	45.3	Overcast	88	2.3	SW	10.0	42	81	Good 	30.00
Thu Feb  4 08:12:38 2010	New York, New York (10001) 	33.3	Clear	46	2.2	NNE	10.0	15	51	Moderate 	29.97
Thu Feb  4 08:12:39 2010	Baltimore, Maryland (21201) 	34.8	Partly Cloudy	66	2.0	ENE	10.0	25	8	Moderate 	30.30
Thu Feb  4 08:12:40 2010	Las Vegas, Nevada (89044) 	48.5	Clear	54	2.0	North	10.0	33	2	Good 	29.70
Thu Feb  4 08:12:41 2010	Washington, District of Columbia (20001) 	36.9	Scattered Clouds	62	2.0	WNW	10.0	25	5	Moderate 	30.30
Thu Feb  4 08:12:43 2010	Austin, Texas (78701) 	47.3	Light Rain Mist	98	Calm		2.5	47	100	Good 	29.32
Thu Feb  4 08:12:47 2010	San Francisco, California (94101) 	52.8	Mostly Cloudy	85	Calm		10.0	48	12	Good 	29.84
Thu Feb  4 08:12:48 2010	Oklahoma City, Oklahoma (73101) 	34.5	Light Rain Mist	84	5.0	NE	4.0	30	16	Moderate 	28.70
Thu Feb  4 08:12:49 2010	Nashville, Tennessee (37201) 	35.6	Overcast	71	Calm		8.0	27	0	Good 	30.24
Thu Feb  4 08:12:50 2010	Fort Worth, Texas (76101) 	42.0	Light Rain	92	5.0	ESE	9.0	40	70	Good 	29.99
Thu Feb  4 08:12:51 2010	Phoenix, Arizona (85001) 	54.6	Partly Cloudy	76	Calm		10.0	47	39	Good 	29.74
Thu Feb  4 08:12:52 2010	Portland, Oregon (97201) 	43.8	Light Rain	95	Calm		10.0	42	84	Good 	29.71
Thu Feb  4 08:12:54 2010	Chicago, Illinois (60290) 	28.5	Haze	73	2.0	South	5.0	21	5	Moderate 	30.34
Thu Feb  4 08:12:55 2010	San Antonio, Texas (78201) 	50.1	Light Rain Mist	87	8.5	NE	2.0	46	100	Good 	29.75
Thu Feb  4 08:12:56 2010	Indianapolis, Indiana (46201) 	24.1	Mostly Cloudy	87	Calm		7.0	21	0	Moderate 	30.35
Thu Feb  4 08:12:57 2010	Boston, Massachusetts (02101) 	27.0	Clear	63	12.0	WNW	10.0	16	100		30.06
Thu Feb  4 08:12:58 2010	Jacksonville, Florida (32099) 	46.0	Mostly Cloudy	93	Calm		10.0	44	0	Good 	30.15
Thu Feb  4 08:12:59 2010	Columbus, Ohio (43085) 	22.1	Clear	91	Calm		1.8	20	14	Good 	30.40
Thu Feb  4 08:13:00 2010	Dallas, Texas (75201) 	41.7	Overcast	89	11.0	East	6.0	39	60	Good 	30.05
Thu Feb  4 08:13:02 2010	Houston, Texas (77001) 	49.2	Light Rain Mist	94	6.0	ENE	6.0	48	80	Good 	29.89
Thu Feb  4 08:13:03 2010	Seattle, Washington (98101) 	43.4	Mostly Cloudy	94	2.0	SSW	10.0	42	51	Good 	29.74
Thu Feb  4 08:13:04 2010	Milwaukee, Wisconsin (53201) 	17.2	Clear	88	Calm		5.0	14	6	Moderate 	30.43
Thu Feb  4 08:13:05 2010	Detroit, Michigan (48201) 	27.0	Clear	78	1.0	West	9.0	21	48		30.35
Thu Feb  4 08:13:06 2010	Philadelphia, Pennsylvania (19019) 	30.9	Clear	70	Calm		10.0	22	30	Moderate 	30.24
Thu Feb  4 08:56:14 2010	San Jose, California (95101) 	49.0	Partly Cloudy	95	Calm		10.0	48	10	Good 	29.82
Thu Feb  4 08:56:15 2010	Charlotte, North Carolina (28201) 	33.2	Mostly Cloudy	77	2.0	NNE	10.0	27	0	Moderate 	30.34
Thu Feb  4 08:56:16 2010	San Diego, California (92101) 	52.6	Partly Cloudy	90	Calm		9.0	50	6	Good 	29.81
Thu Feb  4 08:56:18 2010	Denver, Colorado (80002) 	36.6	Overcast	54	Calm		5.0	22	0	Moderate 	29.81
Thu Feb  4 08:56:19 2010	Memphis, Tennessee (37501) 	39.2	Overcast	29	Calm		10.0	10	0	Good 	30.41
Thu Feb  4 08:56:20 2010	Los Angeles, California (90001) 	57.5	Overcast	85	Calm		7.0	53	2		29.86
Thu Feb  4 08:56:21 2010	El Paso, Texas (79821) 	45.1	Light Rain	89	2.0	WSW	10.0	42	81	Good 	30.00
Thu Feb  4 08:56:22 2010	New York, New York (10001) 	33.3	Clear	46	Calm		10.0	15	51	Moderate 	30.00
Thu Feb  4 08:56:23 2010	Baltimore, Maryland (21201) 	34.4	Partly Cloudy	65	1.0	SW	10.0	24	8	Moderate 	30.32
Thu Feb  4 08:56:25 2010	Las Vegas, Nevada (89044) 	47.7	Clear	53	1.0	North	10.0	31	2	Good 	29.70
Thu Feb  4 08:56:26 2010	Washington, District of Columbia (20001) 	36.2	Scattered Clouds	60	5.0	NNW	10.0	24	5	Moderate 	30.32
Thu Feb  4 08:56:27 2010	Austin, Texas (78701) 	47.3	Light Rain Mist	98	Calm		2.0	47	100	Good 	29.32
Thu Feb  4 08:56:28 2010	San Francisco, California (94101) 	52.5	Mostly Cloudy	85	Calm		10.0	48	12	Good 	29.84
Thu Feb  4 08:56:29 2010	Oklahoma City, Oklahoma (73101) 	35.4	Light Rain Mist	84	3.0	NE	4.0	31	16		28.67
Thu Feb  4 08:56:30 2010	Nashville, Tennessee (37201) 	35.3	Overcast	73	4.0	WNW	8.0	28	0	Good 	30.23
Thu Feb  4 08:56:31 2010	Fort Worth, Texas (76101) 	41.8	Light Rain Mist	93	4.0	ESE	5.0	40	70	Good 	29.98
Thu Feb  4 08:56:33 2010	Phoenix, Arizona (85001) 	54.9	Partly Cloudy	77	Calm		10.0	48	39	Good 	29.75
Thu Feb  4 08:56:34 2010	Portland, Oregon (97201) 	43.6	Light Rain	94	Calm		10.0	42	84	Good 	29.71
Thu Feb  4 08:56:35 2010	Chicago, Illinois (60290) 	28.4	Haze	73	2.0	South	5.0	21	5	Unhealthy for Sensitive Groups 	30.36
Thu Feb  4 08:56:36 2010	San Antonio, Texas (78201) 	50.3	Light Rain Mist	87	6.7	ENE	2.0	47	100	Good 	29.75
Thu Feb  4 08:56:37 2010	Indianapolis, Indiana (46201) 	24.3	Mostly Cloudy	88	Calm		7.0	21	0	Moderate 	30.37
Thu Feb  4 08:56:38 2010	Boston, Massachusetts (02101) 	25.7	Clear	74	7.0	West	10.0	18	100		30.06
Thu Feb  4 08:56:39 2010	Jacksonville, Florida (32099) 	46.2	Overcast	95	Calm		10.0	45	0	Good 	30.15
Thu Feb  4 08:56:40 2010	Columbus, Ohio (43085) 	21.5	Freezing Fog	91	Calm		0.5	19	14	Good 	30.41
Thu Feb  4 08:56:42 2010	Dallas, Texas (75201) 	41.6	Light Rain Mist	90	13.0	ENE	6.0	39	60	Good 	30.04
Thu Feb  4 08:56:43 2010	Houston, Texas (77001) 	49.3	Rain	94	7.0	East	7.0	48	80	Good 	29.87
Thu Feb  4 08:56:44 2010	Seattle, Washington (98101) 	42.9	Overcast	92	1.0	ESE	10.0	41	51	Good 	29.74
Thu Feb  4 08:56:45 2010	Milwaukee, Wisconsin (53201) 	17.2	Haze	88	Calm		5.0	14	6		30.43
Thu Feb  4 08:56:46 2010	Detroit, Michigan (48201) 	26.1	Clear	80	2.0	NNW	9.0	21	48		30.34
Thu Feb  4 08:56:47 2010	Philadelphia, Pennsylvania (19019) 	30.5	Clear	68	Calm		10.0	21	30	Moderate 	30.26
Thu Feb  4 09:40:00 2010	San Jose, California (95101) 	49.0	Scattered Clouds	96	Calm		10.0	48	10		29.83
Thu Feb  4 09:40:02 2010	Charlotte, North Carolina (28201) 	32.7	Mostly Cloudy	78	Calm		10.0	27	0	Moderate 	30.34
Thu Feb  4 09:40:03 2010	San Diego, California (92101) 	51.8	Partly Cloudy	90	2.1	North	9.0	49	6	Good 	29.81
Thu Feb  4 09:40:04 2010	Denver, Colorado (80002) 	36.0	Haze	55	Calm		5.0	21	0	Good 	29.79
Thu Feb  4 09:40:05 2010	Memphis, Tennessee (37501) 	39.2	Overcast	29	Calm		10.0	10	0	Good 	30.41
Thu Feb  4 09:40:06 2010	Los Angeles, California (90001) 	57.3	Overcast	85	Calm		7.0	53	2		29.86
Thu Feb  4 09:40:07 2010	El Paso, Texas (79821) 	45.5	Light Rain	88	Calm		10.0	42	81	Good 	30.03
Thu Feb  4 09:40:08 2010	New York, New York (10001) 	33.6	Clear	45	2.2	NNW	10.0	15	51	Moderate 	30.00
Thu Feb  4 09:40:10 2010	Baltimore, Maryland (21201) 	33.8	Partly Cloudy	63	3.0	WSW	10.0	22	8	Moderate 	30.32
Thu Feb  4 09:40:11 2010	Las Vegas, Nevada (89044) 	46.7	Clear	54	2.0	North	10.0	31	2	Good 	29.71
Thu Feb  4 09:40:12 2010	Washington, District of Columbia (20001) 	35.0	Scattered Clouds	56	11.0	NW	10.0	21	5	Moderate 	30.32
Thu Feb  4 09:40:13 2010	Austin, Texas (78701) 	47.3	Light Rain Mist	98	Calm		3.0	47	100	Good 	29.29
Thu Feb  4 09:40:15 2010	San Francisco, California (94101) 	51.8	Mostly Cloudy	85	Calm		10.0	47	12		29.84
Thu Feb  4 09:40:16 2010	Oklahoma City, Oklahoma (73101) 	35.1	Light Rain Mist	82	2.0	ENE	6.0	30	16		28.67
Thu Feb  4 09:40:17 2010	Nashville, Tennessee (37201) 	35.3	Clear	74	2.0	WNW	8.0	28	0	Good 	30.23
Thu Feb  4 09:40:18 2010	Fort Worth, Texas (76101) 	41.6	Light Rain Mist	94	5.0	ESE	5.0	40	70	Good 	29.97
Thu Feb  4 09:40:19 2010	Phoenix, Arizona (85001) 	54.2	Partly Cloudy	78	Calm		10.0	48	39	Good 	29.75
Thu Feb  4 09:40:20 2010	Portland, Oregon (97201) 	42.9	Overcast	95	Calm		10.0	42	84	Good 	29.70
Thu Feb  4 09:40:21 2010	Chicago, Illinois (60290) 	28.1	Haze	74	2.0	SSE	5.0	21	5	Unhealthy for Sensitive Groups 	30.36
Thu Feb  4 09:40:23 2010	San Antonio, Texas (78201) 	50.6	Light Rain Mist	87	3.4	NNE	2.0	47	100	Good 	29.75
Thu Feb  4 09:40:24 2010	Indianapolis, Indiana (46201) 	24.0	Overcast	88	Calm		7.0	21	0	Moderate 	30.39
Thu Feb  4 09:40:25 2010	Boston, Massachusetts (02101) 	27.0	Clear	63	9.0	WNW	10.0	16	100		30.07
Thu Feb  4 09:40:26 2010	Jacksonville, Florida (32099) 	47.3	Overcast	94	1.0	North	10.0	46	0	Good 	30.16
Thu Feb  4 09:40:27 2010	Columbus, Ohio (43085) 	21.0	Clear	92	Calm		0.8	19	14	Good 	30.43
Thu Feb  4 09:40:28 2010	Dallas, Texas (75201) 	41.3	Light Rain Mist	90	10.0	SSE	6.0	39	60	Good 	30.03
Thu Feb  4 09:40:29 2010	Houston, Texas (77001) 	49.8	Rain Mist	94	11.0	ENE	6.0	48	80	Good 	29.84
Thu Feb  4 09:40:30 2010	Seattle, Washington (98101) 	43.1	Overcast	91	2.0	SSE	10.0	41	51	Good 	29.74
Thu Feb  4 09:40:32 2010	Milwaukee, Wisconsin (53201) 	17.0	Haze	89	Calm		5.0	14	6		30.45
Thu Feb  4 09:40:34 2010	Detroit, Michigan (48201) 	24.9	Clear	82	Calm		9.0	20	48		30.35
Thu Feb  4 09:40:35 2010	Philadelphia, Pennsylvania (19019) 	30.3	Clear	70	Calm		10.0	22	30	Moderate 	30.27
Thu Feb  4 10:23:24 2010	San Jose, California (95101) 	49.0	Partly Cloudy	96	Calm		10.0	48	10		29.83
Thu Feb  4 10:23:25 2010	Charlotte, North Carolina (28201) 	32.2	Overcast	79	Calm		10.0	26	0	Moderate 	30.34
Thu Feb  4 10:23:26 2010	San Diego, California (92101) 	51.3	Partly Cloudy	90	Calm		7.0	49	6	Good 	29.80
Thu Feb  4 10:23:27 2010	Denver, Colorado (80002) 	35.8	Mostly Cloudy	60	1.0	East	5.0	23	0	Good 	29.77
Thu Feb  4 10:23:28 2010	Memphis, Tennessee (37501) 	39.0	Overcast	30	Calm		10.0	10	0	Good 	30.44
Thu Feb  4 10:23:29 2010	Los Angeles, California (90001) 	57.1	Overcast	84	2.0	ESE	9.0	52	2		29.86
Thu Feb  4 10:23:30 2010	El Paso, Texas (79821) 	45.5	Light Rain	87	Calm		10.0	42	81	Good 	30.00
Thu Feb  4 10:23:31 2010	New York, New York (10001) 	33.1	Scattered Clouds	45	2.2	SSE	10.0	14	51	Moderate 	30.00
Thu Feb  4 10:23:33 2010	Baltimore, Maryland (21201) 	33.3	Clear	64	3.0	WSW	10.0	22	8	Moderate 	30.34
Thu Feb  4 10:23:34 2010	Las Vegas, Nevada (89044) 	46.1	Clear	54	Calm		10.0	30	2	Good 	29.72
Thu Feb  4 10:23:35 2010	Washington, District of Columbia (20001) 	34.3	Clear	56	10.0	NNW	10.0	20	5	Moderate 	30.35
Thu Feb  4 10:23:36 2010	Austin, Texas (78701) 	47.1	Light Rain Mist	98	Calm		2.5	47	100	Good 	29.29
Thu Feb  4 10:23:37 2010	San Francisco, California (94101) 	51.5	Mostly Cloudy	85	3.0	ENE	10.0	47	12		29.82
Thu Feb  4 10:23:38 2010	Oklahoma City, Oklahoma (73101) 	34.9	Light Rain Mist	81	2.0	ENE	5.0	30	16		28.67
Thu Feb  4 10:23:40 2010	Nashville, Tennessee (37201) 	35.3	Overcast	75	Calm		8.0	28	0	Good 	30.22
Thu Feb  4 10:23:41 2010	Fort Worth, Texas (76101) 	41.6	Light Rain Mist	94	7.0	SE	4.0	40	70	Good 	29.97
Thu Feb  4 10:23:42 2010	Phoenix, Arizona (85001) 	53.3	Scattered Clouds	78	1.0	East	10.0	47	39	Good 	29.75
Thu Feb  4 10:23:43 2010	Portland, Oregon (97201) 	41.9	Overcast	96	Calm		10.0	41	84	Good 	29.70
Thu Feb  4 10:23:44 2010	Chicago, Illinois (60290) 	27.8	Haze	76	1.0	SSE	6.0	21	5	Unhealthy for Sensitive Groups 	30.38
Thu Feb  4 10:23:45 2010	San Antonio, Texas (78201) 	50.6	Overcast	88	7.2	ENE	2.0	47	100	Good 	29.72
Thu Feb  4 10:23:46 2010	Indianapolis, Indiana (46201) 	24.1	Overcast	88	Calm		7.0	21	0	Moderate 	30.38
Thu Feb  4 10:23:47 2010	Boston, Massachusetts (02101) 	25.0	Clear	75	6.0	WNW	10.0	18	100		30.08
Thu Feb  4 10:23:48 2010	Jacksonville, Florida (32099) 	48.1	Overcast	94	Calm		10.0	46	0	Good 	30.15
Thu Feb  4 10:23:50 2010	Columbus, Ohio (43085) 	20.8	Clear	92	Calm		1.2	19	14	Good 	30.44
Thu Feb  4 10:23:51 2010	Dallas, Texas (75201) 	41.3	Light Rain Mist	90	12.0	ENE	5.0	39	60	Good 	30.03
Thu Feb  4 10:23:52 2010	Houston, Texas (77001) 	50.6	Rain Mist	94	9.0	ENE	6.0	49	80	Good 	29.78
Thu Feb  4 10:23:53 2010	Seattle, Washington (98101) 	42.9	Light Rain	91	1.0	SE	10.0	40	51	Good 	29.74
Thu Feb  4 10:23:54 2010	Milwaukee, Wisconsin (53201) 	17.2	Haze	90	Calm		5.0	15	6		30.46
Thu Feb  4 10:23:55 2010	Detroit, Michigan (48201) 	24.3	Clear	84	Calm		8.0	20	48		30.37
Thu Feb  4 10:23:57 2010	Philadelphia, Pennsylvania (19019) 	29.4	Scattered Clouds	71	Calm		10.0	21	30	Moderate 	30.28
Thu Feb  4 11:09:39 2010	San Jose, California (95101) 	50.0	Clear	98	Calm		10.0	50	10		29.81
Thu Feb  4 11:09:40 2010	Charlotte, North Carolina (28201) 	32.1	Overcast	79	Calm		10.0	26	0	Moderate 	30.36
Thu Feb  4 11:09:41 2010	San Diego, California (92101) 	50.6	Scattered Clouds	91	Calm		7.0	48	6	Good 	29.81
Thu Feb  4 11:09:42 2010	Denver, Colorado (80002) 	35.5	Overcast	63	Calm		10.0	24	0	Moderate 	29.76
Thu Feb  4 11:09:44 2010	Memphis, Tennessee (37501) 	38.8	Overcast	30	Calm		10.0	10	0	Good 	30.41
Thu Feb  4 11:09:45 2010	Los Angeles, California (90001) 	57.0	Overcast	83	Calm		9.0	52	2		29.87
Thu Feb  4 11:09:46 2010	El Paso, Texas (79821) 	44.4	Overcast	88	2.3	NW	10.0	41	81	Good 	30.00
Thu Feb  4 11:09:47 2010	New York, New York (10001) 	32.4	Clear	45	Calm		10.0	13	51	Moderate 	30.03
Thu Feb  4 11:09:48 2010	Baltimore, Maryland (21201) 	32.8	Clear	65	1.0	SW	10.0	22	8	Moderate 	30.36
Thu Feb  4 11:09:49 2010	Las Vegas, Nevada (89044) 	47.6	Partly Cloudy	50	3.0	North	10.0	30	2	Good 	29.72
Thu Feb  4 11:09:51 2010	Washington, District of Columbia (20001) 	34.1	Clear	57	5.0	NNW	10.0	20	5	Moderate 	30.36
Thu Feb  4 11:09:52 2010	Austin, Texas (78701) 	47.1	Light Rain Mist	98	Calm		2.5	47	100	Good 	29.29
Thu Feb  4 11:09:53 2010	San Francisco, California (94101) 	52.3	Mostly Cloudy	85	Calm		10.0	48	12		29.82
Thu Feb  4 11:09:54 2010	Oklahoma City, Oklahoma (73101) 	34.3	Overcast	81	5.0	ENE	7.0	29	16		28.64
Thu Feb  4 11:09:55 2010	Nashville, Tennessee (37201) 	35.1	Overcast	75	3.0	WNW	9.0	28	0	Good 	30.22
Thu Feb  4 11:09:56 2010	Fort Worth, Texas (76101) 	41.6	Light Rain Mist	94	2.0	East	6.0	40	70	Good 	29.97
Thu Feb  4 11:09:58 2010	Phoenix, Arizona (85001) 	52.5	Partly Cloudy	79	Calm		10.0	46	39	Good 	29.77
Thu Feb  4 11:09:59 2010	Portland, Oregon (97201) 	41.8	Overcast	97	Calm		10.0	41	84	Good 	29.70
Thu Feb  4 11:10:00 2010	Chicago, Illinois (60290) 	27.3	Haze	77	Calm		6.0	21	5	Unhealthy for Sensitive Groups 	30.38
Thu Feb  4 11:10:01 2010	San Antonio, Texas (78201) 	50.5	Light Rain Mist	88	8.5	NNE	4.0	47	100	Good 	29.73
Thu Feb  4 11:10:02 2010	Indianapolis, Indiana (46201) 	24.7	Overcast	89	Calm		7.0	22	0	Moderate 	30.37
Thu Feb  4 11:10:04 2010	Boston, Massachusetts (02101) 	24.6	Clear	75	4.0	WNW	10.0	18	100	Moderate 	30.09
Thu Feb  4 11:10:05 2010	Jacksonville, Florida (32099) 	49.9	Overcast	93	Calm		10.0	48	0	Good 	30.16
Thu Feb  4 11:10:06 2010	Columbus, Ohio (43085) 	20.5	Clear	92	Calm		1.8	18	14	Good 	30.43
Thu Feb  4 11:10:07 2010	Dallas, Texas (75201) 	41.2	Light Drizzle Mist	90	13.0	ENE	3.0	38	60	Good 	30.01
Thu Feb  4 11:10:08 2010	Houston, Texas (77001) 	50.8	Light Rain	94	14.0	East	9.0	49	80	Good 	29.76
Thu Feb  4 11:10:09 2010	Seattle, Washington (98101) 	42.8	Overcast	90	Calm		10.0	40	51	Good 	29.74
Thu Feb  4 11:10:11 2010	Milwaukee, Wisconsin (53201) 	19.9	Mostly Cloudy	90	Calm		5.0	17	6		30.48
Thu Feb  4 11:10:13 2010	Detroit, Michigan (48201) 	24.4	Mostly Cloudy	84	Calm		7.0	20	48		30.40
Thu Feb  4 11:10:14 2010	Philadelphia, Pennsylvania (19019) 	28.7	Clear	71	Calm		10.0	20	30	Moderate 	30.31
Thu Feb  4 11:53:12 2010	San Jose, California (95101) 	50.0	Clear	100	Calm		10.0	50	25		29.81
Thu Feb  4 11:53:13 2010	Charlotte, North Carolina (28201) 	32.1	Overcast	80	Calm		10.0	27	11	Moderate 	30.38
Thu Feb  4 11:53:14 2010	San Diego, California (92101) 	50.9	Haze	91	Calm		6.0	48	5	Moderate 	29.81
Thu Feb  4 11:53:15 2010	Denver, Colorado (80002) 	34.4	Overcast	66	Calm		10.0	24	24	Moderate 	29.73
Thu Feb  4 11:53:16 2010	Memphis, Tennessee (37501) 	38.5	Overcast	31	Calm		10.0	11	95	Good 	30.41
Thu Feb  4 11:53:17 2010	Los Angeles, California (90001) 	57.0	Overcast	82	2.0	ENE	8.0	52	3		29.89
Thu Feb  4 11:53:18 2010	El Paso, Texas (79821) 	44.6	Overcast	89	1.1	NNE	10.0	42	30	Good 	29.98
Thu Feb  4 11:53:20 2010	New York, New York (10001) 	31.3	Clear	44	Calm		10.0	12	0	Moderate 	30.09
Thu Feb  4 11:53:21 2010	Baltimore, Maryland (21201) 	32.0	Clear	66	1.0	WSW	10.0	22	0	Moderate 	30.38
Thu Feb  4 11:53:22 2010	Las Vegas, Nevada (89044) 	47.1	Partly Cloudy	52	Calm		10.0	30	0	Moderate 	29.72
Thu Feb  4 11:53:23 2010	Washington, District of Columbia (20001) 	33.8	Clear	58	4.0	WNW	10.0	21	0	Moderate 	30.37
Thu Feb  4 11:53:25 2010	Austin, Texas (78701) 	46.9	Overcast	98	Calm		2.5	46	40	Good 	29.29
Thu Feb  4 11:53:26 2010	San Francisco, California (94101) 	51.8	Mostly Cloudy	85	Calm		10.0	47	41		29.83
Thu Feb  4 11:53:27 2010	Oklahoma City, Oklahoma (73101) 	34.0	Overcast	82	5.0	ENE	6.0	29	86	Moderate 	28.64
Thu Feb  4 11:53:28 2010	Nashville, Tennessee (37201) 	35.2	Overcast	75	4.0	WNW	9.0	28	45	Good 	30.22
Thu Feb  4 11:53:29 2010	Fort Worth, Texas (76101) 	41.4	Rain Mist	95	Calm		4.0	40	70	Good 	29.97
Thu Feb  4 11:53:30 2010	Phoenix, Arizona (85001) 	51.0	Partly Cloudy	80	Calm		10.0	45	5	Good 	29.77
Thu Feb  4 11:53:31 2010	Portland, Oregon (97201) 	41.2	Overcast	97	1.0	NE	10.0	40	56	Good 	29.69
Thu Feb  4 11:53:33 2010	Chicago, Illinois (60290) 	27.6	Haze	77	1.0	South	6.0	21	9	Unhealthy for Sensitive Groups 	30.38
Thu Feb  4 11:53:34 2010	San Antonio, Texas (78201) 	50.2	Light Rain Mist	88	3.1	NE	4.0	47	30	Good 	29.73
Thu Feb  4 11:53:35 2010	Indianapolis, Indiana (46201) 	24.7	Overcast	89	Calm		7.0	22	3	Moderate 	30.37
Thu Feb  4 11:53:36 2010	Boston, Massachusetts (02101) 	23.9	Clear	76	4.0	NW	10.0	17	0	Moderate 	30.10
Thu Feb  4 11:53:37 2010	Jacksonville, Florida (32099) 	52.8	Overcast	90	Calm		10.0	50	25	Good 	30.17
Thu Feb  4 11:53:38 2010	Columbus, Ohio (43085) 	19.9	Clear	92	Calm		2.0	18	14	Good 	30.43
Thu Feb  4 11:53:39 2010	Dallas, Texas (75201) 	41.4	Light Drizzle Mist	91	7.0	ENE	5.0	39	70	Good 	30.00
Thu Feb  4 11:53:40 2010	Houston, Texas (77001) 	53.9	Light Rain	95	6.0	NNW	9.0	52	70	Good 	29.81
Thu Feb  4 11:53:42 2010	Seattle, Washington (98101) 	42.3	Overcast	90	Calm		10.0	40	37	Good 	29.74
Thu Feb  4 11:53:43 2010	Milwaukee, Wisconsin (53201) 	20.0	Mostly Cloudy	88	Calm		5.0	17	10		30.47
Thu Feb  4 11:53:44 2010	Detroit, Michigan (48201) 	23.7	Scattered Clouds	86	Calm		7.0	20	1		30.40
Thu Feb  4 11:53:45 2010	Philadelphia, Pennsylvania (19019) 	29.0	Clear	65	1.0	NW	10.0	19	0	Moderate 	30.33
Thu Feb  4 12:36:20 2010	San Jose, California (95101) 	49.0	Clear	99	Calm		10.0	49	25		29.82
Thu Feb  4 12:36:21 2010	Charlotte, North Carolina (28201) 	32.0	Overcast	79	2.0	NE	10.0	26	11	Moderate 	30.40
Thu Feb  4 12:36:22 2010	San Diego, California (92101) 	51.2	Haze	90	Calm		6.0	49	5	Moderate 	29.81
Thu Feb  4 12:36:24 2010	Denver, Colorado (80002) 	33.0	Overcast	68	Calm		10.0	24	24	Moderate 	29.72
Thu Feb  4 12:36:25 2010	Memphis, Tennessee (37501) 	38.1	Overcast	31	Calm		9.0	10	95	Good 	30.41
Thu Feb  4 12:36:26 2010	Los Angeles, California (90001) 	56.7	Overcast	82	2.0	NE	8.0	51	3		29.88
Thu Feb  4 12:36:27 2010	El Paso, Texas (79821) 	44.4	Overcast	89	1.1	NNE	10.0	41	30	Good 	30.00
Thu Feb  4 12:36:28 2010	New York, New York (10001) 	30.7	Clear	44	2.2	NE	10.0	11	0	Moderate 	30.09
Thu Feb  4 12:36:29 2010	Baltimore, Maryland (21201) 	31.7	Clear	66	2.0	SSW	10.0	22	0	Moderate 	30.39
Thu Feb  4 12:36:30 2010	Las Vegas, Nevada (89044) 	42.8	Partly Cloudy	61	Calm		10.0	30	0	Moderate 	29.73
Thu Feb  4 12:36:32 2010	Washington, District of Columbia (20001) 	33.6	Clear	58	6.0	North	10.0	20	0	Moderate 	30.38
Thu Feb  4 12:36:33 2010	Austin, Texas (78701) 	46.9	Overcast	98	Calm		2.5	46	40	Good 	29.29
Thu Feb  4 12:36:34 2010	San Francisco, California (94101) 	51.7	Mostly Cloudy	85	Calm		10.0	47	41		29.82
Thu Feb  4 12:36:35 2010	Oklahoma City, Oklahoma (73101) 	33.8	Overcast	84	5.0	ENE	4.0	30	86	Moderate 	28.61
Thu Feb  4 12:36:36 2010	Nashville, Tennessee (37201) 	35.2	Overcast	76	3.0	NW	10.0	28	45	Good 	30.21
Thu Feb  4 12:36:37 2010	Fort Worth, Texas (76101) 	41.2	Light Rain Mist	95	4.0	East	6.0	40	70	Good 	29.97
Thu Feb  4 12:36:39 2010	Phoenix, Arizona (85001) 	50.4	Clear	82	Calm		10.0	45	5	Good 	29.79
Thu Feb  4 12:36:40 2010	Portland, Oregon (97201) 	41.1	Overcast	94	2.0	NE	10.0	40	56	Good 	29.68
Thu Feb  4 12:36:41 2010	Chicago, Illinois (60290) 	27.6	Haze	77	1.0	South	6.0	21	9	Unhealthy for Sensitive Groups 	30.40
Thu Feb  4 12:36:42 2010	San Antonio, Texas (78201) 	50.2	Light Rain Mist	88	4.5	NE	2.0	47	30	Good 	29.73
