#foreign_key_ltable=ltable.Sno
#foreign_key_rtable=rtable.Sno
#key=_id
#ltable=POINTER
#rtable=POINTER
Unnamed: 0,_id,ltable.Sno,rtable.Sno,ltable.Album_Name,ltable.Artist_Name,ltable.CopyRight,ltable.Released,ltable.Song_Name,ltable.Time,rtable.Album_Name,rtable.Artist_Name,rtable.CopyRight,rtable.Released,rtable.Song_Name,rtable.Time,label
30693,30693,2743,17218,fetty wap (deluxe),fetty wap, 2015 300 entertainment/rgf productions,,whateva (feat. monty),5:11,fetty wap [explicit],fetty wap," (c) 2000 mute records ltd., a bmg company, under exclusive license to ingrooves"," September 25, 2015",my way (feat. monty) [explicit],3:33,0
30763,30763,2745,17213,fetty wap (deluxe),fetty wap, 2015 300 entertainment/rgf productions,,whateva (feat. monty),5:11,fetty wap [explicit],fetty wap," (c) 2000 mute records ltd., a bmg company, under exclusive license to ingrooves"," September 25, 2015",679 (feat. monty) [explicit],3:07,0
30855,30855,2749,17170,fetty wap (deluxe),fetty wap, 2015 300 entertainment/rgf productions,,whateva (feat. monty),5:11,fetty wap (deluxe) [clean],fetty wap," (c) 2000 mute records ltd., a bmg company, under exclusive license to ingrooves"," September 25, 2015",rewind (feat. monty) [clean],5:36,0
30893,30893,2750,17173,fetty wap (deluxe),fetty wap, 2015 300 entertainment/rgf productions,,whateva (feat. monty),5:11,fetty wap (deluxe) [clean],fetty wap," (c) 2000 mute records ltd., a bmg company, under exclusive license to ingrooves"," September 25, 2015",whateva (feat. monty) [clean],5:11,1
31027,31027,2753,17227,fetty wap (deluxe),fetty wap, 2015 300 entertainment/rgf productions,,whateva (feat. monty),5:11,fetty wap [explicit],fetty wap," (c) 2000 mute records ltd., a bmg company, under exclusive license to ingrooves"," September 25, 2015",rewind (feat. monty) [explicit],5:36,0
31037,31037,2769,50584,itunes festival: london 2012 - ep,walk the moon," 2012 rca records, a division of sony music entertainment",10-Sep-12,anna sun (live),6:11,tightrope ep,walk the moon," (c) 2012 the weeknd xo, inc."," January 18, 2013",burning down the house (live),3:51,0
31085,31085,2783,31567,montevallo,sam hunt," 2014 mca nashville, a division of umg recordings, inc.",27-Oct-14,speakers,3:46,montevallo,sam hunt," (c) 2014 mca nashville, a division of umg recordings, inc."," October 27, 2014",speakers,3:48,1
31379,31379,2810,28385,otherside remix (live) - single,macklemore & ryan lewis," 2011 macklemore, llc",31-Aug-11,otherside remix (live),6:10,live after deaf (london 2),ryan adams, 2012 paxam records," July 2, 2012",english girls approximately (live in london 2),5:08,0
31440,31440,2810,44258,otherside remix (live) - single,macklemore & ryan lewis," 2011 macklemore, llc",31-Aug-11,otherside remix (live),6:10,ten songs from live at carnegie hall [explicit],ryan adams, (c) 2015 paxamericana recording company under exclusive license to blue note records," June 9, 2015",gimme something good (live at carnegie hall / 11/17/2014) [explicit],6:36,0
31456,31456,2813,47900,the heist,macklemore & ryan lewis," 2012 macklemore, llc.",9-Oct-12,cowboy boots,4:15,the heist [explicit],macklemore & ryan lewis, 2014 selena garcia & steven gomez," October 9, 2012",cowboy boots,4:17,1
31518,31518,2835,53292,version,mark ronson, 2007 mark ronson under exclusive license to sony bmg music entertainment (uk) limited except track 9 (p) 2006 rapster records / bbe records,10-Jul-07,outversion,1:50,version [explicit],mark ronson, (c) 2011 j'adore records," July 10, 2007",outversion,1:50,1
31586,31586,2842,52889,uptown special,mark ronson," tracks 4 & 6 (p) 2014, all other tracks (p) 2015 mark ronson under exclusive licence to sony music entertainment uk limited",13-Jan-15,"crack in the pearl, pt. ii (feat. stevie wonder & jeff bhasker)",2:16,uptown special [clean],mark ronson, 2015 real sounds," January 13, 2015",crack in the pearl,2:25,0
31629,31629,2846,52904,uptown special,mark ronson," tracks 4 & 6 (p) 2014, all other tracks (p) 2015 mark ronson under exclusive licence to sony music entertainment uk limited",13-Jan-15,"crack in the pearl, pt. ii (feat. stevie wonder & jeff bhasker)",2:16,uptown special [clean],mark ronson, 2015 real sounds," January 13, 2015","crack in the pearl, pt. ii",2:16,1
31664,31664,2863,22993,stop me (remixes) - ep,daniel merriweather & mark ronson, 2007 mark ronson under exclusive license to sony bmg music entertainment (uk) limited,14-Aug-07,stop me (kissy sell out remix),5:58,i can't lose (remixes) - ep,mark ronson feat. keyone starr, 2015 real sounds," July 3, 2015",i can't lose (lindstrêÈm remix),7:42,0
31674,31674,2863,42560,stop me (remixes) - ep,daniel merriweather & mark ronson, 2007 mark ronson under exclusive license to sony bmg music entertainment (uk) limited,14-Aug-07,stop me (kissy sell out remix),5:58,stop me,mark ronson feat. daniel merriweather," (c) 2014 lichtdicht records under exclusive license in the us to republic records, inc., a divison of umg recordings"," March 16, 2007",stop me,3:53,0
31853,31853,2902,21484,here comes the fuzz,mark ronson, 2003 elektra entertainment for the united states and wea international inc. for the world outside of the united states.,29-Aug-03,rashi (outro),2:01,here comes the fuzz [explicit],mark ronson, (c) 2015 karaoke freaks," August 29, 2003",rashi (outro),2:01,1
31889,31889,2914,21484,here comes the fuzz,mark ronson, 2003 elektra entertainment for the united states and wea international inc. for the world outside of the united states.,29-Aug-03,rashi (outro),2:01,here comes the fuzz [explicit],mark ronson, (c) 2015 karaoke freaks," August 29, 2003",rashi (outro),2:01,1
32087,32087,2940,48495,uptown funk (trinidad james remix) [feat. bruno mars] - single,mark ronson, 2015 mark ronson under exclusive licence to sony music entertainment uk limited,29-Jun-15,uptown funk (feat. bruno mars) [trinidad james remix],4:22,the machines (feat. cevin fisher),"mark knight, harry romero, chus & ceballos", toolroom productions," June 22, 2015",the machines (feat. cevin fisher),8:23,0
32268,32268,2960,7500,thinking about you (feat. ayah marar) [remixes],calvin harris, 2013 sony music entertainment uk limited,2-Aug-13,thinking about you (feat. ayah marar) [michael brun remix],5:42,blame (remixes),calvin harris feat. john newman, 2013 1i music," November 10, 2014",blame (burns remix),4:17,0
32269,32269,2960,22525,thinking about you (feat. ayah marar) [remixes],calvin harris, 2013 sony music entertainment uk limited,2-Aug-13,thinking about you (feat. ayah marar) [michael brun remix],5:42,how deep is your love (remixes),calvin harris & disciples," (c) 2015 island records, a division of universal music operations limited"," August 7, 2015",how deep is your love (calvin harris & r3hab remix),4:16,0
32337,32337,2963,22525,pray to god (remixes) [feat. haim] - single,calvin harris, 2015 sony music entertainment uk limited,26-May-15,pray to god (feat. haim) [calvin harris vs mike pickering hacienda remix],3:43,how deep is your love (remixes),calvin harris & disciples," (c) 2015 island records, a division of universal music operations limited"," August 7, 2015",how deep is your love (calvin harris & r3hab remix),4:16,0
32535,32535,2980,37119,thinking about you (feat. ayah marar) [remixes],calvin harris, 2013 sony music entertainment uk limited,2-Aug-13,thinking about you (feat. ayah marar) [michael brun remix],5:42,pray to god (remixes),calvin harris feat. haim," (c) 2015 third pardee records, llc under exclusive license to interscope records in the united states"," September 25, 2015",pray to god (r3hab remix),4:31,0
32629,32629,2988,37119,blame (remixes) [feat. john newman] - ep,calvin harris, 2014 sony music entertainment uk limited,10-Nov-14,blame (feat. john newman) [burns remix],4:17,pray to god (remixes),calvin harris feat. haim," (c) 2015 third pardee records, llc under exclusive license to interscope records in the united states"," September 25, 2015",pray to god (r3hab remix),4:31,0
32641,32641,2989,22527,outside (feat. ellie goulding) [remixes] - single,calvin harris, 2015 sony music entertainment uk limited,10-Apr-15,outside (feat. ellie goulding) [oliver heldens remix],4:55,how deep is your love (remixes),calvin harris & disciples," (c) 2015 island records, a division of universal music operations limited"," August 7, 2015",how deep is your love (disciples & unorthodox remix),6:04,0
32809,32809,3004,8060,bounce (feat. kelis) [remixes],calvin harris, 2013 sony music entertainment uk limited,5-Feb-13,awooga (extended mix),7:12,bounce,calvin harris feat. kelis, 2015 bill maki," February 5, 2013",bounce (fly eye club mix),6:06,0
32987,32987,3018,22526,we'll be coming back (feat. example) [remixes],calvin harris, 2013 sony music entertainment uk limited,5-Feb-13,we'll be coming back (feat. example) [jacob plant remix],5:02,how deep is your love (remixes),calvin harris & disciples," (c) 2015 island records, a division of universal music operations limited"," August 7, 2015",how deep is your love (chris lake remix),5:06,0
33049,33049,3044,38037,ready for the weekend - ep,calvin harris," 2009 sony music entertainment limited under exclusive license to ultra records, inc.",15-Sep-09,ready for the weekend (dave spoon dub remix),6:35,ready for the weekend,calvin harris," (c) 1994 umg recordings, inc."," July 23, 2013",ready for the weekend (album version),3:38,0
33153,33153,3094,23021,i created disco,calvin harris, 2007 sony bmg music entertainment (uk) limited,11-Jun-07,electro man,4:58,i created disco,calvin harris, 2002 defected records ltd," February 22, 2012",electro man,4:56,1
33186,33186,3105,23022,i created disco,calvin harris, 2007 sony bmg music entertainment (uk) limited,18-Jun-07,we're all the same,3:56,i created disco,calvin harris, 2002 defected records ltd," February 22, 2012",we're all the same,3:56,1
33557,33557,3176,42631,"now that's what i call country, vol. 4",george strait," 2011 emi music north america / sony music entertainment / umg recordings, inc.",14-Jun-11,the breath you take,3:34,strait country,george strait, (c) 1981 mca records inc.," September 23, 1987",if you're thinking you want a stranger (there's one coming home),2:57,0
33807,33807,3237,5548,do what u want (remixes),lady gaga, 2014 interscope records,25-Feb-14,do what u want (feat. christina aguilera) [red ant & amp lexvas deep house remix],6:50,bad romance remixes,lady gaga, (c) 2009 interscope records," December 21, 2009",bad romance (kaskade remix),4:21,0
33988,33988,3256,4535,applause (remixes),lady gaga, 2013 interscope records,30-Sep-13,applause (goldhouse remix),4:34,applause (remixes),lady gaga, (c) 2013 interscope records," September 30, 2013",applause (empire of the sun remix),4:08,0
34044,34044,3260,4539,applause (remixes),lady gaga, 2013 interscope records,30-Sep-13,applause (goldhouse remix),4:34,applause (remixes),lady gaga, (c) 2013 interscope records," September 30, 2013",applause (dj white shadow electrotech remix),5:49,0
34122,34122,3265,25886,born this way (the remix),lady gaga, 2011 interscope records,21-Nov-11,judas (royksopp's 30 pieces remix),9:18,just dance (remix ep pt2),lady gaga, (c) 2008 interscope," November 4, 2008",just dance (redone remix),4:19,0
34318,34318,3271,49193,born this way (the remix),lady gaga, 2011 interscope records,21-Nov-11,judas (royksopp's 30 pieces remix),9:18,the remix,lady gaga, (c) 2010 interscope," August 3, 2010",alejandro (the sound of arrows remix),3:57,0
34333,34333,3272,7929,born this way (the remix),lady gaga, 2011 interscope records,21-Nov-11,judas (royksopp's 30 pieces remix),9:18,born this way - the remix,lady gaga, (c) 2011 interscope records," November 21, 2011",electric chapel (two door cinema club remix),3:59,0
34759,34759,3293,7443,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",true colors (feat. nicki minaj),4:15,1
35080,35080,3309,7390,blacc hollywood (deluxe version),wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,we dem boyz,3:56,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
35126,35126,3313,34343,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",the bluff (feat. cam'ron) [explicit],3:48,0
35141,35141,3313,34370,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",the plan (feat. juicy j) [explicit],4:54,0
35207,35207,3314,34367,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",initiation (feat. lola monroe) [explicit],4:29,0
35275,35275,3319,34375,o.n.i.f.c.,wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,medicated (feat. chevy woods & juicy j),5:30,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",bluffin (feat. berner) [explicit],5:32,0
35340,35340,3320,34376,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",let it go (feat. akon) [explicit],4:18,0
35358,35358,3321,7360,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
35462,35462,3322,34355,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",medicated (feat. chevy woods & juicy j) [explicit],5:31,0
35477,35477,3322,34382,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",it's nothin (feat. 2 chainz) [explicit],3:47,0
35522,35522,3325,7360,blacc hollywood (deluxe version),wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,we dem boyz,3:56,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
35528,35528,3325,7406,blacc hollywood ,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,we dem boyz,3:56,blacc hollywood ,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",we dem boyz,3:45,1
35578,35578,3328,34341,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",bluffin (feat. berner) [explicit],5:32,0
35780,35780,3333,7415,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",still down (feat. chevy woods & ty dolla $ign) [explicit],4:16,0
35863,35863,3342,7374,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",true colors (feat. nicki minaj) [explicit],4:15,0
36027,36027,3347,37645,mac and devin go to high school (music from and inspired by the movie) [deluxe version],snoop dogg, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,12-Dec-11,"young, wild & free (feat. bruno mars)",4:12,r&g (rhythm & gangsta): the masterpiece (explicit version),snoop dogg, (c) 2004 geffen records," November 16, 2004",can you control yo hoe (album version (explicit)) [feat. soopafly] [explicit],3:08,0
36127,36127,3350,7365,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",kk (feat. project pat & juicy j) [explicit],4:09,0
36208,36208,3351,7391,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",you and your friends (feat. snoop dogg & ty dolla $ign) [explicit],3:06,0
36328,36328,3355,17655,flight school,wiz khalifa, 2009 rostrum records,17-Apr-09,extra extra credit,4:03,flight school [explicit],wiz khalifa, 2013 mad decent," April 17, 2009",extra extra credit [explicit],4:03,1
36330,36330,3355,17672,flight school,wiz khalifa, 2009 rostrum records,17-Apr-09,extra extra credit,4:03,flight school,wiz khalifa, 2013 mad decent," April 17, 2009",extra extra credit ,4:03,1
36332,36332,3357,39370,rolling papers,wiz khalifa, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,28-Mar-11,cameras,4:29,rolling papers,wiz khalifa, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," March 28, 2011",cameras ,4:29,1
36341,36341,3359,39355,rolling papers,wiz khalifa, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,28-Mar-11,cameras,4:29,rolling papers (deluxe) [+video] [+digital booklet],wiz khalifa, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," March 28, 2011",cameras,4:29,1
36353,36353,3361,17663,mac and devin go to high school (music from and inspired by the movie),snoop dogg & wiz khalifa, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,9-Dec-11,that good,3:48,flight school [explicit],wiz khalifa, 2013 mad decent," April 17, 2009",i'm good [explicit],2:32,0
36369,36369,3364,37645,mac and devin go to high school (music from and inspired by the movie) [deluxe version],snoop dogg, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,12-Dec-11,"young, wild & free (feat. bruno mars)",4:12,r&g (rhythm & gangsta): the masterpiece (explicit version),snoop dogg, (c) 2004 geffen records," November 16, 2004",can you control yo hoe (album version (explicit)) [feat. soopafly] [explicit],3:08,0
36373,36373,3364,37650,mac and devin go to high school (music from and inspired by the movie) [deluxe version],snoop dogg, 2011 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,12-Dec-11,"young, wild & free (feat. bruno mars)",4:12,r&g (rhythm & gangsta): the masterpiece (explicit version),snoop dogg, (c) 2004 geffen records," November 16, 2004",no thang on me (album version (explicit)) [feat. bootsy collins] [explicit],4:41,0
36660,36660,3373,7440,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",so high (feat. ghost loft) [explicit],4:09,0
36842,36842,3377,7417,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",true colors (feat. nicki minaj) [explicit],4:15,1
36920,36920,3379,7380,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",kk (feat. project pat & juicy j) [explicit],4:09,0
37002,37002,3393,53903,we dem boyz (louis futon remix) - single,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,1-Jul-14,we dem boyz (louis futon remix),4:19,we dem boyz [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," February 11, 2014",we dem boyz [explicit],3:45,0
37255,37255,3399,7372,blacc hollywood,wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,true colors (feat. nicki minaj),4:15,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",still down (feat. chevy woods & ty dolla $ign) [explicit],4:16,0
37490,37490,3408,7390,blacc hollywood (deluxe version),wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,we dem boyz,3:56,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
37506,37506,3410,7360,blacc hollywood (deluxe version),wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company,19-Aug-14,we dem boyz,3:56,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
37540,37540,3413,7359,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",true colors (feat. nicki minaj) [explicit],4:15,0
37557,37557,3413,7390,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014","we dem boyz remix (feat. rick ross, schoolboy q & nas) [explicit]",5:19,0
37579,37579,3413,34358,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",bluffin (feat. berner) [explicit],5:32,0
37652,37652,3414,34367,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",initiation (feat. lola monroe) [explicit],4:29,0
37661,37661,3414,34383,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012","rise above (feat. pharrell, tuki carter & amber rose) [explicit]",4:31,0
37729,37729,3415,34384,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",initiation (feat. lola monroe) [explicit],4:29,0
37771,37771,3416,34342,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",let it go (feat. akon) [explicit],4:18,0
38021,38021,3420,7380,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",kk (feat. project pat & juicy j) [explicit],4:09,0
38180,38180,3422,34354,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",remember you (feat. the weeknd) [explicit],4:49,1
38182,38182,3422,34358,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",bluffin (feat. berner) [explicit],5:32,0
38508,38508,3438,34377,o.n.i.f.c.,wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,medicated (feat. chevy woods & juicy j),5:30,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",the bluff (feat. cam'ron) [explicit],3:48,0
38610,38610,3441,34348,o.n.i.f.c.,wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,medicated (feat. chevy woods & juicy j),5:30,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",it's nothin (feat. 2 chainz) [explicit],3:47,0
38752,38752,3444,34384,o.n.i.f.c.,wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,medicated (feat. chevy woods & juicy j),5:30,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",initiation (feat. lola monroe) [explicit],4:29,0
39101,39101,3450,7366,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,blacc hollywood (deluxe) [explicit],wiz khalifa, 2014 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states. a warner music group company," August 19, 2014",house in the hills (feat. curren$y) [explicit],4:52,0
39136,39136,3450,34359,o.n.i.f.c. (deluxe version),wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states,4-Dec-12,remember you (feat. the weeknd),5:20,o.n.i.f.c. [explicit],wiz khalifa, 2012 atlantic recording corporation for the united states and wea international inc. for the world outside of the united states," December 4, 2012",let it go (feat. akon) [explicit],4:18,0
